N	2gram	Vinokur_Ku_1	Literetu
1	и не	12	22
2	тогда как	2	17
3	и в	24	16
4	при этом	6	15
5	в этом	14	14
6	не только	10	14
7	но и	6	14
8	в том	30	12
9	может быть	13	12
10	а не	8	12
11	то что	9	12
12	в частности	4	11
13	я и	1	10
14	своего рода	1	10
15	не в	11	10
16	то же	8	9
17	так и	7	9
18	в то	2	9
19	того что	9	9
20	в этой	3	8
21	в жизни	1	8
22	том что	21	8
23	не может	7	8
24	к себе	4	8
25	как бы	7	8
26	в своей	2	7
27	тем самым	4	7
28	же время	2	7
29	только в	11	7
30	себя в	1	7
31	в противовес	3	7
32	со стороны	4	7
33	точки зрения	14	7
34	я в	1	7
35	еще не	5	6
36	с его	4	6
37	в себе	3	6
38	состоит в	3	6
39	о том	9	6
40	и его	5	6
41	в его	12	6
42	с другой	7	6
43	к тому	5	6
44	в стихах	1	6
45	в году	1	5
46	в отличие	1	5
47	отличие от	1	5
48	субъекта и	1	5
49	как в	4	5
50	всего лишь	1	5
51	в целом	4	5
52	тому же	1	5
53	лишь в	2	5
54	это не	7	5
55	соответствии с	3	5
56	как и	2	5
57	что я	2	5
58	этом отношении	5	5
59	в ее	1	5
60	что он	6	5
61	в качестве	7	5
62	именно в	6	5
63	а именно	2	5
64	вместе с	7	5
65	а в	5	5
66	одним из	2	4
67	но не	5	4
68	по отношению	8	4
69	в рамках	4	4
70	хотя и	3	4
71	и если	3	4
72	должно быть	3	4
73	однако в	1	4
74	даже в	3	4
75	не говоря	2	4
76	никогда не	2	4
77	говоря уже	1	4
78	а также	1	4
79	с одной	1	4
80	в начале	1	4
81	из них	4	4
82	одно из	2	4
83	в одном	3	4
84	как будто	1	4
85	в природе	1	4
86	до конца	2	4
87	одной стороны	1	4
88	в данном	4	4
89	по существу	4	4
90	и для	2	4
91	жизни в	1	4
92	отношению к	9	4
93	например в	5	3
94	самом деле	9	3
95	едва ли	1	3
96	той же	3	3
97	но уже	5	3
98	разумеется не	4	3
99	в сторону	2	3
100	отнюдь не	1	3
101	однако не	6	3
102	усматривает в	1	3
103	и как	2	3
104	но в	2	3
105	бы и	2	3
106	на его	3	3
107	и тем	2	3
108	в слове	2	3
109	в г	3	3
110	взгляд на	1	3
111	с точки	9	3
112	только для	1	3
113	потому что	23	3
114	в области	7	3
115	части романа	1	3
116	в словах	1	3
117	не случайно	6	3
118	прежде всего	9	3
119	между тем	5	3
120	все время	1	3
121	совершенно не	1	3
122	уже не	8	3
123	в самом	10	3
124	в соответствии	3	3
125	более того	1	3
126	о чем	2	3
127	и а	2	3
128	как это	3	3
129	в иных	2	3
130	там где	4	3
131	жизнью в	1	3
132	это как	1	3
133	жизни и	1	3
134	как на	3	3
135	того же	4	2
136	в первом	3	2
137	поэзии и	1	2
