N	3gram	Bakhtin_Pr_1	Dialekti
1	и т д	1	19
2	с точки зрения	6	12
3	в том что	3	7
4	не есть ни	1	6
5	внутреннего и внешнего	1	6
6	по себе не	1	5
7	то же время	3	4
8	можно было бы	3	4
9	с другой стороны	4	4
10	на то что	1	4
11	в то же	3	4
12	в этом смысле	3	3
13	не нуждается в	1	3
14	в нем нет	1	3
15	может быть и	1	3
16	и в этом	1	3
17	иметь в виду	1	3
18	не может и	2	3
19	не может быть	11	3
20	та или иная	1	3
21	можно сказать что	2	3
22	той или иной	2	3
23	и не должна	2	2
24	никогда не может	2	2
25	на самом деле	3	2
26	одной стороны и	1	2
27	до сих пор	1	2
28	и в то	2	2
29	не было бы	1	2
30	в этом отношении	2	2
31	и т п	13	2
32	или хотя бы	1	2
33	несмотря на то	1	2
34	то или иное	2	2
35	может и не	2	2
36	и в частности	2	2
37	с одной стороны	3	2
38	лежащая в основе	1	2
39	по сравнению с	1	2
40	и в нем	3	2
41	не должна быть	1	2
42	ни в чем	2	2
43	это и есть	1	2
44	мы можем сказать	2	2
45	точки зрения самого	2	2
46	можем сказать что	1	2
47	к тому что	1	2
48	а между тем	1	1
49	точка зрения на	1	1
50	в чем не	2	1
51	хотя и не	1	1
52	если бы все	1	1
53	отнюдь не в	1	1
54	в какой мере	2	1
55	мы имеем дело	2	1
56	а не с	1	1
57	дело в том	1	1
58	не имеет границ	1	1
59	совершенно не нужно	2	1
60	то время как	1	1
61	в виду что	1	1
62	имеет место в	2	1
63	в самом деле	3	1
64	не больше как	1	1
65	которое как мы	1	1
66	именно то что	1	1
67	до известной степени	1	1
68	сами по себе	1	1
69	ни в коем	2	1
70	бы ни было	1	1
71	к нему с	1	1
72	как мы увидим	3	1
73	на самом же	1	1
74	если бы не	1	1
75	и потому в	1	1
76	отношение к нему	1	1
77	и ничего не	1	1
78	и не в	1	1
79	и тем не	1	1
80	отнюдь не является	1	1
81	ни в какой	1	1
82	прямого отношения к	1	1
83	в коем случае	2	1
84	далеко не всегда	3	1
85	если бы мы	1	1
86	но в то	1	1
87	его не могут	1	1
88	в то время	1	1
89	вопроса о том	1	1
90	она никогда не	1	1
91	и должно быть	1	1
92	которые могли бы	1	1
93	не в том	1	1
94	в связи с	1	1
95	таким образом и	1	1
96	самом же деле	1	1
97	бы не было	1	1
98	а в том	1	1
99	есть не что	1	1
100	должно быть ясно	1	1
101	в него как	1	1
102	коем случае не	2	1
103	этих двух миров	1	1
104	и в них	2	1
105	то что не	1	1
106	хотя бы в	1	1
107	к выводу что	1	1
108	каково бы ни	1	1
109	она же может	1	1
110	что иное как	1	1
111	быть ясно что	1	1
112	в этом его	1	1
113	но лишь как	1	1
114	и может быть	1	1
115	имеется в виду	1	1
116	не что иное	1	1
117	тем не менее	3	1
118	относится не к	1	1
119	для того чтобы	2	1
120	она не может	1	1
121	ничто не может	1	1
122	то же самое	2	1
