N	3gram	Voloshinov_1	OGranits
1	с точки зрения	5	5
2	не может быть	2	4
3	вполне понятно что	1	3
4	одно и то	3	3
5	и т.п и	2	3
6	что иное как	2	2
7	представим себе что	1	2
8	в самом деле	1	2
9	слов и их	2	2
10	в зависимости от	5	2
11	в жизненной речи	1	2
12	не только его	1	2
13	и то же	3	2
14	социального общения и	3	2
15	же слово в	1	2
16	с другой стороны	1	2
17	то же слово	2	2
18	того или иного	5	2
19	есть не что	2	2
20	с самого начала	4	2
21	не что иное	2	2
22	в том что	1	2
23	и находит свое	1	1
24	точки зрения и	1	1
25	т.д и т.д	1	1
26	в другом месте	1	1
27	словесного материала и	1	1
28	что ведь и	1	1
29	тот же самый	1	1
30	и отстоявшихся в	1	1
31	должны перейти теперь	1	1
32	только потому что	2	1
33	само собой разумеется	2	1
34	в хх веке	1	1
35	иметь в виду	1	1
36	является нашей задачей	1	1
37	в виду что	1	1
38	более или менее	1	1
39	равно как и	2	1
40	на самом деле	3	1
41	мы должны перейти	1	1
42	материале внутренней речи	1	1
43	то же самое	4	1
44	и есть не	1	1
45	и не может	1	1
46	на две группы	1	1
47	себе что мы	1	1
48	в человеческом обществе	1	1
49	нет и не	1	1
50	и не мог	1	1
51	которая и дает	1	1
52	существует лишь в	1	1
53	не было бы	2	1
54	в этом отношении	2	1
55	в собственном смысле	1	1
56	и т.д и	5	1
57	что же является	1	1
58	не протекал и	1	1
59	можно было бы	1	1
60	мог протекать ни	1	1
61	организующих сил которые	1	1
62	и в области	2	1
63	то или иное	4	1
64	перейти теперь к	1	1
65	и тем что	1	1
66	и его социальной	1	1
67	нужно отметить что	1	1
68	ту или иную	3	1
69	в этой структуре	1	1
70	конечно мы не	1	1
71	иметь не может	1	1
72	для того чтобы	7	1
73	в целом произведении	1	1
74	материального выражения нет	1	1
75	не мог протекать	1	1
76	данной социальной группы	1	1
77	мы все же	1	1
78	создается прежде всего	1	1
79	выбор слова и	1	1
80	том что язык	1	1
81	тем не менее	1	1
82	отношения не имеют	1	1
83	и к тому	1	1
84	и как бы	1	1
85	протекать ни один	1	1
86	но и его	1	1
87	в связи с	2	1
88	чуть ли не	2	1
89	само по себе	1	1
90	прежде всего в	3	1
91	этим путем можно	1	1
92	живых организующих сил	1	1
93	собственном смысле слова	1	1
94	не должно быть	2	1
95	никакого отношения не	1	1
96	все то что	2	1
97	мы уже видели	2	1
98	что же такое	2	1
99	подойти и к	1	1
100	в тех случаях	2	1
101	в разных местах	2	1
102	мы должны различать	1	1
103	эта социальная установка	1	1
104	то же время	7	1
105	мы не можем	1	1
106	таким образом мы	1	1
107	слова и наконец	1	1
108	та или иная	1	1
109	хотя бы в	1	1
110	и является нашей	1	1
111	и никогда не	1	1
112	на этом мы	1	1
113	протекал и не	1	1
114	не только на	1	1
115	но в то	2	1
116	в конечном счете	1	1
117	распадаются на две	1	1
118	для всех решительно	1	1
119	ведь в самом	1	1
120	тех случаях когда	2	1
121	вне материального выражения	1	1
122	в то же	9	1
123	эту точку зрения	1	1
124	к тому что	2	1
125	о языке и	1	1
126	тех или иных	3	1
127	теперь мы можем	1	1
128	в последнем счете	1	1
129	тип речевого взаимодействия	1	1
130	как и в	1	1
131	художественного высказывания они	1	1
