N	2gram	Propp_Russ_1	Problema
1	и в	36	30
2	то есть	3	21
3	не только	22	18
4	то что	6	18
5	в этом	12	17
6	том что	19	17
7	из глины	1	14
8	таким образом	6	13
9	но и	16	13
10	потому что	10	13
11	также и	1	12
12	на кавказе	1	12
13	о том	8	12
14	в его	2	12
15	в том	17	12
16	и не	6	12
17	так что	2	11
18	в своем	3	11
19	у него	2	11
20	в этой	1	10
21	в виде	6	10
22	для нас	6	10
23	точки зрения	3	10
24	все же	5	9
25	но в	2	9
26	как символ	2	9
27	и вообще	1	9
28	который в	1	9
29	только в	4	9
30	и все	1	9
31	сказать что	1	9
32	хотя и	2	8
33	с точки	3	8
34	на небо	3	8
35	никак не	1	8
36	но не	2	7
37	как и	10	7
38	на землю	1	7
39	связи с	4	7
40	у нас	8	7
41	в дальнейшем	2	7
42	так и	7	7
43	что он	1	7
44	до нас	1	7
45	может быть	8	7
46	говорит о	1	7
47	в связи	4	7
48	подобного рода	1	7
49	вместе с	10	7
50	и на	10	6
51	тут же	2	6
52	и как	2	6
53	в нем	2	6
54	его в	1	6
55	несмотря на	3	6
56	и его	1	6
57	можно сказать	1	6
58	и что	4	6
59	что и	7	6
60	уже не	6	6
61	так как	15	6
62	как бы	5	6
63	и для	2	6
64	а в	9	6
65	для себя	1	5
66	в году	2	5
67	не просто	2	5
68	в которой	1	5
69	за это	1	5
70	тем не	3	5
71	в силу	2	5
72	и с	2	5
73	с тем	8	5
74	он и	1	5
75	еще в	4	5
76	что этот	4	5
77	не менее	3	5
78	того как	5	5
79	и о	1	5
80	что у	2	5
81	и у	5	5
82	и их	4	5
83	мы можем	2	5
84	а не	2	5
85	не может	4	5
86	так же	3	5
87	будто бы	6	5
88	что в	19	5
89	того же	1	4
90	и он	1	4
91	отнюдь не	2	4
92	и к	3	4
93	в себе	1	4
94	при этом	6	4
95	но все	3	4
96	же не	2	4
97	об этом	9	4
98	было бы	1	4
99	ни в	1	4
100	говорится о	2	4
101	не так	1	4
102	любви и	1	4
103	в то	1	4
104	тогда когда	1	4
105	но даже	2	4
106	iv в	1	4
107	и сам	1	4
108	разного рода	1	4
109	нас в	1	4
110	или в	2	4
111	в качестве	3	4
112	для людей	1	4
113	в период	1	4
114	далеко не	3	4
115	еще и	1	4
116	а с	4	4
117	если не	1	4
118	в частности	2	4
119	xix в	13	4
120	под названием	1	4
121	тем же	1	3
122	от своих	1	3
123	в виду	1	3
124	в ней	2	3
125	еще не	4	3
126	иное как	2	3
127	совсем не	1	3
128	только тогда	1	3
129	что они	7	3
130	что касается	1	3
131	от этого	1	3
132	он не	1	3
133	не всегда	1	3
134	нас не	2	3
135	что иное	2	3
136	как будто	5	3
137	в духе	1	3
138	то время	1	3
139	что от	2	3
140	жизнь и	1	3
141	с ним	2	3
142	внимание на	1	3
143	настоящее время	3	3
144	после того	2	3
145	и который	1	3
146	а также	3	3
147	к нему	1	3
148	же в	1	3
149	того что	4	3
150	тот же	1	3
151	и тем	1	3
152	в до	1	3
153	в начале	1	3
154	в одном	3	3
155	для них	3	3
156	в других	11	3
157	жизнь в	1	3
158	о котором	1	3
159	в настоящее	3	3
160	и другие	13	3
161	не что	2	3
162	точно так	1	3
163	таком случае	1	2
164	самом деле	1	2
165	но тем	2	2
166	за все	2	2
167	характерное для	1	2
168	и до	2	2
169	поэтому и	1	2
170	то же	3	2
171	и за	1	2
172	по его	1	2
173	из всех	1	2
174	здесь изображается	1	2
175	мы имеем	4	2
176	мы не	6	2
177	еще до	2	2
178	и был	1	2
179	это время	2	2
180	в таком	1	2
181	все эти	2	2
182	в чем	1	2
183	землю и	1	2
184	значение и	2	2
185	не все	1	2
186	по отношению	1	2
187	он пишет	1	2
188	на то	1	2
189	в м	1	2
190	как в	5	2
191	что именно	2	2
192	кроме того	1	2
193	когда он	2	2
194	в нашей	1	2
195	однако как	2	2
196	борьбы с	2	2
197	не к	1	2
198	здесь говорится	1	2
199	прежде чем	1	2
200	его на	1	2
201	это не	10	2
202	по всему	1	2
203	в них	6	2
204	и без	1	2
205	во времена	1	2
206	вторая часть	1	2
207	представление о	3	2
208	такую же	1	2
209	и более	2	2
210	был уже	1	2
211	как акт	1	2
212	дело в	1	2
213	и сама	1	2
214	и прочие	1	2
215	упоминания о	1	2
216	ничего не	3	2
217	иной раз	1	2
218	тем что	4	2
219	в области	3	2
220	не могут	1	2
221	и другой	3	2
222	ли не	1	2
223	к тому	4	2
224	как мы	10	2
225	данном случае	1	2
226	всей своей	1	2
227	говорится что	3	2
228	можно было	1	2
229	он был	2	2
230	является по	1	2
231	в глаза	1	2
232	и просто	1	2
233	между тем	7	2
234	от них	3	2
235	во втором	1	2
236	борьбе с	1	2
237	в середине	3	2
238	поступать так	1	2
239	что здесь	1	2
240	в какой	2	2
241	ii в	2	2
242	по этому	3	2
243	этому поводу	2	2
244	есть в	1	2
245	уже в	1	2
246	свидетельствует о	1	2
247	из них	8	2
248	земли и	1	2
249	всяком случае	1	2
250	доказать что	1	2
251	видя в	1	2
252	что не	1	2
253	то и	1	2
254	в данном	1	2
255	наряду с	1	2
256	в первой	1	2
257	по существу	4	2
258	бросается в	1	2
259	в это	3	2
260	только для	2	2
261	но для	1	2
262	один из	8	2
263	всякого рода	3	2
264	в целях	3	2
265	в свою	3	2
266	отношению к	1	2
267	в заключение	1	2
268	жизни и	1	2
269	по поводу	1	2
270	к этому	4	2
271	во всяком	1	2
272	все что	1	2
273	в роли	1	2
274	они не	1	2
275	то на	3	1
276	в ночь	1	1
277	и т	10	1
278	не думает	1	1
279	на самом	2	1
280	тех же	1	1
281	к другому	2	1
282	каждого кто	1	1
283	в их	4	1
284	теория эта	1	1
285	мы уже	1	1
286	в и	17	1
287	надо было	1	1
288	что если	1	1
289	которую мы	1	1
290	вопрос о	1	1
291	на место	1	1
292	из своих	1	1
293	никаких богов	1	1
294	не вполне	1	1
295	на себя	2	1
296	жизни как	1	1
297	и ее	1	1
298	они были	2	1
299	как бог	3	1
300	увидим ниже	3	1
301	и самой	1	1
302	не знают	1	1
303	жизни это	1	1
304	в xix	10	1
305	не был	1	1
306	с его	1	1
307	не без	1	1
308	степени он	1	1
309	а только	1	1
310	же она	1	1
311	с трудом	1	1
312	что было	1	1
313	если в	3	1
314	сведений о	1	1
315	которые не	3	1
316	с этим	2	1
317	это был	1	1
318	перед нами	1	1
319	что по	4	1
320	и наконец	1	1
321	его к	2	1
322	в этот	10	1
323	из мифа	1	1
324	есть весь	1	1
325	из жизни	1	1
326	что это	3	1
327	в нашем	2	1
328	из этих	4	1
329	в тех	4	1
330	и те	3	1
331	может считаться	1	1
332	xx в	2	1
333	и разорение	1	1
334	говорят о	1	1
335	данным из	1	1
336	что она	2	1
337	главным образом	2	1
338	о начале	1	1
339	т д	9	1
340	после этого	4	1
341	у древних	1	1
342	всех этих	2	1
343	он должен	1	1
344	состоит в	8	1
345	на свободу	1	1
346	не могли	1	1
347	работ в	1	1
348	и по	8	1
349	в образе	2	1
350	так например	6	1
351	себя и	2	1
352	они должны	1	1
353	поэзии и	1	1
354	их и	3	1
355	очень древний	1	1
356	г в	4	1
357	входит в	4	1
358	всех народов	1	1
359	от одного	1	1
360	некоторые основные	1	1
361	мы приведем	1	1
362	должен был	1	1
363	весь мир	1	1
364	на свои	1	1
365	жизни человека	1	1
366	бога о	1	1
367	чем в	2	1
368	и некоторые	3	1
369	такой же	2	1
370	их на	4	1
371	совсем другое	1	1
372	золотые ты	1	1
373	и при	1	1
374	имелось в	1	1
375	при рождении	1	1
376	и бессмертие	1	1
377	i у	1	1
378	не столько	1	1
379	не как	1	1
380	старины и	1	1
381	далее в	2	1
382	своего рода	3	1
383	что я	1	1
384	интересно не	1	1
385	том чтобы	1	1
386	все это	6	1
387	видно что	6	1
388	их в	3	1
389	общего не	1	1
390	и под	1	1
391	в древней	2	1
392	содержится в	1	1
393	нас к	2	1
394	тому что	4	1
395	вплоть до	4	1
396	дня и	1	1
397	эта картина	1	1
398	простить их	1	1
399	в он	1	1
400	нейтральную позицию	1	1
401	хотелось бы	1	1
402	известно также	1	1
403	не имеет	6	1
404	о чем	3	1
405	или другие	2	1
406	что их	1	1
407	i ii	1	1
408	можно судить	1	1
409	работы но	1	1
410	в день	6	1
411	все свои	1	1
412	с земли	1	1
413	именно с	2	1
414	к ней	2	1
415	могли на	1	1
416	сообщает что	4	1
417	вот что	1	1
418	изображается как	4	1
419	до того	2	1
420	было не	1	1
421	ему в	1	1
422	а мы	2	1
423	не потому	1	1
424	по ней	1	1
425	ни о	1	1
426	в городе	1	1
427	как только	1	1
428	что наш	1	1
429	момента не	1	1
430	его с	4	1
431	прошлого в	1	1
432	только одно	1	1
433	в очень	1	1
434	она не	2	1
435	бы ни	1	1
436	и это	1	1
437	интересами и	1	1
438	на другой	1	1
439	на основе	1	1
440	которые как	1	1
441	были у	1	1
442	для нового	1	1
443	значение в	1	1
444	здесь он	1	1
445	те же	1	1
446	и каждый	1	1
447	чем у	2	1
