N	2gram	Vygotskiy__1	EvropaiE
1	и в	23	37
2	в отношении	10	32
3	точки зрения	26	23
4	что в	14	21
5	не только	16	18
6	с точки	18	17
7	в то	7	16
8	то же	8	15
9	хотя бы	4	15
10	отношении к	1	15
11	в своем	3	14
12	но в	5	14
13	же время	2	14
14	в качестве	9	14
15	но и	14	14
16	и не	9	14
17	в этом	17	12
18	в их	3	11
19	в области	3	11
20	в том	24	11
21	так и	5	10
22	отнюдь не	1	9
23	в себе	6	9
24	только в	6	9
25	прежде всего	10	9
26	все более	3	9
27	не может	12	9
28	так же	16	9
29	в смысле	2	9
30	в ее	2	8
31	было бы	4	8
32	в своей	4	8
33	к тому	4	8
34	между тем	9	8
35	с одной	8	8
36	одной стороны	9	8
37	также и	1	7
38	нам кажется	1	7
39	а также	1	7
40	того что	15	7
41	так как	7	7
42	с другой	10	7
43	как и	14	7
44	по своему	1	7
45	между прочим	1	7
46	может быть	14	6
47	и на	8	6
48	во всех	3	6
49	стороны и	1	6
50	на то	5	6
51	том что	21	6
52	того чтобы	17	6
53	вслед за	2	6
54	вовсе не	3	6
55	для того	15	6
56	и даже	2	6
57	как бы	11	6
58	с этой	6	6
59	то что	17	6
60	же как	6	5
61	которую мы	4	5
62	столь же	6	5
63	но не	4	5
64	не в	4	5
65	к которым	1	5
66	но если	1	5
67	тем самым	5	5
68	как мы	5	5
69	одной из	1	5
70	в виде	2	5
71	со стороны	1	5
72	от этого	2	5
73	в частности	2	5
74	и потому	2	5
75	в течение	2	5
76	этой точки	1	5
77	то в	1	4
78	мы не	7	4
79	вопрос о	7	4
80	но даже	1	4
81	в некотором	1	4
82	в ней	1	4
83	независимо от	6	4
84	в самом	7	4
85	не служит	1	4
86	несмотря на	2	4
87	лежат в	1	4
88	даже в	2	4
89	не имеет	2	4
90	в процессе	8	4
91	в направлении	1	4
92	той или	1	4
93	по себе	5	4
94	можно сказать	5	4
95	тем более	5	4
96	именно в	6	4
97	на всем	2	4
98	само по	1	4
99	или иной	1	4
100	не на	1	4
101	как это	2	4
102	сказать что	11	4
103	в каком	3	4
104	в сфере	3	3
105	идет о	2	3
106	из всех	2	3
107	бы и	2	3
108	и со	1	3
109	в общем	3	3
110	как в	4	3
111	когда он	2	3
112	и к	4	3
113	или иную	1	3
114	представляет собой	11	3
115	в известном	2	3
116	но на	1	3
117	вообще не	1	3
118	значительная часть	1	3
119	мы можем	6	3
120	не дает	1	3
121	и мы	3	3
122	этом смысле	1	3
123	и тем	6	3
124	в них	2	3
125	с тем	7	3
126	мы видели	2	3
127	во второй	1	3
128	в которых	3	3
129	дело в	2	3
130	никогда не	2	3
131	потому что	6	3
132	заключает в	1	3
133	с другом	4	3
134	по нашему	1	3
135	во все	1	3
136	тем в	1	3
137	можно было	3	3
138	приближается к	1	3
139	о том	6	3
140	от них	2	3
141	что и	1	3
142	известном смысле	2	3
143	в стороне	2	3
144	всяком случае	3	3
145	из них	1	3
146	ту или	2	3
147	очевидно что	1	3
148	потребность в	1	3
149	себе в	1	3
150	в известной	2	3
151	к ним	1	3
152	тем что	6	3
153	этом отношении	4	3
154	некотором смысле	1	3
155	в свою	4	3
156	связано с	2	3
157	там где	2	3
158	в данном	2	3
159	друг с	4	3
160	не является	9	3
161	и для	1	3
162	и от	3	3
163	в результате	4	3
164	в психологии	10	3
165	это так	1	3
166	ее в	2	3
167	как на	4	3
168	в таком	1	3
169	во всяком	3	3
170	и наиболее	2	2
171	для этих	1	2
172	и то	3	2
173	что эти	2	2
174	с в	1	2
175	есть не	2	2
176	что если	2	2
177	именно к	1	2
178	и другая	1	2
179	из того	5	2
180	на них	1	2
181	между собой	5	2
182	к нулю	1	2
183	в огромной	1	2
184	в сторону	1	2
185	друг от	3	2
186	как их	1	2
187	в истории	1	2
188	его на	2	2
189	с этим	6	2
190	хотя и	2	2
191	целый ряд	4	2
192	и как	5	2
193	что это	3	2
194	в этой	7	2
195	что к	1	2
196	выход на	1	2
197	и если	3	2
198	как оно	1	2
199	главным образом	2	2
200	он не	5	2
201	и еще	1	2
202	отношений между	4	2
203	в силу	6	2
204	какой бы	1	2
205	их из	1	2
206	проблемы и	4	2
207	таким образом	26	2
208	это значит	1	2
209	и с	9	2
210	заключается в	8	2
211	с другими	2	2
212	все другие	2	2
213	для них	1	2
214	нас к	8	2
215	в своих	5	2
216	в развитии	12	2
217	иначе говоря	2	2
218	такой же	3	2
219	в эту	1	2
220	в этих	2	2
221	и сейчас	1	2
222	в котором	4	2
223	представление о	2	2
224	не к	2	2
225	одном из	2	2
226	и более	5	2
227	она не	3	2
228	тогда когда	3	2
229	констатировать что	1	2
230	по своей	5	2
231	как будто	1	2
232	именно потому	1	2
233	могут быть	3	2
234	случаях когда	1	2
235	оставить в	2	2
236	всего в	2	2
237	от друга	3	2
238	как не	1	2
239	свою очередь	3	2
240	данном случае	2	2
241	на основе	1	2
242	по сравнению	6	2
243	если бы	5	2
244	и поэтому	2	2
245	и та	1	2
246	и что	5	2
247	в значительной	2	2
248	в его	14	2
249	во всей	4	2
250	также в	1	2
251	мы должны	5	2
252	но с	1	2
253	этот вопрос	3	2
254	в какой	5	2
255	не можем	1	2
256	то которое	1	2
257	и других	3	2
258	бы совершенно	1	2
259	в одном	4	2
260	заметить что	2	2
261	в других	1	2
262	а именно	1	2
263	на основании	5	2
264	более к	2	2
265	на этот	3	2
266	а не	3	2
267	наш путь	1	2
268	что все	4	2
269	начиная с	2	2
270	вместе с	9	2
271	или по	1	2
272	сравнению с	5	2
273	не дают	1	2
274	наряду с	1	2
275	что же	1	2
276	для понимания	1	2
277	и таким	2	2
278	с мы	3	2
279	или в	1	2
280	и все	5	2
281	бы в	5	2
282	всех прочих	2	2
283	стороны в	1	2
284	и наконец	2	2
285	значения для	1	2
286	мы видим	4	2
287	а в	2	2
288	между ними	2	2
289	другой стороны	9	2
290	приводит нас	2	2
291	жизни и	2	2
292	как известно	3	1
293	ту же	1	1
294	ко всем	3	1
295	в силе	1	1
296	и т	1	1
297	например в	1	1
298	следует с	1	1
299	связана с	2	1
300	в тех	1	1
301	тем большей	1	1
302	и это	3	1
303	тех же	2	1
304	или к	1	1
305	но тем	2	1
306	и свести	1	1
307	и до	2	1
308	речь идет	2	1
309	всем ее	2	1
310	и утверждается	1	1
311	с таким	3	1
312	каком они	1	1
313	к кругу	1	1
314	существенно иные	1	1
315	той же	2	1
316	из всего	1	1
317	что между	2	1
318	бы сделать	1	1
319	по самой	2	1
320	большую роль	1	1
321	в приспособлении	1	1
322	время как	4	1
323	говорить о	2	1
324	только это	1	1
325	а для	1	1
326	с но	3	1
327	которое не	2	1
328	то это	1	1
329	когда мы	1	1
330	не способен	1	1
331	почти на	2	1
332	как самостоятельной	1	1
333	быть в	1	1
334	качестве примера	1	1
335	нам представляется	1	1
336	знания с	1	1
337	что его	2	1
338	с его	4	1
339	видели что	1	1
340	любой области	1	1
341	обстояло дело	1	1
342	мы будем	1	1
343	это вопрос	2	1
344	силу этого	3	1
345	его построения	2	1
346	по отношению	7	1
347	в новом	3	1
348	постановка проблемы	1	1
349	отличие от	1	1
350	и будет	1	1
351	остановились на	1	1
352	за пределы	2	1
353	к сожалению	2	1
354	которые не	3	1
355	в одной	3	1
356	что нет	1	1
357	все остальные	4	1
358	все же	3	1
359	кроме того	1	1
360	тех случаях	2	1
361	в полном	1	1
362	смысле этого	3	1
363	могли бы	6	1
364	говорит об	1	1
365	его к	1	1
366	скорее для	1	1
367	психологии и	1	1
368	та же	1	1
369	их развитии	1	1
370	бы с	1	1
371	он в	3	1
372	в нашем	2	1
373	которые в	1	1
374	с их	1	1
375	один и	1	1
376	нами в	2	1
377	имеет для	1	1
378	упирается в	1	1
379	и те	2	1
380	на его	1	1
381	к выводу	4	1
382	в свет	1	1
383	при этом	4	1
384	т д	1	1
385	с еще	1	1
386	смысле она	1	1
387	сожалению не	1	1
388	в принципе	1	1
389	состоит в	1	1
390	признанию самого	1	1
391	то как	1	1
392	ли не	1	1
393	огромной мере	1	1
394	на этом	2	1
395	его можно	1	1
396	ни для	1	1
397	но все	2	1
398	значительной степени	2	1
399	значительной части	1	1
400	не станем	5	1
401	как они	1	1
402	а затем	5	1
403	в нем	1	1
404	в совершенно	1	1
405	значение в	3	1
406	что произошло	1	1
407	лишь в	6	1
408	сейчас в	1	1
409	свести к	3	1
410	качестве общего	1	1
411	в жизни	1	1
412	который по	2	1
413	к области	1	1
414	о которых	1	1
415	соответствии с	1	1
416	всегда и	3	1
417	эгоцентризма и	1	1
418	мы хотели	3	1
419	активности и	1	1
420	значение как	2	1
421	потому и	2	1
422	как таковой	2	1
423	зависящего от	1	1
424	лучшим доказательством	1	1
425	рассматривает как	1	1
426	в изучении	2	1
427	в такой	3	1
428	с к	1	1
429	если можно	1	1
430	мы говорили	3	1
431	в отличие	1	1
432	что при	1	1
433	своих частях	1	1
434	значение для	1	1
435	знаменует собой	2	1
436	другую сторону	1	1
437	выше мы	1	1
438	среды и	1	1
439	друг другу	3	1
440	много раз	1	1
441	войти в	1	1
442	том же	2	1
443	для этого	5	1
444	тому что	5	1
445	кажется нам	1	1
446	проистекает из	1	1
447	ними но	1	1
448	о будущем	1	1
449	все эти	4	1
450	не менее	1	1
451	вплоть до	1	1
452	не зависящего	1	1
453	что эта	2	1
454	что с	2	1
455	как те	1	1
456	считает что	1	1
457	что принцип	2	1
458	или это	1	1
459	взрослые и	1	1
460	наблюдений над	1	1
461	для всего	1	1
462	рассматривать как	1	1
463	только и	1	1
464	действительности но	1	1
465	в самой	1	1
466	именно с	1	1
467	бы сказали	1	1
468	находятся в	1	1
469	этом процессе	1	1
470	за исключением	1	1
471	во всем	3	1
472	вместо того	2	1
473	и его	6	1
474	при обсуждении	1	1
475	связи с	3	1
476	мы бы	1	1
477	в сознании	1	1
478	пределах этого	1	1
479	так то	1	1
480	проблему развития	1	1
481	в основе	8	1
482	если оставить	1	1
483	мир в	1	1
484	числе и	1	1
485	должны быть	1	1
486	в размерах	2	1
487	есть чем	1	1
488	от элементов	1	1
489	применить к	1	1
490	мы привели	1	1
491	для себя	4	1
492	приходит к	3	1
493	во внутреннюю	1	1
494	мы думаем	2	1
495	то время	5	1
496	как с	1	1
497	котором мы	1	1
498	и центральной	1	1
499	единое целое	4	1
500	что может	5	1
501	с собой	2	1
502	был бы	2	1
503	то станет	1	1
504	которыми мы	1	1
505	одного из	3	1
506	каждого из	2	1
507	когда его	1	1
508	об этом	3	1
509	еще в	1	1
510	поэтому в	2	1
511	по признанию	1	1
512	которая в	2	1
513	к другу	2	1
514	этой концепции	2	1
515	факта но	1	1
516	к проблемам	1	1
517	и силу	1	1
518	на вопрос	2	1
519	внимание на	1	1
520	это потому	1	1
521	может не	3	1
522	нас в	1	1
523	звук пустой	1	1
524	развития не	1	1
525	другой своей	1	1
526	это изменение	1	1
527	связь между	6	1
528	являются в	1	1
529	которые мы	2	1
530	эти два	1	1
531	его мысль	1	1
532	которая должна	1	1
533	того в	1	1
534	в ту	2	1
535	и следовательно	3	1
536	друг к	1	1
537	на будущее	1	1
538	значит что	1	1
539	большей или	1	1
540	один из	2	1
541	в двух	2	1
542	связь и	1	1
543	в эгоцентризме	2	1
544	всех этих	2	1
545	мы увидим	1	1
546	и человечества	1	1
547	на несколько	1	1
548	которое мы	3	1
549	что как	2	1
550	который в	3	1
551	и ее	7	1
552	отношении в	1	1
553	по этому	1	1
554	играет роль	1	1
555	с которыми	1	1
556	к какому	1	1
557	со своим	1	1
558	уже не	2	1
559	уже в	3	1
560	если мы	2	1
561	то и	3	1
562	всем его	1	1
563	только тогда	2	1
564	что не	1	1
565	которая способна	1	1
566	от других	1	1
567	в точном	1	1
568	к установлению	3	1
569	интересующего нас	1	1
570	одно из	2	1
571	для него	2	1
572	представить себе	5	1
573	зрения развития	1	1
574	мы находим	3	1
575	мыслящего человека	1	1
576	как его	1	1
577	от того	6	1
578	потребности в	1	1
579	в более	1	1
580	интересующей нас	2	1
581	эти наблюдения	1	1
582	нас вопроса	1	1
583	прежде казалось	1	1
584	также на	1	1
585	на примере	2	1
586	сказал бы	1	1
587	которые можно	1	1
588	что тот	1	1
589	не относится	1	1
590	с той	2	1
591	или меньшей	1	1
592	она является	1	1
593	общение с	1	1
594	необходимо понять	1	1
595	что для	5	1
596	обратиться к	3	1
597	физические и	1	1
598	те кто	2	1
599	в соответствии	1	1
600	не было	1	1
601	в любой	1	1
602	которых мы	2	1
603	на которых	2	1
604	выше и	2	1
605	так обстояло	1	1
606	зависит от	1	1
607	сдвиг в	1	1
608	к осознанию	1	1
609	самом определении	1	1
610	мы хотим	2	1
611	что из	1	1
612	что мы	5	1
613	мы знаем	1	1
614	если не	3	1
615	входить в	1	1
616	связь с	1	1
617	что во	1	1
618	приспособлении к	1	1
619	поэтому если	1	1
620	их к	1	1
621	направлении в	1	1
622	можно быть	1	1
623	если так	1	1
624	что пожалуй	1	1
625	к жизни	1	1
626	для всех	4	1
627	только ее	1	1
628	в состоянии	2	1
629	должно быть	2	1
630	с ее	1	1
631	этого слова	4	1
632	этого факта	3	1
633	для тех	1	1
634	слова и	5	1
635	живет и	1	1
636	эгоцентризма в	1	1
637	положение которое	1	1
638	определяющим фактором	2	1
639	и новой	1	1
640	ближе к	2	1
641	более того	1	1
642	вопрос в	1	1
643	указать на	1	1
644	нельзя сказать	1	1
645	что оно	3	1
646	та и	1	1
647	о котором	2	1
648	в силах	1	1
649	а к	1	1
650	в отдельных	1	1
651	возникает вопрос	1	1
652	потребностей в	1	1
653	в большей	1	1
654	может в	1	1
655	ли эти	1	1
656	и другие	1	1
657	что процессы	2	1
658	мы подразумеваем	1	1
659	хотели бы	3	1
660	с ней	2	1
661	не быть	1	1
662	но этот	2	1
663	с такой	2	1
664	оно не	1	1
665	что даже	1	1
666	как некоторый	1	1
667	время не	1	1
668	целей и	1	1
669	лежащих в	1	1
670	включает в	1	1
671	к этой	1	1
672	своей части	1	1
673	это в	1	1
674	который не	1	1
675	можно назвать	2	1
676	все что	1	1
677	том числе	1	1
678	гораздо более	1	1
