N	3gram	Bakhtin_Fr_1	Psycholo
1	в самом деле	1	18
2	в том что	6	11
3	с точки зрения	3	9
4	для того чтобы	1	8
5	мы видим что	1	7
6	все то что	1	6
7	до сих пор	4	5
8	с одной стороны	2	5
9	с другой стороны	1	5
10	мы уже говорили	7	3
11	в своем роде	1	2
12	в какой мере	1	2
13	на самом деле	2	2
14	между тем в	1	2
15	все более и	1	2
16	во всяком случае	1	2
17	вовсе не в	2	2
18	более и более	1	2
19	но все же	2	1
20	потому что он	1	1
21	мы говорили уже	1	1
22	имеем в виду	1	1
23	и может быть	1	1
24	и в полном	1	1
25	идет не о	1	1
26	в мировой литературе	1	1
27	в отличие от	4	1
28	и намека на	1	1
29	в этом отношении	3	1
30	к самой природе	1	1
31	это вовсе не	1	1
32	и здесь мы	1	1
33	в основе своей	2	1
34	то есть на	1	1
35	так сказать в	1	1
36	уже говорили что	2	1
37	речь идет не	1	1
38	в применении к	3	1
39	то есть из	1	1
40	где она была	1	1
41	все эти три	1	1
42	не потому что	1	1
43	в сущности это	1	1
44	в обычном смысле	1	1
45	и ничего не	1	1
46	мы уже указывали	1	1
47	в целом ряде	1	1
48	а между тем	1	1
49	бросается в глаза	1	1
50	так например в	1	1
51	все это только	1	1
52	свое отражение в	1	1
53	точки зрения тех	1	1
54	в себя и	1	1
55	к тому чтобы	1	1
56	можно сказать что	1	1
57	как бы в	1	1
58	вовсе не является	2	1
59	не может быть	1	1
60	к тому же	1	1
61	как раз в	1	1
