N	2gram	Kanaev_Sov_1	Psycholo
1	и в	7	31
2	в том	4	30
3	что в	2	23
4	может быть	12	22
5	таким образом	11	20
6	при этом	3	19
7	ясно что	3	19
8	так как	4	18
9	не может	17	17
10	как и	6	16
11	том что	1	16
12	и не	6	16
13	точки зрения	12	15
14	только в	1	14
15	не только	4	13
16	а не	3	13
17	мы не	9	12
18	если мы	4	12
19	так же	1	12
20	в этом	7	12
21	в самом	2	11
22	не в	3	11
23	в области	3	11
24	могут быть	2	11
25	самом деле	2	9
26	по себе	1	9
27	ни в	1	9
28	и что	2	8
29	никогда не	1	8
30	вместе с	4	8
31	все это	3	8
32	во всяком	2	8
33	сказать что	1	7
34	и его	1	7
35	о том	1	7
36	что это	2	6
37	зависимости от	4	6
38	отнюдь не	3	6
39	из этих	2	6
40	что она	3	6
41	было бы	3	6
42	если бы	1	6
43	в его	2	6
44	всяком случае	2	6
45	вовсе не	1	6
46	и даже	2	6
47	одной стороны	1	6
48	а в	4	6
49	и есть	2	5
50	в зависимости	4	5
51	то же	3	5
52	с одной	2	5
53	в целом	4	5
54	по самому	1	5
55	несмотря на	1	5
56	она не	1	5
57	в то	1	5
58	в процессе	1	5
59	с и	1	5
60	не является	1	5
61	для нас	3	5
62	с другой	1	5
63	мы видим	2	5
64	в какой	1	5
65	совершенно не	2	5
66	как бы	4	5
67	все же	3	5
68	и для	1	5
69	и все	3	5
70	же как	1	4
71	мы имеем	1	4
72	в которой	2	4
73	точка зрения	1	4
74	у него	2	4
75	со всеми	2	4
76	отличие от	2	4
77	в себе	3	4
78	и если	1	4
79	по существу	1	4
80	одной и	1	4
81	в совершенно	1	4
82	одна из	3	4
83	только из	1	4
84	у нас	3	4
85	очень часто	1	4
86	те же	1	4
87	прежде всего	5	4
88	все время	1	4
89	один из	1	4
90	и у	1	4
91	мы можем	6	4
92	там где	1	4
93	в результате	6	4
94	в своих	1	4
95	к этому	1	4
96	это и	1	3
97	тем же	2	3
98	той же	2	3
99	нуждаются в	1	3
100	вопрос о	4	3
101	из которых	2	3
102	именно эти	1	3
103	совсем не	1	3
104	но не	1	3
105	конечном счете	1	3
106	с этим	2	3
107	стороны и	1	3
108	в своем	1	3
109	хотя и	1	3
110	и к	3	3
111	но в	3	3
112	та же	1	3
113	уже в	3	3
114	у каждого	3	3
115	в этой	3	3
116	его и	1	3
117	и по	2	3
118	в каждом	8	3
119	не будет	1	3
120	может стать	1	3
121	мы знаем	2	3
122	представление о	1	3
123	в отличие	2	3
124	для объяснения	1	3
125	и той	1	3
126	точку зрения	4	3
127	что эта	1	3
128	мысли в	1	3
129	только не	1	3
130	не могут	2	3
131	когда мы	3	3
132	что при	2	3
133	и это	1	3
134	но только	1	3
135	что все	2	3
136	роль в	2	3
137	каждого из	2	3
138	но мы	3	3
139	он не	1	3
140	в конечном	1	3
141	не можем	7	3
142	только на	1	3
143	а потому	1	3
144	в конце	3	3
145	и только	1	3
146	до сих	1	3
147	не было	1	3
148	сих пор	1	3
149	но это	1	3
150	жизни и	4	3
151	все что	1	3
152	в таком	2	3
153	того же	1	2
154	на самом	1	2
155	идет о	1	2
156	из всех	1	2
157	есть не	1	2
158	она в	1	2
159	как мы	2	2
160	этот метод	1	2
161	человека и	1	2
162	может дать	2	2
163	быть в	1	2
164	в область	1	2
165	но как	1	2
166	с совершенно	2	2
167	независимо от	1	2
168	увидим что	1	2
