N	3gram	Bakhtin_KF_1	Dialekti
1	с точки зрения	9	12
2	ни в каком	2	8
3	в том что	2	7
4	само по себе	1	5
5	то же время	2	4
6	той или другой	1	4
7	на то что	1	4
8	в то же	2	4
9	ровно ничего не	1	3
10	в этом смысле	3	3
11	может быть и	1	3
12	не значит что	1	3
13	и в этом	3	3
14	не может быть	11	3
15	той или иной	2	3
16	то что я	2	2
17	никогда не может	1	2
18	на самом деле	3	2
19	и в то	1	2
20	не было бы	3	2
21	но все это	1	2
22	самого по себе	1	2
23	несмотря на то	1	2
24	то или иное	2	2
25	мы живем и	1	2
26	значит ли это	1	2
27	во всяком случае	1	2
28	одна и та	1	2
29	ни в чем	4	2
30	по себе а	1	2
31	и ни в	2	2
32	ли это что	1	2
33	к тому что	1	2
34	и та же	1	2
35	а с точки	1	2
36	то все же	1	1
37	это уже не	1	1
38	мир в котором	7	1
39	в чем не	4	1
40	я не могу	1	1
41	в данный момент	3	1
42	чего не было	1	1
43	и в своей	2	1
44	его жизни в	1	1
45	дело в том	1	1
46	это-то и есть	1	1
47	не станет утверждать	1	1
48	то прежде всего	1	1
49	в нем нельзя	2	1
50	не есть для	1	1
51	только в том	1	1
52	зрения той или	1	1
53	нет и как	1	1
54	но это не	1	1
55	если бы не	1	1
56	и всех категорий	1	1
57	она может быть	1	1
58	и не в	1	1
59	это не имеет	1	1
60	конечно это не	1	1
61	и тем не	1	1
62	свой смысл и	1	1
63	ясно что это	1	1
64	там где есть	1	1
65	бы и не	2	1
66	можно сказать только	1	1
67	не потому что	1	1
68	но в то	1	1
69	все эти бесконечные	1	1
70	в себе момент	1	1
71	вовсе не есть	2	1
72	отношении к нему	1	1
73	ничего общего не	2	1
74	не зависит от	1	1
75	отношения к ним	1	1
76	отнюдь не вытекает	1	1
77	я могу быть	1	1
78	во всех этих	2	1
79	значило бы что	1	1
80	с ним и	1	1
81	не в том	1	1
82	в сознании в	1	1
83	это не значит	1	1
84	это значило бы	2	1
85	это и не	1	1
86	когда мы говорим	1	1
87	этот акт в	1	1
88	это не есть	3	1
89	бы не было	1	1
90	было бы совершенно	1	1
91	ничего не знаю	1	1
92	в котором мы	3	1
93	и не должен	1	1
94	в корне искажает	1	1
95	он не имеет	1	1
96	котором мы живем	1	1
97	все это суть	2	1
98	для нее и	1	1
99	не было ни	1	1
100	в этом его	2	1
101	и может быть	2	1
102	в то или	1	1
103	тем не менее	2	1
104	дело не в	1	1
105	для того чтобы	1	1
106	обе стороны в	1	1
107	а именно в	1	1
108	точки зрения той	1	1
109	не нужен в	1	1
110	совершенно не зависит	1	1
111	то же самое	1	1
112	не имеет смысла	1	1
113	не есть просто	1	1
