N	3gram	Voloshinov_1	Vvedenie
1	для того чтобы	1	20
2	в том что	2	12
3	не может быть	4	8
4	тем не менее	1	8
5	в самом деле	2	6
6	то же время	1	6
7	в то же	1	6
8	с другой стороны	2	5
9	что иное как	2	4
10	по отношению к	3	4
11	в этом отношении	1	4
12	можно было бы	1	4
13	в данном случае	2	4
14	само по себе	1	4
15	не что иное	2	4
16	с одной стороны	2	4
17	истории языка и	2	3
18	в собственном смысле	1	3
19	но в то	1	3
20	что в этом	1	2
21	в другом месте	1	2
22	состоит в том	1	2
23	в чем же	1	2
24	подобно тому как	1	2
25	то же самое	1	2
26	с точки зрения	5	2
27	может быть и	1	2
28	в значительной мере	1	2
29	в связи с	1	2
30	а также и	1	2
31	есть не что	2	2
32	но одно дело	1	1
33	тех пор пока	3	1
34	только потому что	1	1
35	прежде всего в	1	1
36	более или менее	1	1
37	на самом деле	1	1
38	в этот вопрос	1	1
39	и его учеников	1	1
40	то или иное	1	1
41	в отличие от	1	1
42	того же автора	1	1
43	не было бы	1	1
44	только то что	1	1
45	и т.д и	1	1
46	между тем мы	1	1
47	с этой точки	1	1
48	и должно составить	1	1
49	ту или иную	1	1
50	в зависимости от	2	1
51	одно и то	3	1
52	все то что	1	1
53	в достаточной мере	1	1
54	в особенности в	1	1
55	так же как	1	1
56	можно говорить о	1	1
57	один из наиболее	1	1
58	и то же	2	1
59	быть и речи	1	1
60	предисловии к этому	1	1
61	собственном смысле слова	1	1
62	здесь нет никакого	1	1
63	потому что они	1	1
64	этой точки зрения	1	1
65	всегда связана с	1	1
66	может быть не	1	1
67	до тех пор	4	1
68	таким образом мы	1	1
69	что в ней	1	1
70	та или иная	1	1
71	того или иного	2	1
72	и никогда не	1	1
73	с самого начала	2	1
74	нужно сказать что	1	1
75	с историей не	1	1
76	неизбежно включает в	1	1
77	же время в	1	1
78	к тому что	1	1
79	в предисловии к	1	1
80	и это особенно	1	1
81	уже из того	1	1
82	языка и истории	2	1
83	только с помощью	1	1
