N	3gram	Voloshinov_1	Tragedij
1	то же время	3	5
2	в то же	3	5
3	так и в	1	3
4	в отличие от	5	2
5	но в то	2	2
6	и как бы	1	2
7	между этими двумя	2	2
8	и в самом	1	2
9	но все же	3	2
10	в том что	3	2
11	в этом случае	3	1
12	а между тем	1	1
13	том что он	1	1
14	и не может	9	1
15	хотя бы и	1	1
16	в применении к	1	1
17	или как говорит	1	1
18	и потому как	1	1
19	принципиальный отказ от	1	1
20	выходящее за пределы	1	1
21	во всяком случае	2	1
22	в высшей степени	3	1
23	в конце концов	3	1
24	смысле этого слова	2	1
25	в чем же	2	1
26	но при этом	2	1
27	и должно быть	1	1
28	тем не менее	2	1
29	не могут быть	2	1
30	прежде всего необходимо	1	1
31	связаны между собой	1	1
32	по природе своей	1	1
33	на страницах романа	1	1
34	все же не	1	1
35	в связи с	7	1
36	вместо того чтобы	1	1
37	не может быть	13	1
38	как и все	2	1
39	отнюдь не является	3	1
40	это и есть	2	1
41	и он сам	1	1
42	с самого начала	4	1
43	не только не	1	1
44	в самом деле	9	1
45	к тому что	1	1
46	значение выходящее за	1	1
47	может быть в	1	1
