N	3gram	Voloshinov_1	DiskursI
1	в том что	2	13
2	по отношению к	3	9
3	с одной стороны	2	9
4	в отличие от	1	4
5	то же время	1	4
6	не может быть	4	3
7	и как бы	1	3
8	с другой стороны	2	3
9	в то же	1	3
10	том что в	1	2
11	подобно тому как	1	2
12	то же самое	1	2
13	в античной греции	1	2
14	в данном случае	2	2
15	состоит в том	1	2
16	более или менее	1	2
17	в науке о	1	2
18	в одном ряду	1	1
19	нет и не	1	1
20	и утверждаю что	1	1
21	в хх веке	1	1
22	прежде всего в	1	1
23	в нем только	1	1
24	на самом деле	1	1
25	на себя и	1	1
26	с точки зрения	5	1
27	но далеко не	1	1
28	и не может	1	1
29	тех случаях когда	1	1
30	только то что	1	1
31	ту или иную	1	1
32	одно и то	3	1
33	только потому что	1	1
34	в произведении как	1	1
35	в каждом индивидуальном	1	1
36	далеко не всегда	1	1
37	один из наиболее	1	1
38	общих для них	1	1
39	в связи с	1	1
40	а не как	1	1
41	в тех случаях	1	1
42	того или иного	2	1
43	в этом отношении	1	1
44	не только его	2	1
45	с самого начала	2	1
46	в конечном счете	1	1
47	и один из	1	1
48	несмотря на все	1	1
49	на то что	1	1
50	и то же	2	1
51	и т.п и	3	1
52	тех или иных	1	1
53	тем не менее	1	1
54	как и в	1	1
