N	3gram	Bakhtin_Fr_7	Analitik
1	о том что	1	6
2	в том что	3	6
3	в данном случае	1	5
4	по отношению к	2	4
5	и в этом	1	4
6	к тому же	1	4
7	в этом отношении	2	3
8	содержит в себе	1	3
9	как и в	2	3
10	в этом смысле	1	2
11	с точки зрения	3	2
12	в то же	9	2
13	можно было бы	2	2
14	том или ином	1	2
15	то есть в	4	2
16	тогда как в	1	2
17	в значительной степени	2	2
18	не только в	1	2
19	в том или	1	2
20	то же время	9	2
21	и тем самым	1	2
22	и в самом	1	2
23	не в состоянии	1	1
24	что иное как	1	1
25	более или менее	2	1
26	свидетельствует о том	1	1
27	но и в	1	1
28	в правой руке	1	1
29	на этот вопрос	1	1
30	что в конце	1	1
31	со всех сторон	1	1
32	в применении к	1	1
33	в этой плоскости	1	1
34	дело не с	1	1
35	из них в	1	1
36	и все его	1	1
37	не приходится однако	1	1
38	смерти то есть	1	1
39	здесь далеко не	1	1
40	до некоторой степени	1	1
41	это своего рода	1	1
42	в свою очередь	3	1
43	в связи с	1	1
44	прежде всего в	4	1
45	в свое время	2	1
46	хотя и несколько	1	1
47	божественной комедии и	1	1
48	и в словах	1	1
49	есть не что	1	1
50	слава богу не	1	1
51	именно к этому	1	1
52	но и для	1	1
53	не что иное	1	1
54	во второй половине	1	1
55	в силу своей	1	1
56	с жизнью и	1	1
57	в центре этой	1	1
58	то же самое	1	1
59	не только для	1	1
