N	3gram	Bakhtin_Pr_1	Mirosoze
1	не может быть	4	17
2	записок из подполья	2	5
3	не было бы	1	5
4	в творчестве достоевского	4	4
5	это и есть	1	4
6	и потому не	1	3
7	и в нем	1	3
8	по отношению к	8	2
9	уже не только	1	2
10	одно из самых	1	2
11	он не может	1	2
12	до сих пор	2	2
13	и не может	2	2
14	хотя бы и	2	2
15	достоевский прежде всего	1	2
16	в его романах	1	2
17	но он не	1	2
18	к нему все	1	2
19	у достоевского никогда	1	2
20	в своем творчестве	1	2
21	то время как	1	2
22	не только в	2	2
23	достоевского никогда не	1	2
24	в конце концов	5	2
25	как будто бы	1	2
26	не могут быть	1	2
27	это не значит	3	2
28	идеи у достоевского	1	2
29	а не только	1	2
30	в то время	1	2
31	ивана карамазова и	3	2
32	тем что он	1	2
33	для того чтобы	1	2
34	в высшей степени	1	2
35	он не только	1	2
36	в платоновском смысле	1	1
37	для него не	2	1
38	все в нем	1	1
39	потому что он	1	1
40	и есть то	1	1
41	достоевского и в	1	1
42	и потому она	1	1
43	не значит конечно	2	1
44	а вовсе не	1	1
45	значит конечно что	2	1
46	имеем в виду	1	1
47	в самом деле	2	1
48	самой жизни а	1	1
49	духа в этом	1	1
50	может быть назван	1	1
51	бы и самый	1	1
52	бы он ни	2	1
53	что в мире	1	1
54	они не могут	1	1
55	творчество достоевского в	2	1
56	в своей книге	1	1
57	в зависимости от	5	1
58	не может найти	1	1
59	ставрогина ивана карамазова	1	1
60	достоевского в его	3	1
61	он должен быть	1	1
62	в романах достоевского	5	1
63	сохранить за собой	1	1
64	и т п	3	1
65	но это не	2	1
66	он ни был	2	1
67	и у него	1	1
68	есть то что	1	1
69	нему как к	1	1
70	может быть и	1	1
71	его личности и	1	1
72	это прежде всего	1	1
73	слова а не	1	1
74	отношению к нему	1	1
75	и по отношению	1	1
76	по сравнению с	1	1
77	него как в	1	1
78	и менее всего	1	1
79	не в том	1	1
80	в самой жизни	1	1
81	его любовь к	1	1
82	достоевского не есть	1	1
83	у достоевского мы	1	1
84	романов достоевского не	1	1
85	человека в человеке	2	1
86	герой из подполья	1	1
87	друг к другу	1	1
88	во всяком случае	3	1
89	карамазова и др	1	1
90	но не только	1	1
91	как бы в	2	1
92	в отношении к	1	1
93	тем что в	1	1
94	или лучше сказать	1	1
95	между тем как	4	1
96	что они не	1	1
97	ставит нас перед	1	1
98	в себе и	1	1
99	достоевского не было	1	1
100	к нему как	1	1
101	внутренние противоречия и	1	1
102	выйти за пределы	1	1
103	но у достоевского	1	1
104	творчества достоевского как	1	1
105	смысле слова это	1	1
106	и никогда не	1	1
107	к нему и	2	1
108	что и в	1	1
109	жизни а не	1	1
110	да ведь это	2	1
111	нужно сказать что	1	1
112	но и он	1	1
113	мы имеем в	1	1
114	о том что	1	1
115	но не в	1	1
116	и есть та	1	1
117	у данте и	1	1
118	можно было бы	2	1
119	вводит достоевский в	1	1
120	место в творчестве	1	1
121	в себе в	1	1
122	является для достоевского	1	1
123	в том что	6	1
124	была для него	3	1
125	достоевского в этом	1	1
126	выходит за пределы	1	1
127	она не может	1	1
