N	3gram	Tiupa_Narr_2	Narrotol
1	в том что	8	8
2	с одной стороны	5	7
3	о том что	4	6
4	по отношению к	5	6
5	в отличие от	5	5
6	не может быть	2	5
7	все те же	2	4
8	в основе своей	1	4
9	читателя или слушателя	1	4
10	в данном случае	6	4
11	к тому же	4	4
12	той или иной	3	4
13	можно сказать что	3	4
14	в детстве и	1	3
15	состоит в том	4	3
16	надежда на будущее	1	3
17	в этом отношении	3	3
18	как будто он	1	3
19	тем не менее	4	3
20	матери и племянницы	1	3
21	и тем самым	2	3
22	детстве и в	1	3
23	то же время	3	3
24	в то же	3	3
25	коммуникативного события рассказывания	5	3
26	по всей вероятности	1	2
27	благополучно точно так	1	2
28	были тогда в	1	2
29	всеми кроме матери	1	2
30	низких потолков и	1	2
31	что иное как	1	2
32	не может не	1	2
33	в той или	1	2
34	и в будущем	1	2
35	мы имеем дело	2	2
36	не будет продолжаться	1	2
37	более или менее	1	2
38	было весело все	1	2
39	в том или	1	2
40	подобно тому как	2	2
41	и в юности	1	2
42	как коммуникативное событие	1	2
43	люди что были	1	2
44	с точки зрения	2	2
45	что это все	1	2
46	как будет по	1	2
47	они все те	1	2
48	в таком случае	1	2
49	а до каких	1	2
50	же будут каждый	1	2
51	можно было бы	1	2
52	казалось что это	1	2
53	точно так же	2	2
54	которая живет теперь	1	2
55	отношению к которому	1	2
56	которым можно было	1	2
57	тогда как в	2	2
58	будто он прямо	1	2
59	оказывается всего лишь	1	2
60	так же как	2	2
61	же люди что	1	2
62	не что иное	1	2
63	материнского начала жизни	1	2
64	приказал долго жить	1	2
65	как было в	1	2
66	не только в	6	2
67	и представляет собой	3	2
68	в повествуемом мире	1	2
69	на первый взгляд	1	2
70	это все те	1	2
71	в известном смысле	3	2
72	каких пор одному	1	2
73	о детях о	1	2
74	весело все благополучно	1	2
75	тогда в детстве	1	2
76	в связи с	1	2
77	каждый год а	1	2
78	те же люди	1	2
79	о приезде матери	1	2
80	юности что они	1	2
81	теперь как птица	1	2
82	при всей своей	2	2
83	нарративного дискурса в	1	2
84	этой точки зрения	1	2
85	пор одному богу	1	2
86	того или иного	3	2
87	не все верили	1	2
88	с точкой зрения	1	2
89	до каких пор	1	2
90	было в прошлом	1	2
91	в отвлечении от	1	2
92	то есть в	1	2
93	в рамках этой	1	2
94	в прошлом году	1	2
95	в конечном счете	3	2
96	году как будет	1	2
97	будет по всей	1	2
98	будут каждый год	1	2
99	что были тогда	1	2
100	по сути дела	1	2
101	жалких дешевых ставен	1	2
102	свободен теперь как	1	2
103	все благополучно точно	1	2
104	одному богу известно	1	2
105	эпизода к эпизоду	2	2
106	или даже вовсе	1	2
107	всей вероятности и	1	2
108	прошлом году как	1	2
109	в юности что	1	2
110	не сводится к	6	2
111	здесь и сейчас	1	2
112	детях о внуках	1	2
113	на том свете	2	2
114	матерью и племянницей	1	2
115	прямо родился монахом	1	2
116	он прямо родился	1	2
117	том или ином	1	2
118	здесь не в	1	2
119	от эпизода к	2	2
120	же как было	1	2
121	те же будут	1	2
122	так или иначе	1	2
123	на другой день	1	2
124	что они все	1	2
125	вероятности и в	1	2
126	год а до	1	2
127	всенощной в подлинное	1	1
128	с матерью и	1	1
129	термина поскольку лишена	1	1
130	когда было не	1	1
131	оказывается атрибутом детства	1	1
132	тени тянущееся вверх	1	1
133	кресты на могилах	1	1
134	есть весенними проснувшимися	1	1
135	фокализация картин жизни	1	1
136	архиереях и пережил	1	1
137	и черные тени	1	1
138	возвращения сообщение о	1	1
139	причастной вненаходимости бахтин	1	1
140	одном полюсе тьма	1	1
141	себя в другом	1	1
142	небе веселый красивый	1	1
143	по своей природе	2	1
144	ушло куда-то очень-очень	1	1
145	героя мыслимо именно	1	1
146	фон сюжетного события	1	1
147	своего дядю преосвященного	1	1
148	рассмотреть промежуточные микрособытия	1	1
149	и того же	1	1
150	и религиозным дискурсами	1	1
151	времени эта фаза	1	1
152	умирающего далее и	1	1
153	одной стороны дольняя	1	1
154	повествователем фактов крайне	1	1
155	а в вознесении	1	1
