N	2gram	Vinokur_St_3	KulturaY
1	т е	8	38
2	и т	8	33
3	в том	20	30
4	и в	25	24
5	потому что	5	23
6	том что	15	21
7	т п	6	18
8	что в	19	17
9	того чтобы	1	17
10	для того	2	16
11	было бы	7	15
12	и пр	13	15
13	в этом	24	14
14	т д	2	14
15	точки зрения	7	14
16	может быть	19	13
17	все же	4	12
18	таким образом	10	12
19	и не	10	12
20	в его	12	12
21	не в	6	11
22	только в	6	11
23	хотя бы	1	10
24	в самом	2	10
25	не только	12	10
26	у нас	4	10
27	вовсе не	2	10
28	самом деле	2	9
29	с точки	4	9
30	так как	3	9
31	если бы	4	9
32	о том	8	9
33	того что	5	9
34	прежде всего	10	9
35	то что	12	9
36	уже не	3	8
37	то обстоятельство	5	8
38	то же	5	8
39	том чтобы	2	8
40	обстоятельство что	5	8
41	в языке	8	8
42	тем что	19	8
43	как раз	3	8
44	а не	5	8
45	не может	7	7
46	не трудно	1	7
47	это не	7	7
48	в них	5	7
49	не менее	2	7
50	связи с	3	7
51	в области	6	7
52	так и	5	7
53	бы в	1	7
54	в качестве	4	7
55	с другой	5	7
56	с помощью	1	7
57	как бы	6	7
58	вместе с	2	7
59	мы имеем	5	6
60	на себе	2	6
61	в ней	4	6
62	однако не	1	6
63	в которой	4	6
64	все эти	3	6
65	в которых	2	6
66	тогда когда	2	6
67	не случайно	1	6
68	можно было	1	6
69	что он	19	6
70	в какой	3	6
71	но и	9	6
72	именно в	1	6
73	что же	1	6
74	все это	8	6
75	этого рода	3	6
76	другой стороны	5	6
77	что такое	7	6
78	например в	4	5
79	еще не	2	5
80	xix века	4	5
81	но не	2	5
82	не просто	2	5
83	что это	16	5
84	и с	4	5
85	но уже	1	5
86	рядом с	1	5
87	с тем	4	5
88	так сказать	2	5
89	по крайней	4	5
90	и его	3	5
91	не потому	2	5
92	к тому	2	5
93	в виду	2	5
94	с ним	1	5
95	и что	3	5
96	между тем	6	5
97	а потому	2	5
98	крайней мере	4	5
99	язык в	1	5
100	еще и	1	5
101	всяком случае	4	5
102	что не	2	5
103	в той	1	5
104	в результате	2	5
105	целый ряд	1	5
106	этом отношении	4	5
107	а в	6	5
108	речи и	1	5
109	во всяком	4	5
110	того же	2	4
111	переход от	1	4
112	что эти	4	4
113	е как	1	4
114	разумеется не	2	4
115	и на	6	4
116	с его	3	4
117	что они	2	4
118	в рамках	2	4
119	как в	6	4
120	в целом	4	4
121	из этих	6	4
122	на то	5	4
123	в нем	1	4
124	же касается	1	4
125	того или	1	4
126	в данном	1	4
127	и тогда	2	4
128	тем не	2	4
129	на язык	3	4
130	того как	1	4
131	в русском	2	4
132	в пределах	1	4
133	не на	2	4
134	в самой	1	4
135	внимание на	2	4
136	что и	1	4
137	языка это	2	4
138	должен быть	2	4
139	так что	11	4
140	есть в	2	4
141	из них	1	4
142	со стороны	3	4
143	до сих	2	4
144	там где	1	4
145	в частности	1	4
146	с этим	7	4
147	по существу	1	4
148	сих пор	2	4
149	один из	2	4
150	в этих	11	4
151	так же	1	4
152	и то	1	3
153	в первом	1	3
154	в котором	5	3
155	той же	2	3
156	в сущности	2	3
157	на себя	1	3
158	то это	1	3
159	и он	1	3
160	с большим	1	3
161	то мы	1	3
162	только тогда	2	3
163	в общем	4	3
164	очевидно что	1	3
165	в истории	1	3
166	в связи	3	3
167	в своем	1	3
168	когда он	1	3
169	его к	2	3
170	более или	1	3
171	в этой	14	3
172	и если	3	3
173	на его	4	3
174	через посредство	1	3
175	должна быть	1	3
176	на том	1	3
177	состоит в	4	3
178	что она	1	3
179	и может	2	3
180	а это	1	3
181	соответствии с	1	3
182	несмотря на	3	3
183	должно быть	1	3
184	нисколько не	1	3
185	или менее	1	3
186	в г	12	3
187	в их	3	3
188	и эти	1	3
189	даже в	1	3
190	тому что	3	3
191	а а	6	3
192	казалось бы	1	3
