N	4gram	Propp_Isto_3	Myshleni
1	в то время как	2	4
2	с этой точки зрения	1	4
3	заключается в том что	1	4
4	состоит в том что	2	3
5	в том что в	1	2
6	мы видим что в	1	1
7	мы до сих пор	1	1
8	показывает что в этом	1	1
9	отличаются друг от друга	1	1
10	это означало бы что	1	1
11	нас до сих пор	1	1
12	имеют ничего общего с	1	1
13	до сих пор рассматривали	1	1
14	у нас до сих	1	1
15	не что иное как	3	1
16	но в этом случае	1	1
17	но вместе с тем	1	1
18	частный случай более общего	1	1
19	мы уже говорили выше	1	1
20	таким образом мы видим	1	1
21	в этом случае мы	1	1
22	не имеют ничего общего	1	1
23	образом мы видим что	1	1
24	одной и той же	1	1
25	в тех случаях когда	1	1
26	есть не что иное	1	1
27	сказывается в том что	1	1
