N	3gram	Bakhtin_fo_1	Problemy
1	к себе самому	4	14
2	то же время	9	12
3	в то же	6	12
4	с самого начала	2	8
5	с самим собою	3	7
6	и т п	8	6
7	не может быть	3	6
8	с самим собой	2	6
9	по отношению к	3	5
10	и в то	5	5
11	себе самому и	1	5
12	во всяком случае	1	5
13	самому и к	1	4
14	с точки зрения	2	4
15	и прежде всего	2	4
16	на протяжении всего	1	4
17	в самом деле	1	3
18	он ни был	1	3
19	к герою и	1	3
20	но в то	1	3
21	в высшей степени	1	3
22	мы уже говорили	3	3
23	и для себя	2	3
24	и в самом	1	3
25	бы он ни	1	3
26	и к другому	1	3
27	смысле этого слова	1	2
28	вполне понятно что	4	2
29	в чем не	2	2
30	в той или	1	2
31	а вовсе не	1	2
32	протяжении всего романа	1	2
33	как раз и	2	2
34	в этом случае	1	2
35	но все это	1	2
36	вместе с тем	2	2
37	сама по себе	1	2
38	поэтому нет и	1	2
39	не входит в	1	2
40	в отличие от	2	2
41	друг на друга	2	2
42	что в нем	1	2
43	героя и его	1	2
44	все без исключения	1	2
45	и в этом	1	2
46	в его целом	2	2
47	о том что	1	2
48	самого героя и	1	2
49	ни в чем	2	2
50	так и в	1	2
51	никогда не бывает	1	2
52	той или иной	2	2
53	друг с другом	1	2
54	к тому же	2	2
55	одних и тех	2	1
56	в начале романа	2	1
57	или хотя бы	1	1
58	каков бы он	1	1
59	прежде всего в	1	1
60	том что все	1	1
61	понятно что в	2	1
62	потому что ты	1	1
63	и в особенности	2	1
64	здесь же мы	1	1
65	громадное значение в	1	1
66	а не о	1	1
67	в разных видах	1	1
68	в том же	1	1
69	в самом содержании	1	1
70	потому что не	1	1
71	же время он	1	1
72	нам еще придется	1	1
73	не было и	2	1
74	до сих пор	3	1
75	для себя и	1	1
76	что он должен	1	1
77	как мы сказали	1	1
78	и в других	4	1
79	женщины и т	1	1
80	в строгом смысле	2	1
81	на третий день	1	1
82	в этом отношении	3	1
83	возможно лишь в	1	1
84	и тех же	2	1
85	как мы уже	8	1
86	со всех сторон	1	1
87	как если бы	2	1
88	т п но	1	1
89	у него нет	1	1
90	форме сохраняется и	1	1
91	таким образом весь	1	1
92	иной характер и	1	1
93	в значительной степени	1	1
94	этим и определяется	1	1
95	и со всеми	1	1
96	мы уже указывали	4	1
97	в данном случае	1	1
98	в противоречии с	1	1
99	и все его	1	1
100	но она не	1	1
101	быть и речи	1	1
102	главным образом в	1	1
103	до конца не	1	1
104	и как бы	1	1
105	и ничего не	1	1
106	смысле и в	1	1
107	и то же	3	1
108	все более и	1	1
109	в этот момент	1	1
110	особенно в его	1	1
111	может быть и	2	1
112	я и другого	1	1
113	одно и то	3	1
114	в нем не	3	1
115	друг к другу	2	1
116	характер и не	1	1
117	можно прямо сказать	2	1
118	вовсе не являются	1	1
119	и в том	1	1
120	и во всяком	1	1
121	не исчерпали всех	1	1
122	с одной из	1	1
123	то новое что	1	1
124	между этими двумя	3	1
125	в нем нет	2	1
126	имел в виду	1	1
127	как и в	2	1
128	в свою очередь	1	1
129	и того же	5	1
130	мы должны коснуться	1	1
131	внутренние и внешние	1	1
132	но все эти	2	1
133	для других так	2	1
134	более и более	1	1
135	но в этом	1	1
136	но все же	2	1
137	самим собою в	1	1
138	или во всяком	1	1
139	одного и того	5	1
140	и в последующем	2	1
141	вовсе не является	1	1
142	или иной степени	1	1
143	для того чтобы	5	1
144	в них не	1	1
145	в том что	2	1
146	и до конца	2	1
147	и человек в	1	1
148	мы еще не	1	1
