N	3gram	Tiupa_Teor_1	Formalny
1	с точки зрения	3	14
2	не может быть	4	14
3	в то же	5	7
4	то же время	5	7
5	здесь и теперь	1	6
6	с другой стороны	5	5
7	подобно тому как	1	4
8	в данном случае	5	4
9	в связи с	1	4
10	бы то ни	1	4
11	то ни было	1	4
12	в большинстве случаев	1	4
13	для того чтобы	1	4
14	по отношению к	4	3
15	то же самое	1	3
16	все без исключения	1	3
17	в художественном произведении	1	3
18	с тем же	1	3
19	в том что	8	3
20	в этом смысле	2	2
21	то или иное	1	2
22	и в то	1	2
23	до известной степени	2	2
24	в отличие от	6	2
25	химическом соединении с	1	2
26	только то что	1	2
27	дело в том	1	2
28	в следующей главе	1	2
29	между которыми располагается	1	2
30	не только не	2	2
31	в химическом соединении	1	2
32	именно потому что	1	2
33	к тому что	2	2
34	тем не менее	3	2
35	дело не в	1	2
36	говорить об искусстве	1	1
37	и того же	3	1
38	так и не	4	1
39	а в его	1	1
40	иметь в виду	1	1
41	в виду что	1	1
42	бы ни был	1	1
43	ни к каким	1	1
44	имеем в виду	3	1
45	чего бы то	1	1
46	так и его	2	1
47	может быть определен	1	1
48	в одной из	1	1
49	виду что в	1	1
50	в том или	1	1
51	тот или иной	2	1
52	бы в точке	1	1
53	ни в коем	2	1
54	как система мотивов	1	1
55	не совпадает с	1	1
56	как это происходит	1	1
57	из того что	1	1
58	при этом не	1	1
59	в той мере	1	1
60	том или ином	1	1
61	в противном случае	1	1
62	со всех сторон	1	1
63	одной из своих	1	1
64	именно в этом	1	1
65	и в жизни	1	1
66	в коем случае	2	1
67	ту или иную	1	1
68	так или иначе	4	1
69	в значительной степени	1	1
70	только не могут	1	1
71	не была бы	1	1
72	так же как	1	1
73	и который в	1	1
74	с одной стороны	2	1
75	можно говорить о	1	1
76	слова так и	1	1
77	всех без исключения	3	1
78	и в этой	1	1
79	коем случае не	2	1
80	не утрачивает своей	1	1
81	так что она	1	1
82	как впрочем и	1	1
83	жизни между тем	1	1
84	иметь место в	1	1
85	мере в какой	1	1
86	все то что	1	1
87	однако герой не	1	1
88	того же типа	1	1
89	о том что	1	1
90	того или иного	3	1
91	не в качестве	1	1
92	между ними могут	1	1
93	это происходит в	1	1
94	той или иной	1	1
95	актера на сцене	1	1
96	можно сказать что	2	1
97	мы имеем в	3	1
98	одного и того	3	1
99	в этих случаях	1	1
100	не сводится к	4	1
101	в данном контексте	1	1
102	в том числе	2	1
103	тех или иных	3	1
104	в отношении к	1	1
105	сама по себе	1	1
106	той мере в	1	1
107	как и в	2	1
108	том числе и	1	1
