N	3gram	Potebnia_M_1	Mirosoze
1	не может быть	9	8
2	в нем есть	2	6
3	для того чтобы	2	4
4	что и в	3	4
5	что иное как	2	3
6	до сих пор	1	3
7	к тому что	2	3
8	так же как	1	3
9	от того что	1	3
10	и в этом	6	3
11	потому что она	1	3
12	не что иное	2	3
13	а не в	1	2
14	и той же	3	2
15	подобно тому как	3	2
16	может быть назван	1	2
17	но это не	1	2
18	и самого себя	1	2
19	о том что	1	2
20	одной и той	3	2
21	по отношению к	13	2
22	как и в	2	2
23	после того как	1	2
24	в том что	13	2
25	как и во	1	2
26	мы увидим что	3	2
27	а между тем	3	1
28	а следовательно и	1	1
29	не мог бы	1	1
30	не в себе	1	1
31	другу и не	1	1
32	потому что в	4	1
33	что она ведет	1	1
34	в нем самом	5	1
35	только тогда когда	4	1
36	а не из	1	1
37	с точки зрения	3	1
38	не могли быть	1	1
39	не достигает того	1	1
40	то он должен	1	1
41	сам по себе	1	1
42	друг на друга	1	1
43	но и в	4	1
44	между тем как	1	1
45	в этом отношении	1	1
46	на то что	1	1
47	как в жизни	1	1
48	что не все	1	1
49	не потому что	1	1
50	но в действительности	1	1
51	не есть еще	1	1
52	никогда не достигает	1	1
53	человеческого духа которая	1	1
54	смысле этого слова	1	1
55	и в этой	1	1
56	может быть названо	3	1
57	потому только что	1	1
58	но так как	1	1
59	в разных местах	1	1
60	между тем в	1	1
61	в человеке но	1	1
62	все к одному	1	1
63	если бы не	2	1
64	нельзя себе представить	2	1
65	сама по себе	3	1
66	на самом деле	1	1
67	точки зрения так	1	1
68	себя и других	1	1
69	она не может	1	1
70	том что все	1	1
