N	3gram	Losev_Dial_2	Myshleni
1	с точки зрения	8	18
2	в том что	6	15
3	с другой стороны	4	9
4	с одной стороны	1	8
5	с самого начала	2	8
6	заключается в том	1	6
7	о том что	4	6
8	вместе с тем	1	5
9	вопрос об отношении	1	5
10	по сравнению с	1	5
11	так же как	1	5
12	не может быть	3	5
13	в то время	3	5
14	же как и	1	4
15	до сих пор	2	4
16	то время как	3	4
17	в этом отношении	1	4
18	к выводу что	1	4
19	можно сказать что	3	4
20	друг с другом	1	4
21	то же самое	2	3
22	сам по себе	3	3
23	к тому что	1	3
24	во всяком случае	2	3
25	том что в	1	2
26	не в состоянии	2	2
27	время как в	1	2
28	и то же	4	2
29	есть прежде всего	1	2
30	том что он	1	2
31	в зависимости от	2	2
32	независимо от того	1	2
33	то же время	4	2
34	одно и то	4	2
35	и в частности	2	2
36	чтобы убедиться в	1	2
37	в данном случае	2	2
38	от того что	2	2
39	приводит к тому	1	2
40	все более и	1	2
41	я не могу	1	2
42	ни в какой	2	2
43	тем и другим	1	2
44	между тем и	1	2
45	более и более	1	2
46	в самом деле	3	2
47	речь идет о	1	2
48	в то же	3	2
49	только тогда когда	4	2
50	мы только что	1	2
51	но не на	1	1
52	потому что он	2	1
53	сказать что он	1	1
54	того что в	1	1
55	еще яснее это	1	1
56	с первого взгляда	2	1
57	большей или меньшей	1	1
58	на самом деле	1	1
59	в этом смысле	1	1
60	и нигде не	1	1
61	в этом пункте	1	1
62	во всех своих	1	1
63	должно быть по	1	1
64	и не может	1	1
65	так как они	1	1
66	и еще с	1	1
67	и в то	1	1
68	даже поставить вопрос	1	1
69	в некотором смысле	1	1
70	но и в	1	1
71	только то что	4	1
72	в себе и	1	1
73	что не только	1	1
74	с тем чтобы	1	1
75	всего то что	1	1
76	оказалось в результате	1	1
77	точно так же	1	1
78	не то же	1	1
79	и как бы	1	1
80	в одинаковой мере	1	1
81	по крайней мере	9	1
82	по направлению к	1	1
83	и то что	1	1
84	жизни и в	1	1
85	одной стороны и	1	1
86	ту или иную	1	1
87	мы говорим об	1	1
88	как раз в	1	1
89	бы и не	1	1
90	содержит в себе	3	1
91	но и это	1	1
92	не только в	2	1
93	и с точки	1	1
94	в конце концов	1	1
95	в сущности это	1	1
96	и не быть	1	1
97	в одно и	1	1
98	как мы это	2	1
99	это как мы	1	1
100	его значение в	1	1
101	и в этом	1	1
102	и при этом	1	1
103	или по крайней	2	1
104	того что она	1	1
105	существу с точки	1	1
106	в одной точке	1	1
107	но мы видим	1	1
108	содержащее в себе	1	1
109	о котором мы	1	1
110	есть не только	1	1
111	потому что они	2	1
112	и пр и	1	1
113	надо сказать что	1	1
114	перед нами как	1	1
115	и пр в	1	1
116	как и все	2	1
117	говорить о том	1	1
118	то что мы	1	1
119	образом связана с	1	1
120	это значит что	8	1
121	само по себе	2	1
122	всего того что	1	1
123	об этом мы	1	1
124	мы должны сказать	1	1
125	и вместе с	1	1
126	и эти два	1	1
127	сказать что эта	1	1
128	но все же	1	1
129	мы будем говорить	1	1
130	которые могут быть	1	1
131	о чем мы	1	1
132	как мы уже	1	1
133	когда мы говорим	1	1
134	в силу своей	2	1
135	и его отдельных	1	1
136	сама по себе	7	1
137	на то как	1	1
138	и т д	15	1
139	тем не менее	2	1
140	мы уже знаем	3	1
141	тоже могут быть	1	1
142	это одно и	1	1
143	в жизни и	1	1
144	она не может	1	1
145	во все стороны	1	1
146	той или иной	1	1
