1	и т д	11	21
2	в том что	2	17
3	о том что	2	11
4	и т п	2	9
5	можно было бы	1	8
6	до сих пор	3	7
7	во всяком случае	2	6
8	с другой стороны	2	6
9	не может быть	3	5
10	в самом деле	2	5
11	то же время	7	4
12	дело в том	1	4
13	так например в	1	4
14	так и в	2	4
15	того или иного	1	4
16	в то же	7	4
17	нужно сказать что	1	4
18	в применении к	1	3
19	не значит что	1	3
20	и в этом	1	3
21	том что в	1	3
22	то или иное	1	3
23	ничего общего с	1	3
24	по отношению к	3	3
25	это не значит	1	3
26	так же как	2	3
27	в том числе	1	2
28	как и в	1	2
29	том числе и	1	2
30	но в то	1	2
31	по крайней мере	2	2
32	а во второй	1	2
33	на точку зрения	1	2
34	в том смысле	1	2
35	к борису годунову	1	2
36	в то время	1	2
37	в первую очередь	1	2
38	и в том	1	2
39	это прежде всего	2	2
40	что в нем	1	2
41	т д и	1	2
42	но ведь в	1	1
43	как будто бы	1	1
44	сих пор еще	1	1
45	ни в чем	1	1
46	и это не	1	1
47	а с другой	1	1
48	в начале xix	1	1
49	хотя и с	1	1
50	того времени как	1	1
51	и не может	2	1
52	в его работе	1	1
53	содержит в себе	1	1
54	не должен быть	1	1
55	и никогда не	1	1
56	у нас не	1	1
57	я никогда не	1	1
58	но как бы	1	1
59	прежде всего его	1	1
60	это не просто	1	1
61	но это не	1	1
62	сами по себе	1	1
63	никогда не было	2	1
64	на этот вопрос	2	1
65	и в то	2	1
66	начале xix века	1	1
67	в целом ряде	1	1
68	целом ряде случаев	1	1
69	той же странице	1	1
70	в одном из	2	1
71	у пушкина этот	1	1
72	в одной из	2	1
73	сих пор таких	1	1
74	в другом месте	1	1
75	в г в	1	1
76	что у нас	1	1
77	в соответствии с	4	1
78	в которой он	1	1
79	а может быть	1	1
80	но тот же	1	1
81	в каждом из	1	1
82	точно так же	1	1
83	т д в	1	1
84	той или иной	1	1
85	если не считать	2	1
86	ли доказывать что	1	1
87	д и т	1	1
88	том что этот	1	1
89	великий писатель в	1	1
90	и что в	1	1
91	включает в свой	1	1
92	ошибках и не	1	1
93	как и всякая	1	1
94	мы говорим о	1	1
95	том смысле что	1	1
96	то все же	1	1
97	на той же	1	1
98	в наше время	2	1
99	в том же	2	1
100	другой стороны и	1	1
101	ответ на этот	1	1
102	о том как	1	1
103	только то что	1	1
104	же как и	1	1
105	так что они	1	1
106	об этом не	1	1
