1	в то же	5	9
2	то же время	5	9
3	для того чтобы	2	6
4	в том что	4	6
5	но в то	1	5
6	в этом отношении	13	5
7	в связи с	4	5
8	в том числе	2	4
9	так же как	1	4
10	и во всех	1	3
11	до сих пор	2	3
12	не только для	1	2
13	точки зрения на	1	2
14	то же самое	1	2
15	за его счет	1	2
16	также и в	2	2
17	в системе образов	1	2
18	в чем же	2	2
19	же как и	1	2
20	к тому же	1	2
21	том числе и	2	2
22	можно было бы	2	2
23	в то время	1	2
24	не может быть	8	2
25	в другом месте	2	2
26	мы видим что	1	2
27	и др в	3	2
28	можно сказать что	4	2
29	после всего сказанного	1	2
30	в данном случае	1	2
31	о том как	3	2
32	хотя бы в	3	2
33	то что в	1	1
34	одном и том	2	1
35	дошедших до нас	1	1
36	это вовсе не	1	1
37	все то что	1	1
38	после того как	1	1
39	во всех этих	2	1
40	в одном и	1	1
41	в ту же	1	1
42	в частности к	2	1
43	по этому поводу	7	1
44	может быть и	1	1
45	не подлежит сомнению	1	1
46	же время она	1	1
47	к этому и	1	1
48	он и не	1	1
49	быть и речи	1	1
50	но ни в	1	1
51	но вместе с	1	1
52	том как он	1	1
53	хотя и не	1	1
54	и в то	3	1
55	от того что	2	1
56	между собою и	1	1
57	в значительной мере	3	1
58	теми или иными	1	1
59	в той или	1	1
60	вместе с тем	3	1
61	ничего общего с	1	1
62	по отношению к	7	1
63	как это и	1	1
64	как составная часть	1	1
65	другом месте в	1	1
66	и речи о	1	1
67	есть в конечном	1	1
68	только тогда когда	1	1
69	что он не	1	1
70	той или иной	1	1
71	в самом деле	1	1
72	в свою очередь	1	1
73	сих пор не	1	1
74	в поэзии и	1	1
75	и связанный с	1	1
76	мы видели что	3	1
77	и том же	2	1
78	значительной мере и	1	1
79	о том что	3	1
80	в конечном счете	5	1
81	наконец и это	1	1
82	этом отношении очень	1	1
83	в нем свое	1	1
84	как и все	1	1
85	в пределах своей	4	1
