N	2gram	Voloshinov_1	Literetu
1	и не	10	22
2	и в	12	16
3	при этом	6	15
4	в этом	4	14
5	не только	4	14
6	но и	3	14
7	в том	6	12
8	может быть	14	12
9	а не	5	12
10	то что	5	12
11	в частности	1	11
12	я и	1	10
13	не в	4	10
14	то же	5	9
15	так и	4	9
16	в то	2	9
17	того что	3	9
18	в жизни	5	8
19	том что	5	8
20	не может	16	8
21	как бы	13	8
22	в своей	3	7
23	же время	1	7
24	только в	6	7
25	себя в	1	7
26	точки зрения	14	7
27	еще не	3	6
28	с его	2	6
29	в себе	3	6
30	в другом	1	6
31	о том	3	6
32	и его	13	6
33	в его	2	6
34	и т.п	1	6
35	с другой	4	6
36	к тому	1	6
37	как в	5	5
38	в целом	1	5
39	тому же	2	5
40	то есть	1	5
41	это не	2	5
42	как и	5	5
43	что я	1	5
44	в основе	1	5
45	этом отношении	1	5
46	в ее	1	5
47	в качестве	1	5
48	в поэзии	3	5
49	именно в	1	5
50	вместе с	2	5
51	особого рода	1	5
52	с жизнью	1	4
53	но не	2	4
54	по отношению	11	4
55	пути в	1	4
56	хотя и	1	4
57	входит в	1	4
58	должно быть	1	4
59	место в	2	4
60	никогда не	5	4
61	данном случае	2	4
62	с одной	2	4
63	одно из	1	4
64	в одном	1	4
65	как будто	1	4
66	до конца	2	4
67	одной стороны	2	4
68	в данном	2	4
69	и для	3	4
70	жизни в	1	4
71	отношению к	11	4
72	например в	1	3
73	самом деле	3	3
74	едва ли	2	3
75	с ее	1	3
76	но уже	1	3
77	отнюдь не	5	3
78	и наконец	3	3
79	и к	4	3
80	но в	5	3
81	то в	1	3
82	и тем	1	3
83	в слове	1	3
84	с точки	2	3
85	только для	1	3
86	произведения в	1	3
87	по своей	1	3
88	в области	1	3
89	поэта с	1	3
90	в словах	1	3
91	искусства и	2	3
92	прежде всего	8	3
93	между тем	3	3
94	все время	6	3
95	уже не	4	3
96	в самом	4	3
97	более того	2	3
98	о чем	1	3
99	как это	2	3
100	тому как	1	3
101	там где	2	3
102	это как	3	3
103	жизни и	4	3
104	как на	2	3
105	художественного произведения	7	2
106	как мы	1	2
107	не вполне	1	2
108	на себя	1	2
109	и на	4	2
110	бы то	3	2
111	во всех	1	2
112	отношение к	4	2
113	еще один	1	2
114	стороны и	2	2
115	все же	4	2
116	когда он	3	2
117	не знает	1	2
118	художественного события	4	2
119	им в	1	2
120	все они	2	2
121	в нем	6	2
122	не как	1	2
123	и вот	1	2
124	подобно тому	1	2
125	художественное творчество	1	2
126	то ни	3	2
127	и с	3	2
128	его в	4	2
129	было бы	1	2
130	далеко не	1	2
131	не всегда	1	2
132	несмотря на	1	2
133	и тогда	1	2
134	еще раз	2	2
135	со всей	1	2
136	художественного творчества	3	2
137	и ее	3	2
138	к предмету	5	2
139	и другого	1	2
140	ни было	4	2
141	по себе	3	2
142	автора и	2	2
143	между людьми	1	2
144	не менее	3	2
145	с которой	1	2
146	как о	1	2
147	того чтобы	1	2
148	другой стороны	2	2
149	а лишь	1	2
150	у нас	1	2
151	же самое	2	2
152	то она	1	2
153	если бы	9	2
154	слова из	1	2
155	можно сказать	5	2
156	что и	2	2
157	и только	1	2
158	в лице	1	2
