N	2gram	Trubetskoy_1	slovoVRo
1	и в	23	41
2	в нем	3	30
3	то есть	2	26
4	могут быть	1	19
5	во всех	10	17
6	не только	7	16
7	и не	8	16
8	точки зрения	13	16
9	но и	9	16
10	а не	1	15
11	то же	4	14
12	и на	6	14
13	в то	6	14
14	и его	1	14
15	может быть	16	14
16	не может	17	14
17	в сущности	2	13
18	в его	5	13
19	в этом	12	12
20	до конца	1	12
21	же время	2	12
22	как бы	10	12
23	так и	10	11
24	в узком	1	10
25	язык и	1	10
26	все эти	19	9
27	таким образом	31	9
28	или иной	1	9
29	как в	1	8
30	но в	4	8
31	на его	1	8
32	с точки	8	8
33	как мы	2	8
34	может не	3	8
35	прежде всего	3	8
36	отношение к	4	7
37	все же	13	7
38	в своей	1	7
39	не в	8	7
40	вовсе не	2	7
41	с ним	6	7
42	зрения на	1	7
43	и следовательно	1	7
44	они могут	2	7
45	все они	5	7
46	во всяком	2	7
47	того же	9	6
48	при этом	9	6
49	это не	3	6
50	в них	2	6
51	к своему	1	6
52	в отношении	1	6
53	только в	6	6
54	и даже	1	6
55	а в	3	6
56	в каждый	6	5
57	и к	5	5
58	в самом	8	5
59	он в	1	5
60	с другими	1	5
61	далеко не	5	5
62	всяком случае	2	5
63	все это	11	5
64	в основе	2	5
65	со своим	1	5
66	к нему	2	5
67	с другой	6	5
68	еще более	1	5
69	каждый данный	4	5
70	ту же	2	4
71	одним из	4	4
72	в ней	3	4
73	еще не	5	4
74	с его	1	4
75	данный момент	4	4
76	перед нами	1	4
77	и наконец	3	4
78	в которой	5	4
79	но именно	1	4
80	всех этих	4	4
81	в каждом	1	4
82	и с	5	4
83	лишь в	5	4
84	входит в	1	4
85	на почве	3	4
86	как и	9	4
87	в их	4	4
88	том же	4	4
89	в процессе	2	4
90	и для	6	4
91	с ее	2	4
92	ничего не	1	4
93	все его	2	4
94	один из	1	4
95	с одной	3	4
96	рядом с	1	4
97	одной стороны	2	4
98	и все	7	4
99	и потому	3	4
100	мы сказали	3	4
101	и от	5	4
102	кроме того	1	4
103	и часто	1	4
104	быть и	5	4
105	другой стороны	5	4
106	также и	2	3
107	в первом	1	3
108	в зависимости	1	3
109	единство и	1	3
110	зависимости от	1	3
111	данном случае	3	3
112	в своем	10	3
113	не требует	1	3
114	более или	7	3
115	из этих	8	3
116	является лишь	1	3
117	в себе	5	3
118	и сам	2	3
119	как оно	1	3
120	и может	3	3
121	его в	5	3
122	было бы	3	3
123	лишь на	1	3
124	он не	3	3
125	или менее	7	3
126	и ее	2	3
127	точку зрения	2	3
128	на всю	1	3
129	она не	2	3
130	следовательно и	1	3
131	никогда не	4	3
132	в разных	3	3
133	не могут	4	3
134	в других	1	3
135	к тому	8	3
136	точками зрения	1	3
137	образом в	3	3
138	о том	7	3
139	того что	6	3
140	в том	30	3
141	поэтому и	1	3
142	бы ни	1	3
143	в качестве	1	3
144	конечно не	3	3
145	и других	2	3
146	из них	5	3
147	для него	2	3
148	так как	7	3
149	друг друга	2	3
150	у него	5	3
151	именно в	5	3
152	в свою	2	3
153	не было	2	3
154	в истории	3	3
155	не были	1	3
156	как сказано	4	3
157	с этим	11	3
158	в данном	3	3
159	и следует	1	3
160	и там	1	3
161	есть как	1	3
162	по существу	6	3
163	с этой	3	3
164	в результате	9	3
165	в большей	1	3
166	хотя бы	4	3
167	с ними	2	3
168	из этого	6	3
169	а между	8	2
170	смысле слова	1	2
171	например в	1	2
172	на самом	7	2
173	то в	2	2
174	в котором	2	2
175	оно было	1	2
176	мы уже	4	2
177	той же	1	2
178	а как	1	2
179	мы не	1	2
180	же как	3	2
181	из своих	1	2
182	время как	1	2
183	мы и	2	2
184	свою очередь	2	2
185	и то	4	2
186	между собой	4	2
187	в широком	1	2
188	столь же	5	2
189	по своему	5	2
190	различия между	3	2
191	он может	1	2
192	но не	2	2
193	одного в	1	2
194	что они	2	2
195	сих пор	8	2
196	как к	5	2
197	хотя и	4	2
198	от этой	1	2
199	от этого	1	2
200	в целом	5	2
201	у каждого	1	2
202	нами в	1	2
203	другом случае	1	2
204	и те	2	2
205	не могла	1	2
206	широком смысле	2	2
207	одному из	1	2
208	перестает быть	1	2
209	том и	2	2
210	и по	3	2
211	на этом	2	2
212	всех своих	1	2
213	одному и	1	2
214	одно и	1	2
215	те же	2	2
216	на все	5	2
217	и единственным	1	2
218	том что	19	2
219	в эту	2	2
220	в этих	3	2
221	и той	1	2
222	друг другу	1	2
223	и эти	1	2
224	уже сказали	1	2
225	языка то	1	2
226	даже в	3	2
227	тому что	2	2
228	и проч	4	2
229	или вовсе	2	2
230	из него	2	2
231	этого общего	1	2
232	для нас	3	2
233	в сознании	6	2
234	у нас	3	2
235	мы все	2	2
236	всегда в	1	2
237	правда не	1	2
238	оно может	1	2
239	но по	3	2
240	то время	2	2
241	так в	1	2
242	роль в	1	2
243	на том	2	2
244	можно было	1	2
245	иногда в	1	2
246	не исчерпывается	1	2
247	из одного	2	2
248	и вообще	3	2
249	в другом	2	2
250	за пределами	1	2
251	исторического развития	2	2
252	и всякое	1	2
253	в лучшем	1	2
254	облик и	1	2
255	здесь не	1	2
256	мы видим	1	2
257	среди других	1	2
258	каждый момент	1	2
259	между тем	12	2
260	и тем	1	2
261	с которыми	2	2
262	так что	5	2
263	же и	1	2
264	связи с	4	2
265	уже не	1	2
266	и у	4	2
267	если мы	4	2
268	только на	1	2
269	в виде	4	2
270	себя от	1	2
271	для того	8	2
272	в другой	1	2
273	именно как	1	2
274	до сих	8	2
275	не есть	2	2
276	с другом	9	2
277	а с	4	2
278	на которые	1	2
279	а на	1	2
280	между этими	2	2
281	совершенно не	3	2
282	что все	5	2
283	в частности	2	2
284	эти слова	1	2
285	так же	8	2
286	речь в	1	2
287	друг с	9	2
288	должно быть	4	2
289	этом случае	4	2
290	лучшем случае	1	2
291	одна из	2	2
292	социальной группы	1	2
293	у них	6	2
294	потому что	9	2
295	ни было	2	2
296	обстоит дело	1	2
297	основе их	1	2
298	между ними	2	2
299	с ней	1	2
300	сказать что	1	2
301	языке а	1	2
302	и эта	1	2
303	к этому	5	2
304	как известно	3	1
305	которого в	2	1
306	тех же	2	1
307	науки о	1	1
308	между всеми	1	1
309	от самого	1	1
310	из самых	1	1
311	и до	3	1
312	из его	1	1
313	ведь и	1	1
314	конечно в	2	1
315	же культуры	1	1
316	входящих в	2	1
317	из всех	5	1
318	смотреть на	1	1
319	что между	1	1
320	случае за	1	1
321	господствующее в	1	1
322	образованного человека	1	1
323	и художественное	1	1
324	как из	1	1
325	идти с	1	1
326	почти исключительно	1	1
327	но даже	3	1
328	и со	1	1
329	начала в	1	1
330	произведение и	1	1
331	на их	1	1
332	бы то	2	1
333	без всякого	1	1
334	а следовательно	1	1
335	и главное	1	1
336	в в	4	1
337	но как	2	1
338	а только	1	1
339	силы и	1	1
340	в сторону	2	1
341	в общем	6	1
342	языке так	1	1
343	отличие от	3	1
344	друга и	1	1
345	проч все	1	1
346	которые не	3	1
347	каждое поколение	3	1
348	есть они	1	1
