N	3gram	Bakhtin_Fr_4	Narrotol
1	в том что	1	8
2	в данном случае	1	6
3	не только в	2	6
4	в отличие от	1	5
5	с одной стороны	2	5
6	о том что	2	4
7	к тому же	1	4
8	в соответствии с	1	3
9	в этом отношении	1	3
10	то же время	8	3
11	в конечном счете	1	3
12	можно сказать что	1	3
13	в то же	8	3
14	с точки зрения	2	2
15	на самом деле	1	2
16	подобно тому как	3	2
17	но и в	3	2
18	и не может	1	2
19	не может быть	1	2
20	так и по	1	2
21	таким образом что	1	1
22	и того же	1	1
23	одной стороны и	1	1
24	в чем не	1	1
25	точки зрения на	1	1
26	в итоге мы	1	1
27	более или менее	3	1
28	а как к	1	1
29	то же самое	1	1
30	что у нее	1	1
31	и в то	4	1
32	а также в	1	1
33	и все что	1	1
34	а с другой	1	1
35	как будто он	1	1
36	есть на самом	1	1
37	до сих пор	1	1
38	не истории а	1	1
39	как раз в	1	1
40	то время как	1	1
41	за собой и	1	1
42	он вовсе не	1	1
43	по своему характеру	1	1
44	на первый взгляд	1	1
45	и все его	1	1
46	а также и	1	1
47	содержащий в себе	1	1
48	по природе своей	1	1
49	в связи с	1	1
50	не нуждаясь в	1	1
51	на эту тему	1	1
52	в полной мере	1	1
53	данном случае в	1	1
54	и в других	2	1
55	ни в чем	1	1
56	и не столько	1	1
57	в то время	2	1
58	так и в	1	1
59	женщин и детей	2	1
60	то есть в	2	1
61	с того что	1	1
62	в этой системе	3	1
63	между жизнью и	1	1
64	одного и того	1	1
65	в большинстве случаев	5	1
66	жизнью и смертью	1	1
67	для того чтобы	3	1
68	тех кто не	1	1
69	в разговоре с	1	1
