N	2gram	Propp_Isto_1	EvropaiE
1	и в	28	37
2	в отношении	1	32
3	в пределах	4	25
4	что в	12	21
5	не только	12	18
6	в то	3	16
7	то же	12	15
8	хотя бы	4	15
9	в своем	5	14
10	но в	8	14
11	в качестве	5	14
12	но и	10	14
13	и не	9	14
14	в этом	8	12
15	в их	3	11
16	в области	2	11
17	в том	9	11
18	так и	9	10
19	отнюдь не	1	9
20	в себе	2	9
21	только в	11	9
22	прежде всего	10	9
23	все более	1	9
24	не может	15	9
25	так же	7	9
26	т е	10	9
27	в ее	2	8
28	было бы	7	8
29	в своей	1	8
30	к тому	6	8
31	между тем	2	8
32	с одной	4	8
33	одной стороны	4	8
34	также и	3	7
35	а также	1	7
36	того что	4	7
37	так как	6	7
38	с другой	6	7
39	как и	4	7
40	может быть	25	6
41	и на	4	6
42	во всех	2	6
43	стороны и	1	6
44	на то	4	6
45	том что	7	6
46	того чтобы	1	6
47	вслед за	6	6
48	вовсе не	2	6
49	для того	1	6
50	и даже	4	6
51	как бы	2	6
52	то что	9	6
53	же как	2	5
54	которую мы	1	5
55	столь же	2	5
56	но не	5	5
57	не в	9	5
58	и по	3	5
59	но если	2	5
60	этих областей	1	5
61	как мы	3	5
62	одной из	2	5
63	в виде	2	5
64	со стороны	2	5
65	от этого	2	5
66	в частности	2	5
67	и потому	2	5
68	как нам	1	5
69	то в	1	4
70	мы не	10	4
71	вопрос о	5	4
72	в полной	1	4
73	но даже	1	4
74	в некотором	2	4
75	в ней	7	4
76	независимо от	1	4
77	во многих	2	4
78	культурной жизни	1	4
79	то ни	2	4
80	того или	1	4
81	не служит	1	4
82	несмотря на	1	4
83	чем в	1	4
84	лежат в	1	4
85	из числа	1	4
86	даже в	4	4
87	и притом	1	4
88	америки и	1	4
89	к ней	1	4
90	бы то	2	4
91	по себе	3	4
92	именно в	3	4
93	ни было	2	4
94	само по	2	4
95	не на	2	4
96	как это	3	4
97	для нас	13	4
98	сказать что	5	4
99	или иного	1	4
100	в каком	1	4
101	из всех	2	3
102	на себя	1	3
103	и народов	1	3
104	и со	1	3
105	время в	1	3
106	как в	2	3
107	когда он	6	3
108	и к	1	3
109	себе не	1	3
110	представляет собой	4	3
111	мы можем	1	3
112	не дает	2	3
113	большинстве случаев	4	3
114	и мы	2	3
115	этом смысле	1	3
116	и тем	2	3
117	в них	1	3
118	с тем	4	3
119	мы видели	2	3
120	и некоторые	1	3
121	она в	1	3
122	в которых	1	3
123	можно ли	1	3
124	дело в	3	3
125	никогда не	14	3
126	потому что	4	3
127	с другом	3	3
128	всех случаях	2	3
129	можно было	5	3
130	о том	9	3
131	что и	6	3
132	и только	2	3
133	в стороне	3	3
134	этих народов	2	3
135	этот факт	1	3
136	не из	1	3
137	в данной	2	3
138	из них	3	3
139	в прошлом	1	3
140	к ним	4	3
141	тем что	3	3
142	этом отношении	1	3
143	говорит о	2	3
144	связано с	2	3
145	там где	4	3
146	друг с	4	3
147	известной степени	1	3
148	и для	4	3
149	и от	2	3
150	в результате	1	3
151	не более	2	3
152	обстоит дело	4	3
153	на своем	1	3
154	это так	4	3
155	ее в	5	3
156	во всяком	1	3
157	данной области	1	2
158	и то	1	2
159	что эти	1	2
160	ведь и	1	2
161	должна быть	5	2
162	и этот	1	2
163	есть не	1	2
164	что если	2	2
165	меньшей степени	1	2
166	на них	2	2
167	между собой	4	2
168	но как	1	2
169	точка зрения	2	2
170	в сторону	1	2
171	в истории	1	2
172	поскольку они	1	2
173	с этим	4	2
174	помнить что	1	2
175	хотя и	1	2
176	целый ряд	1	2
177	тому или	1	2
178	и как	2	2
179	что это	8	2
180	в этой	6	2
181	и если	2	2
182	с течением	1	2
