N	2gram	Propp_Isto_5	EvropaiC
1	таким образом	9	32
2	в том	6	31
3	и в	25	24
4	том что	8	20
5	все эти	8	19
6	не может	6	18
7	то что	7	17
8	может быть	17	15
9	все же	10	15
10	точки зрения	2	13
11	самом деле	2	12
12	в своем	1	12
13	до сих	2	12
14	в этом	10	12
15	сих пор	2	12
16	с этим	5	11
17	все это	4	11
18	во всех	2	10
19	по отношению	2	10
20	из себя	4	10
21	мы знаем	8	10
22	как бы	2	10
23	отношению к	2	10
24	все что	1	10
25	того же	2	9
26	на то	2	9
27	при этом	1	9
28	как и	7	9
29	с другом	2	9
30	друг с	2	9
31	что в	8	9
32	а и	1	8
33	в самом	1	8
34	с точки	1	8
35	знаем что	6	8
36	не в	6	8
37	идет речь	1	8
38	ясно что	5	8
39	если бы	2	8
40	у народа	1	8
41	так же	5	8
42	и все	3	8
43	на самом	1	7
44	в силу	1	7
45	о которых	2	7
46	не менее	4	7
47	по существу	2	7
48	того чтобы	3	7
49	к тому	1	7
50	для этого	1	7
51	о том	7	7
52	и что	8	7
53	что он	22	7
54	для того	3	7
55	но и	13	7
56	приобщение к	1	7
57	и не	11	7
58	из этого	1	7
59	должна быть	1	6
60	еще не	8	6
61	и на	8	6
62	что касается	1	6
63	в этой	3	6
64	в сознании	1	6
65	несмотря на	2	6
66	и при	2	6
67	с ним	4	6
68	что и	6	6
69	народов и	1	6
70	того что	2	6
71	только в	7	6
72	все они	1	6
73	так что	2	6
74	так как	11	6
75	мы можем	2	6
76	с другой	9	6
77	вместе с	22	6
78	в европе	3	6
79	у них	1	6
80	как на	1	6
81	между двумя	1	5
82	как к	1	5
83	и к	1	5
84	но в	1	5
85	в которой	4	5
86	что это	5	5
87	в целом	3	5
88	в себе	1	5
89	не только	13	5
90	и если	1	5
91	но все	5	5
92	что все	4	5
93	и с	3	5
94	его в	9	5
95	что с	1	5
96	в то	3	5
97	как будто	1	5
98	что при	3	5
99	в его	12	5
100	этих народов	2	5
101	потому что	7	5
102	у него	2	5
103	другой стороны	8	5
104	по своему	1	5
105	и для	2	5
106	и от	1	5
107	к этому	2	5
108	одним из	2	4
109	то же	4	4
110	мы уже	4	4
111	та же	1	4
112	совершенно так	1	4
113	из того	1	4
114	что его	3	4
115	отношение к	1	4
116	что как	1	4
117	он не	4	4
118	всех этих	1	4
119	мало того	1	4
120	из них	2	4
121	в их	1	4
122	оказывается что	2	4
123	выше мы	2	4
124	тем не	4	4
