N	2gram	Bakhtin_Fr_8	Psycholo
1	то что	3	44
2	и в	56	33
3	в этом	14	28
4	и что	1	25
5	как бы	11	25
6	потому что	6	24
7	для того	2	23
8	том что	8	22
9	того чтобы	4	22
10	может быть	3	22
11	что в	5	21
12	в том	13	21
13	о том	4	20
14	что он	2	20
15	что это	4	13
16	таким образом	17	13
17	то есть	24	13
18	так же	2	13
19	и не	9	13
20	все это	8	13
21	сказать что	3	13
22	самом деле	2	12
23	в самом	9	12
24	было бы	2	12
25	к тому	1	12
26	и все	6	12
27	так как	4	12
28	он не	5	11
29	что все	4	11
30	что она	2	10
31	если бы	2	10
32	в его	18	10
33	не может	2	10
34	то же	11	9
35	в этой	6	9
36	как раз	2	9
37	как будто	1	8
38	для этого	1	8
39	вместе с	2	8
40	в каком	2	8
41	показать что	1	7
42	в своем	3	7
43	не только	8	7
44	в нем	8	7
45	так что	3	7
46	и только	1	7
47	до конца	11	7
48	когда он	2	7
49	для нас	1	7
50	на самом	2	6
51	в сущности	8	6
52	в ней	4	6
53	что они	2	6
54	перед нами	3	6
55	все эти	15	6
56	в себе	4	6
57	и вот	1	6
58	во время	5	6
59	точки зрения	6	6
60	но он	3	6
61	что эта	1	6
62	тому что	1	6
63	в самой	1	6
64	же самое	1	6
65	это не	2	6
66	мы видим	6	6
67	у него	7	6
68	а не	2	6
69	как на	1	6
70	мы уже	10	5
71	мы не	2	5
72	и на	7	5
73	о смерти	1	5
74	все же	2	5
75	целый ряд	2	5
76	и как	2	5
77	как он	1	5
78	как и	5	5
79	самого начала	1	5
80	никогда не	5	5
81	что самое	1	5
82	и его	12	5
83	и это	1	5
84	с самого	1	5
85	и совершенно	2	5
86	казалось бы	3	5
87	с ним	2	5
88	заключается в	1	5
89	что для	3	5
90	вовсе не	6	5
91	мы можем	1	5
92	связь с	3	5
93	из этого	1	5
94	той же	6	4
95	в которой	4	4
96	с совершенно	1	4
97	говорит о	2	4
98	это было	1	4
99	с тем	2	4
100	слова и	3	4
101	смысл и	1	4
102	этот материал	1	4
103	в своей	2	4
104	с точки	2	4
105	одна из	4	4
106	а в	2	4
107	с другом	1	4
108	так например	2	4
109	как мы	7	4
110	и о	3	4
111	можно было	1	4
112	даны в	1	4
113	утверждает что	1	4
114	не просто	3	4
115	того что	1	4
116	только в	9	4
117	и так	1	4
118	себя в	1	4
119	и других	4	4
120	из них	2	4
121	никто не	1	4
122	по поводу	1	4
123	в частности	7	4
124	мы узнаем	1	4
125	друг с	1	4
126	с этой	2	4
127	жизни и	1	4
128	ее в	1	4
129	это в	2	4
130	к этому	2	4
131	речь идет	1	3
132	например в	4	3
133	идет о	1	3
134	и до	10	3
135	это совершенно	1	3
136	то это	1	3
137	и он	1	3
138	что его	1	3
139	слова как	1	3
140	но не	5	3
141	к которой	1	3
142	значение имеет	2	3
143	как в	1	3
144	вот как	2	3
145	ход действия	1	3
146	не можем	1	3
147	та же	1	3
148	какой бы	1	3
149	в основу	1	3
150	здесь мы	3	3
151	его в	2	3
152	должен был	1	3
153	ни в	2	3
154	этого слова	1	3
155	далеко не	2	3
