N	3gram	Vinokur_Ku_3	FransuaR
1	в то же	1	6
2	то же время	1	6
3	с точки зрения	16	5
4	не только в	3	5
5	но и в	1	4
6	до сих пор	8	4
7	не может быть	3	4
8	в известной мере	1	3
9	с одной стороны	4	3
10	в свое время	2	3
11	о том что	3	3
12	с другой стороны	3	3
13	в другом месте	1	2
14	сих пор еще	3	2
15	только то что	2	2
16	в собственном смысле	1	2
17	в своей статье	2	2
18	ничего не дает	2	2
19	и в то	1	2
20	во всяком случае	1	2
21	но все же	1	2
22	как мы видели	2	2
23	лишь в самом	1	1
24	точка зрения на	1	1
25	в силу того	1	1
26	еще раз подчеркнуть	1	1
27	но самое это	1	1
28	потому что в	2	1
29	ровно ничего не	1	1
30	прежде всего в	1	1
31	по отношению к	2	1
32	здесь же мы	1	1
33	также и в	1	1
34	так в особенности	1	1
35	тех случаях когда	1	1
36	в одной из	1	1
37	здесь не место	1	1
38	и не может	1	1
39	коем случае нельзя	1	1
40	ни в коем	1	1
41	при этом что	2	1
42	в первую очередь	3	1
43	и той же	1	1
44	свой смысл и	1	1
45	в коем случае	1	1
46	но характерно что	1	1
47	он есть и	1	1
48	в том чтобы	3	1
49	на французском языке	1	1
50	и тот же	2	1
51	в чем же	1	1
52	так и в	3	1
53	и в отношении	1	1
54	не только как	3	1
55	в строгом смысле	1	1
56	не могут быть	2	1
57	в связи со	1	1
58	я имею в	2	1
59	не может дать	1	1
60	в целом ряде	1	1
61	самом деле в	1	1
62	именно в том	1	1
63	один и тот	2	1
64	в особенности и	1	1
65	в тех случаях	1	1
66	того или иного	3	1
67	как и всякая	1	1
68	силу того что	1	1
69	имею в виду	2	1
70	вовсе не в	1	1
71	но также и	1	1
72	на точку зрения	2	1
73	в тех же	1	1
74	в этом случае	4	1
75	на самом деле	3	1
76	не только не	1	1
77	выходит за пределы	1	1
78	и прежде всего	1	1
79	мы имеем в	1	1
80	как мы видим	1	1
81	на французский язык	1	1
82	после того как	4	1
83	одной и той	1	1
84	для того чтобы	11	1
85	в том что	8	1
86	только тогда когда	4	1
