N	3gram	Potebnia_M_3	Hudozhes
1	о том что	1	9
2	и т п	2	8
3	то же время	5	8
4	по отношению к	5	8
5	в то же	5	8
6	в том что	16	6
7	в самом деле	1	4
8	к тому что	2	4
9	в этом отношении	2	3
10	и в самом	2	3
11	тем не менее	3	3
12	как и в	2	3
13	и т д	3	3
14	только потому что	2	2
15	только в том	3	2
16	что он не	3	2
17	до сих пор	3	2
18	то и другое	1	2
19	не только в	4	2
20	так или иначе	1	2
21	не в том	5	2
22	в этих словах	1	2
23	не может быть	3	2
24	самом деле в	1	2
25	и о том	1	2
26	на то что	1	2
27	на наш взгляд	1	2
28	а между тем	2	1
29	потому что он	3	1
30	в чем не	1	1
31	то что я	2	1
32	и там где	1	1
33	но и от	1	1
34	потому что оно	2	1
35	на самом деле	1	1
36	том что он	2	1
37	то же самое	1	1
38	одной стороны и	1	1
39	сих пор еще	1	1
40	потому что не	3	1
41	может быть только	3	1
42	а тем более	1	1
43	для себя и	1	1
44	и то и	1	1
45	в таком случае	2	1
46	и другому в	1	1
47	сами по себе	1	1
48	более или менее	3	1
49	что все эти	1	1
50	и та же	1	1
51	того и другого	1	1
52	видя в нем	1	1
53	заключает в себе	5	1
54	а не другое	1	1
55	в том случае	1	1
56	можно заметить что	1	1
57	и что в	1	1
58	в первом случае	2	1
59	в первый раз	1	1
60	только один из	1	1
61	сменяя друг друга	1	1
62	так и в	2	1
63	в том как	3	1
64	между тем в	1	1
65	не глядя на	1	1
66	он уже не	1	1
67	он не знает	1	1
68	одна и та	1	1
69	в свое время	1	1
70	а в том	5	1
71	в данном случае	1	1
72	как все это	1	1
73	для него теперь	1	1
74	по себе а	4	1
75	то что мы	2	1
76	в свою очередь	3	1
77	произведения не в	1	1
78	ничего общего с	1	1
79	не только не	2	1
80	т с не	1	1
81	и от другой	1	1
82	не было ни	1	1
83	за то что	1	1
84	друг от друга	1	1
85	мы не знаем	2	1
86	приходит в голову	1	1
87	в том смысле	3	1
88	них уже не	1	1
89	с одной стороны	3	1
90	друг с другом	1	1
91	не только от	1	1
92	легко представить себе	1	1
93	почти то же	2	1
94	что для него	1	1
95	на первый взгляд	1	1
96	могло бы быть	1	1
97	формы и содержания	1	1
