N	4gram	Bakhtin_Fr_8	Myslijsy
1	в то же время	10	3
2	и до сих пор	2	2
3	то же самое нужно	1	2
4	можно сказать что в	1	1
5	и вместе с тем	1	1
6	не в том что	1	1
7	конечно не в том	1	1
8	но если бы в	1	1
9	в то время когда	1	1
10	как бы ни был	1	1
11	дело в том что	2	1
12	судить о том что	1	1
13	лишь один из моментов	1	1
14	же самое нужно сказать	1	1
15	в том числе и	2	1
16	друг к другу и	1	1
17	к другу и к	1	1
18	заключается в том что	1	1
19	нужно сказать и о	1	1
20	самое нужно сказать и	1	1
21	в той же книге	3	1
22	мы можем судить о	1	1
