N	3gram	Tiupa_Lite_3	Marksizm
1	с точки зрения	3	13
2	не может быть	3	10
3	по отношению к	4	8
4	то же время	7	8
5	в то же	7	8
6	в связи с	1	7
7	для того чтобы	1	6
8	в том что	4	6
9	в самом деле	2	5
10	то же самое	2	5
11	на этой почве	1	5
12	в свою очередь	1	5
13	бы то ни	2	4
14	то ни было	2	4
15	в отношении к	1	4
16	на самом деле	1	4
17	той или иной	2	4
18	в той или	1	3
19	в отличие от	5	3
20	с одной стороны	4	3
21	о том что	4	3
22	высказывания и его	1	3
23	к тому что	1	3
24	одной стороны и	2	2
25	более или менее	1	2
26	но и в	2	2
27	в значительной степени	1	2
28	так сказать изнутри	1	2
29	на то что	2	2
30	к тому же	5	2
31	в другом месте	1	1
32	для него не	1	1
33	в сочетании с	1	1
34	что иное как	1	1
35	не только по	1	1
36	как и всякое	1	1
37	не говоря уже	4	1
38	в том числе	3	1
39	продукт социального взаимодействия	1	1
40	в соответствии с	3	1
41	того же самого	1	1
42	только по отношению	1	1
43	не как на	1	1
44	говоря уже о	3	1
45	в первую очередь	1	1
46	в этом отношении	5	1
47	том числе и	2	1
48	так или иначе	2	1
49	превращает его в	1	1
50	и в самый	1	1
51	и не имеет	1	1
52	не только в	2	1
53	тем не менее	1	1
54	этом и его	1	1
55	с другой стороны	2	1
56	и в том	1	1
57	при этом как	1	1
58	но возможен и	1	1
59	как бы не	1	1
60	в работе над	1	1
61	точки зрения говорящего	1	1
62	начало и конец	1	1
63	но отнюдь не	1	1
64	в конечном счете	1	1
65	не что иное	1	1
66	друг от друга	1	1
67	мыслится при этом	1	1
68	тем что он	2	1
69	быть не может	1	1
70	но не только	1	1
