N	3gram	Bakhtin_fo_2	Myslijsy
1	в том что	3	13
2	не может быть	1	9
3	только в том	1	6
4	и в этом	3	6
5	с другой стороны	1	5
6	но и в	3	4
7	в свою очередь	1	4
8	и т д	3	4
9	с точки зрения	8	3
10	а так как	1	3
11	с тем что	1	3
12	с одной стороны	1	3
13	то же время	4	3
14	и как бы	1	3
15	с самого начала	1	3
16	что и в	1	3
17	не только в	5	3
18	в то же	4	3
19	все более и	1	2
20	так что в	1	2
21	к тому что	1	2
22	для того чтобы	7	2
23	и того же	1	2
24	как бы ни	1	2
25	более и более	1	2
26	и т п	11	2
27	одного и того	1	2
28	друг от друга	2	2
29	как и в	1	2
30	каждая из этих	1	1
31	а следовательно и	2	1
32	и телесной жизни	1	1
33	но эти формы	1	1
34	то есть как	1	1
35	и для самого	1	1
36	в этом телесном	1	1
37	на самом деле	1	1
38	в себе самом	1	1
39	с тех пор	1	1
40	и не только	1	1
41	сами по себе	2	1
42	можно видеть в	1	1
43	друг другу то	1	1
44	не было бы	2	1
45	в этом отношении	2	1
46	то что в	1	1
47	до сих пор	2	1
48	вместе с этим	1	1
49	до того что	1	1
50	он не мог	1	1
51	с этой точки	1	1
52	нисколько не противоречит	1	1
53	между словом и	1	1
54	самой жизни и	1	1
55	себя и других	1	1
56	жизни но и	1	1
57	в связи с	7	1
58	но при этом	1	1
59	друг на друга	2	1
60	могут быть сведены	1	1
61	то что на	1	1
62	между тем как	1	1
63	именно в том	1	1
64	в то время	1	1
65	если же в	1	1
66	это значит что	2	1
67	ни для кого	1	1
68	о том что	1	1
69	в одном из	1	1
70	этой точки зрения	1	1
71	как и во	1	1
72	между ними нет	1	1
73	но все же	1	1
74	очень важную роль	1	1
75	человек чувствует себя	2	1
76	важную роль в	1	1
77	с нею в	1	1
78	как мы видели	1	1
79	и вопрос о	1	1
