N	3gram	Tiupa_Hudo_1	Literetu
1	в том что	6	11
2	так или иначе	2	8
3	состоит в том	1	5
4	в отличие от	1	5
5	то же время	8	5
6	в то же	8	5
7	на наш взгляд	2	5
8	в данном случае	1	4
9	не только в	2	4
10	в связи с	3	4
11	в конечном счете	2	4
12	прежде всего в	1	3
13	с этой точки	1	3
14	в русской литературе	3	3
15	не сводится к	1	3
16	этой точки зрения	1	3
17	что он один	1	2
18	факторов художественного впечатления	1	2
19	по отношению к	8	2
20	все та же	1	2
21	с точки зрения	3	2
22	только в том	2	2
23	дамы с собачкой	4	2
24	в этом отношении	3	2
25	не может игнорировать	1	2
26	ту или иную	2	2
27	для своего времени	2	2
28	с одной стороны	1	2
29	но при этом	1	2
30	между я и	1	2
31	позиция уединенного сознания	1	2
32	несет в себе	3	2
33	во всяком случае	1	2
34	о том что	9	2
35	тем не менее	3	2
36	друг для друга	3	2
37	и ему в	1	1
38	на том что	1	1
39	автора героя и	2	1
40	в чистом виде	1	1
41	то что я	1	1
42	только потому что	2	1
43	как уже говорилось	1	1
44	к себе самому	2	1
45	оказывается не столько	1	1
46	одной из работ	1	1
47	к чужому я	1	1
48	на самом деле	1	1
49	на то что	2	1
50	в ответ на	1	1
51	том что он	1	1
52	в одной из	1	1
53	художественного письма это	1	1
54	в первой главе	3	1
55	к тому чтобы	1	1
56	можно было бы	4	1
57	все той же	1	1
58	перед нами не	1	1
59	зрелого чеховского рассказа	1	1
60	с той же	1	1
61	в это время	1	1
62	человеческого я в	1	1
63	тогда как в	1	1
64	в этой связи	4	1
65	в значительной степени	2	1
66	но в то	3	1
67	если говорить о	2	1
68	мы узнаем о	1	1
69	в самом деле	4	1
70	сюда же следует	1	1
71	на первый взгляд	1	1
72	в себя и	1	1
73	а также и	1	1
74	в равной степени	1	1
75	и в этом	1	1
76	героя и читателя	3	1
77	для него в	1	1
78	в заключительной фразе	1	1
79	тут же прибавляет	1	1
80	как нам представляется	1	1
81	же время не	1	1
82	в творчестве чехова	3	1
83	не может быть	2	1
84	на вопрос что	1	1
85	xx века в	1	1
86	перед собой задачу	1	1
87	объясняется на наш	1	1
88	ничего общего с	1	1
89	только в качестве	1	1
90	в финале рассказа	3	1
91	в чеховской прозе	1	1
92	всего в том	1	1
93	или иную концепцию	1	1
94	себе самому и	1	1
95	в свою очередь	1	1
96	казалось бы но	1	1
97	до сих пор	2	1
98	с самого начала	1	1
99	никогда не бывает	1	1
100	не только на	1	1
101	при этом не	1	1
102	отношения между людьми	1	1
103	но и от	1	1
104	но все же	1	1
105	прежде всего это	1	1
106	в русской культуре	1	1
107	во второй половине	2	1
108	в художественном мире	1	1
109	это еще не	1	1
110	пока еще не	1	1
111	не только от	1	1
112	художественного мышления и	1	1
113	художественного впечатления бахтин	1	1
114	в равной мере	2	1
115	я и ты	2	1
