N	2gram	Bakhtin_Fr_7	Istorich
1	и в	41	26
2	так же	5	18
3	то что	8	16
4	не только	5	15
5	может быть	4	14
6	что в	9	14
7	между двумя	1	12
8	но и	9	12
9	связь с	1	12
10	так и	10	10
11	таким образом	19	10
12	и его	9	10
13	что он	3	10
14	при помощи	1	10
15	все же	1	9
16	его в	3	9
17	что и	5	9
18	так как	3	9
19	и не	7	9
20	то же	13	8
21	а в	5	8
22	мы имеем	2	7
23	в этом	15	7
24	он не	4	7
25	об этом	1	7
26	как и	14	7
27	в этих	2	7
28	во время	3	7
29	знаем что	1	7
30	их в	2	7
31	как в	5	7
32	в качестве	9	7
33	превращается в	1	7
34	героя в	1	7
35	и то	2	6
36	еще не	2	6
37	что они	1	6
38	как он	2	6
39	мы видели	5	6
40	таким же	3	6
41	в дальнейшем	1	6
42	к нему	5	6
43	мы видим	6	6
44	потому что	5	6
45	а не	2	6
46	не может	3	6
47	вместе с	5	6
48	это и	1	5
49	мы уже	12	5
50	но не	1	5
51	и как	2	5
52	но в	8	5
53	уже не	2	5
54	в силу	1	5
55	и по	3	5
56	с собой	1	5
57	но все	4	5
58	в другом	1	5
59	и с	4	5
60	это не	6	5
61	к которым	1	5
62	не в	9	5
63	ничего не	4	5
64	и у	5	5
65	как мы	11	5
66	на нем	1	5
67	и здесь	4	5
68	и что	1	5
69	в его	12	5
70	с ними	3	5
71	в одном	3	5
72	у него	6	5
73	тем что	3	5
74	имеется у	1	5
75	и др	2	5
76	из которых	2	5
77	к этому	5	5
78	в доме	2	4
79	в которых	2	4
80	тогда как	1	4
81	не просто	2	4
82	его на	1	4
83	он в	1	4
84	но он	4	4
85	не годится	1	4
86	в своей	3	4
87	но эта	1	4
88	даже в	1	4
89	того как	5	4
90	указывает на	1	4
91	здесь не	1	4
92	так в	1	4
93	о том	6	4
94	и даже	1	4
95	дает ему	2	4
96	прибавить что	1	4
97	вовсе не	7	4
98	такое же	1	4
99	а на	2	4
100	все что	4	4
101	в тех	1	4
102	в человеческом	3	4
103	например в	3	3
104	верхом на	1	3
105	что иное	1	3
106	в одной	2	3
107	перед нами	2	3
108	его к	3	3
109	все эти	13	3
110	связанные с	3	3
111	при этом	3	3
112	своему отцу	1	3
113	что у	3	3
114	с представлением	1	3
115	на земле	4	3
116	не мог	2	3
117	том что	4	3
118	от своего	1	3
119	и при	1	3
120	и животным	1	3
121	как это	1	3
122	то чего	1	3
123	не имеет	3	3
124	на котором	1	3
125	на него	1	3
126	во всем	1	3
127	связи с	1	3
128	к себе	1	3
129	есть только	1	3
130	она не	1	3
131	данном случае	1	3
132	в образе	4	3
133	иное как	1	3
134	а также	2	3
135	о природе	1	3
136	в другой	1	3
137	представления о	1	3
138	в том	11	3
139	мы увидим	1	3
140	только в	6	3
141	как нечто	2	3
142	переходит в	1	3
143	и других	2	3
144	связан с	2	3
145	животное и	1	3
146	не на	3	3
147	в свете	3	3
148	о чем	1	3
149	в данном	2	3
150	как бы	7	3
151	по существу	8	3
152	многих других	1	3
153	или в	2	3
154	но это	3	3
155	же в	2	3
156	между ними	1	3
157	на смену	1	3
158	своего отца	1	3
159	является и	3	3
160	не что	1	3
161	и другие	3	3
162	начинается с	2	2
163	мы здесь	2	2
164	он может	3	2
165	в средние	4	2
166	и есть	3	2
167	должна быть	1	2
168	по его	1	2
169	а как	1	2
170	эта форма	1	2
171	ему в	1	2
172	за это	1	2
173	то мы	1	2
174	при жизни	1	2
175	тех же	1	2
176	к ним	1	2
177	отношение к	2	2
178	иногда и	1	2
179	в этой	13	2
180	в истории	1	2
181	с этим	2	2
182	вот как	1	2
183	в своем	9	2
184	хотя и	4	2
185	говорит что	2	2
186	царство и	1	2
187	увидим что	1	2
188	это чисто	1	2
189	что это	4	2
190	в главе	3	2
191	еще один	1	2
192	в себе	11	2
193	другом случае	1	2
194	имеем в	2	2
195	в нем	7	2
196	же это	1	2
197	содержит в	1	2
198	его от	1	2
199	на этом	5	2
200	так например	1	2
201	в одну	4	2
202	связанных с	3	2
203	с целью	1	2
204	было бы	4	2
205	известно что	1	2
206	в свой	1	2
207	из них	3	2
208	и тем	1	2
209	этого не	1	2
210	с тем	1	2
211	которой он	2	2
212	земли и	3	2
213	и их	3	2
214	также есть	1	2
215	знает и	1	2
216	что я	1	2
217	превращения в	2	2
218	все это	10	2
219	и наоборот	1	2
220	по себе	1	2
221	что есть	2	2
222	дело не	2	2
223	здесь на	2	2
224	не по	1	2
225	представлением о	1	2
226	так много	3	2
227	одна из	4	2
228	показывает как	1	2
229	по своей	1	2
230	что на	1	2
231	в области	2	2
232	у нас	1	2
233	не могут	1	2
234	во все	2	2
235	не есть	2	2
236	и этим	1	2
237	на том	2	2
238	никогда не	2	2
239	связь в	1	2
240	иногда в	3	2
241	под землю	1	2
242	нам необходимо	1	2
243	том как	2	2
244	и на	4	2
245	древнейшая форма	1	2
246	другими словами	2	2
247	после того	4	2
248	три раза	2	2
249	от них	1	2
250	и во	2	2
251	этот момент	1	2
252	в форме	3	2
253	видим что	1	2
254	того что	2	2
255	на которой	2	2
256	содержится в	2	2
257	играет роль	1	2
258	себя в	1	2
259	так что	1	2
260	уже в	5	2
261	и они	1	2
262	в виде	1	2
263	есть в	6	2
264	его и	1	2
265	ни в	6	2
266	представлений о	2	2
267	не говорит	1	2
268	в других	1	2
269	даже и	1	2
270	земле в	1	2
271	в особенности	2	2
272	возможно что	1	2
273	но есть	3	2
274	иногда это	1	2
275	говорит о	1	2
276	на этот	1	2
277	его как	2	2
278	то здесь	1	2
279	с помощью	6	2
280	в частности	1	2
281	он уже	1	2
282	он говорит	1	2
283	и вот	2	2
284	такого рода	1	2
285	и там	1	2
286	в отдельности	2	2
287	с этой	1	2
288	есть и	3	2
289	между прочим	1	2
290	же самое	1	2
291	это уже	1	2
292	в связи	2	2
293	от него	1	2
294	и все	14	2
295	в лице	2	2
296	на языке	1	2
297	и целый	1	2
298	в страну	1	2
299	этот вопрос	1	2
300	сказать что	1	2
301	средние века	4	2
302	но этот	3	2
303	животных с	1	2
304	говорили о	1	1
305	вряд ли	1	1
306	почти не	1	1
307	и всем	2	1
308	к другому	1	1
309	все те	2	1
310	был и	1	1
311	часть его	1	1
312	той же	3	1
313	есть не	2	1
314	мы не	2	1
315	что между	2	1
316	и наш	2	1
317	не была	1	1
318	он как	1	1
319	есть нечто	1	1
320	так чтобы	1	1
321	время как	1	1
322	но она	1	1
323	принадлежит к	1	1
324	они были	1	1
325	но даже	1	1
326	не совсем	2	1
327	и сыном	1	1
328	в ней	5	1
329	это существо	1	1
330	и самого	2	1
331	не забыты	1	1
332	он был	3	1
333	на них	3	1
334	он сам	1	1
335	что по	1	1
336	в воду	1	1
337	образом связан	1	1
338	в различных	1	1
339	в чем	2	1
340	это своего	1	1
341	стороны она	1	1
342	во всех	3	1
343	только после	1	1
344	его так	1	1
345	землю и	1	1
346	и указывает	1	1
347	к которой	1	1
348	по группам	1	1
349	здесь также	1	1
350	а он	1	1
351	себе и	1	1
352	тебе и	1	1
353	души умерших	1	1
354	общего с	1	1
355	что именно	1	1
356	как образ	1	1
357	было то	1	1
358	как к	1	1
359	однако не	1	1
360	смерть от	1	1
361	целый ряд	4	1
362	и наконец	4	1
363	и к	5	1
364	мир и	1	1
365	имеет в	1	1
366	часть этого	1	1
367	образом становится	1	1
368	та же	4	1
369	земля и	1	1
370	короля в	1	1
371	думать что	1	1
372	переходит на	1	1
373	этого было	1	1
374	им в	1	1
375	нами в	1	1
376	но его	1	1
377	говорят о	1	1
378	и те	3	1
379	ее как	1	1
380	под землей	1	1
381	не могла	1	1
382	но на	1	1
383	с изображением	1	1
384	с новым	1	1
385	жизнью и	1	1
386	на свой	1	1
387	к миру	1	1
388	силой и	1	1
389	уже видели	2	1
390	том свете	1	1
391	они ведут	1	1
392	не как	1	1
393	том чтобы	1	1
394	мир как	1	1
395	во главе	1	1
396	и связанные	1	1
397	и подготовляет	1	1
398	никому не	2	1
399	в германских	1	1
400	выражение его	1	1
401	в нее	3	1
402	одно и	2	1
403	о движении	1	1
404	где нет	1	1
405	и может	2	1
406	за то	3	1
407	в совершенно	1	1
408	и второй	1	1
409	на все	1	1
410	на этой	4	1
411	или наконец	1	1
412	и подымается	1	1
413	и которые	1	1
414	с неба	1	1
415	может стать	2	1
416	и огня	1	1
417	он есть	1	1
418	форму и	1	1
419	северной америки	1	1
420	смерть и	1	1
421	по всему	1	1
422	но уже	1	1
423	в них	7	1
424	со своими	1	1
425	и уже	1	1
426	у древних	1	1
427	с такой	1	1
428	как целое	1	1
429	бога и	1	1
430	такой же	3	1
431	берет только	1	1
432	и становится	1	1
433	еще одно	1	1
434	или вообще	1	1
435	точки зрения	5	1
436	и смерть	1	1
437	в котором	1	1
438	и убивает	1	1
439	он дает	4	1
440	должны были	1	1
441	момент в	4	1
442	иного характера	1	1
443	дается в	1	1
444	образы эти	1	1
445	не будем	1	1
446	образом и	2	1
447	их очень	1	1
448	изобилие и	1	1
449	что было	1	1
450	именно к	1	1
451	не должно	3	1
452	сам он	3	1
453	ее так	1	1
454	здесь ничего	1	1
455	но связь	1	1
456	в то	10	1
457	я надену	2	1
458	нашей эры	1	1
459	бы думать	1	1
460	найти в	1	1
461	преимущественно в	1	1
462	много что	1	1
463	явление в	2	1
464	более что	1	1
465	он хочет	6	1
466	ее с	1	1
467	есть такой	1	1
468	это слово	1	1
469	со своим	1	1
470	мы бы	1	1
471	они ясны	1	1
