N	2gram	Vygotskiy__5	Marksizm
1	точки зрения	18	34
2	может быть	9	26
3	и не	12	26
4	не может	18	24
5	с точки	9	20
6	и в	16	19
7	и его	3	19
8	таким образом	19	17
9	в этом	25	16
10	как бы	5	15
11	в процессе	13	14
12	языка в	1	14
13	как мы	10	13
14	языка и	6	13
15	прежде всего	3	13
16	как и	8	12
17	если мы	7	11
18	так и	7	11
19	связи с	3	11
20	и для	1	11
21	самом деле	3	10
22	в нем	7	10
23	в слове	1	10
24	и т.п	1	10
25	в самом	4	10
26	внутренней речи	7	9
27	лишь в	1	9
28	внутренняя речь	7	9
29	только в	10	9
30	для него	5	9
31	в результате	4	9
32	бы то	1	8
33	все же	3	8
34	не только	16	8
35	при этом	4	8
36	о языке	1	8
37	до сих	3	8
38	но и	6	8
39	сих пор	3	8
40	то что	26	8
41	во всех	2	7
42	в ее	1	7
43	точка зрения	8	7
44	но в	6	7
45	все эти	4	7
46	и те	1	7
47	то же	8	7
48	в каждом	1	7
49	а не	10	7
50	в связи	1	7
51	так же	15	7
52	в направлении	1	7
53	кроме того	1	6
54	так сказать	1	6
55	мы не	3	6
56	и того	3	6
57	ничего не	5	6
58	в пределах	4	6
59	и здесь	2	6
60	в его	11	6
61	в том	18	6
62	является не	2	6
63	с помощью	10	6
64	в основном	1	6
65	в смысле	3	6
66	другой стороны	2	6
67	того же	7	6
68	связи между	1	5
69	гуманитарных наук	1	5
70	отличие от	2	5
71	входит в	1	5
72	может стать	1	5
73	рядом с	1	5
74	одного и	3	5
75	в отличие	2	5
76	не в	6	5
77	того чтобы	17	5
78	ничего общего	3	5
79	направлении к	1	5
80	те же	2	5
81	языковых форм	2	5
82	совершается в	2	5
83	и все	1	5
84	этот вопрос	6	5
85	опираться на	1	5
86	ясно что	1	5
87	одни и	1	5
88	в начале	1	5
89	в конце	1	5
90	вовсе не	2	5
91	с другой	4	5
92	за пределы	4	5
93	именно в	4	5
94	до конца	3	5
95	мы знаем	3	5
96	и потому	2	5
97	хотя бы	5	5
98	к этому	3	5
99	во всяком	2	5
100	переход от	7	4
101	оно может	1	4
102	вопрос о	12	4
103	и на	6	4
104	как в	5	4
105	и тот	3	4
106	к одному	2	4
107	здесь мы	1	4
108	было бы	10	4
109	не столько	1	4
110	мысли и	5	4
111	не менее	3	4
112	по себе	7	4
113	в отношении	9	4
114	самого начала	5	4
115	не является	5	4
116	в ней	2	4
117	с самого	5	4
118	для второго	1	4
119	язык в	1	4
120	еще не	4	4
121	только на	2	4
122	от того	3	4
123	для того	14	4
124	и между	2	4
125	как же	1	4
126	с этим	3	4
127	в данном	1	4
128	что же	1	4
129	форм и	2	4
130	тот же	5	4
131	а в	3	4
132	отношении к	1	4
133	между ними	1	4
134	сказать что	13	4
135	что в	16	4
136	на самом	1	3
137	он может	3	3
