N	3gram	Vygotskiy__4	Russkaja
1	друг с другом	4	14
2	то же время	1	10
3	в то же	1	10
4	с точки зрения	4	9
5	в том что	12	7
6	на самом деле	5	6
7	во всяком случае	3	6
8	для того чтобы	19	6
9	до сих пор	3	5
10	на то что	6	4
11	бы то ни	1	4
12	к тому чтобы	3	4
13	не может быть	1	4
14	вместе с тем	2	3
15	можно было бы	4	3
16	и не может	1	3
17	в конце концов	3	3
18	точно так же	3	2
19	в том и	1	2
20	что он не	4	2
21	о том чтобы	1	2
22	в противоречие с	1	2
23	тот факт что	1	2
24	и вместе с	1	2
25	о том что	10	2
26	ни одна из	1	2
27	с другом и	2	2
28	к тому что	5	2
29	сама по себе	3	2
30	она не может	1	2
31	уже знаем что	2	1
32	речи быть не	1	1
33	или хотя бы	1	1
34	точки зрения житейской	1	1
35	прежде всего на	1	1
36	дело в том	1	1
37	все это вдруг	1	1
38	в свою очередь	1	1
39	так же и	1	1
40	по отношению к	1	1
41	это то же	1	1
42	в самом деле	7	1
43	и в некоторых	1	1
44	то же самое	6	1
45	мы уже знаем	2	1
46	чтобы сделать эти	1	1
47	было бы показать	1	1
48	с ним в	2	1
49	только то что	1	1
50	никак не могла	1	1
51	совершенно ясно что	3	1
52	за то что	3	1
53	свидетельствуют о том	1	1
54	на этот вопрос	1	1
55	что все это	1	1
56	если бы такой	1	1
57	но по существу	1	1
58	только для того	1	1
59	и в частности	2	1
60	и в своем	1	1
61	при таком взгляде	1	1
62	сводится к тому	2	1
63	бы показать что	1	1
64	и что в	3	1
65	то что оно	1	1
66	никогда не был	1	1
67	в том чтобы	3	1
68	то ни было	1	1
69	и с точки	1	1
70	смысле этого слова	3	1
71	с совершенной ясностью	1	1
72	с необычайной ясностью	1	1
73	из нее все	1	1
74	и в этом	3	1
75	во всех этих	2	1
76	что ни одна	1	1
77	друг к другу	1	1
78	так же как	3	1
79	потому что они	1	1
80	потому что и	1	1
81	и таким образом	1	1
82	заключается в том	3	1
83	говорить о том	3	1
84	это и есть	3	1
85	смотреть как на	1	1
86	когда речь идет	1	1
87	так как это	3	1
88	с самого начала	5	1
89	речь идет о	2	1
90	несмотря на все	1	1
91	совершенно очевидно что	1	1
92	быть не может	1	1
93	в согласии с	1	1
94	но совершенно очевидно	1	1
95	на первый взгляд	1	1
96	к тому же	2	1
97	что оно является	1	1
98	том что для	1	1
