N	3gram	Tiupa_Anal_3	Psycholo
1	для того чтобы	1	19
2	в том что	7	12
3	о том что	5	10
4	в самом деле	1	7
5	на самом деле	1	5
6	и может быть	1	4
7	с точки зрения	2	4
8	что он не	1	4
9	как раз в	1	4
10	том что он	2	3
11	в том чтобы	1	3
12	не для того	1	3
13	во всяком случае	2	3
14	заключается в том	1	3
15	до сих пор	1	3
16	с одной стороны	2	3
17	сама по себе	2	3
18	сам по себе	1	2
19	все это было	1	2
20	с другой стороны	5	2
21	и той же	2	2
22	нет никакой возможности	1	2
23	таким образом в	1	2
24	не только не	3	2
25	с целым рядом	1	2
26	речь идет о	1	2
27	до тех пор	1	2
28	было бы сказать	1	2
29	одной и той	2	2
30	в сущности говоря	1	2
31	к тому же	3	2
32	и в сущности	1	1
33	мы будем иметь	1	1
34	том что при	1	1
35	раз в том	1	1
36	что иное как	1	1
37	иметь дело с	2	1
38	совершенно очевидно что	2	1
39	быть определена как	1	1
40	по отношению к	7	1
41	подобно тому как	2	1
42	в своем составе	1	1
43	минуту до этого	1	1
44	в таком случае	1	1
45	свой жизненный путь	1	1
46	то же время	3	1
47	все той же	1	1
48	на этот вопрос	1	1
49	и здесь мы	1	1
50	что могло бы	1	1
51	со всех сторон	1	1
52	мы не станем	1	1
53	к этому что	1	1
54	в противоречие с	1	1
55	в гораздо более	1	1
56	тот факт что	1	1
57	и в этой	1	1
58	а с другой	1	1
59	в свою очередь	4	1
60	прибавим к этому	1	1
61	так что она	1	1
62	дело в том	2	1
63	мы знаем о	1	1
64	может быть определена	1	1
65	которые конечно будут	1	1
66	как бы в	1	1
67	при этом как	2	1
68	мысль о том	1	1
69	не может быть	1	1
70	не что иное	1	1
71	как нельзя лучше	1	1
72	то есть в	1	1
73	не только в	1	1
74	у шекспира и	1	1
75	в конечном счете	2	1
76	с этой стороны	1	1
77	можно сказать что	2	1
78	идет о том	1	1
79	они как бы	1	1
80	мы обратимся к	1	1
81	в этом смысле	1	1
82	в то же	3	1
83	даже в пределах	1	1
84	будем иметь дело	1	1
85	за минуту до	1	1
86	что и в	1	1
87	так или иначе	1	1
88	в глубине души	1	1
