N	3gram	Propp_Isto_6	FransuaR
1	до сих пор	4	8
2	мы уже говорили	1	7
3	в том что	5	6
4	как и в	2	4
5	в другом месте	1	3
6	в том числе	1	3
7	таким образом и	2	3
8	мы видели что	3	3
9	более или менее	1	2
10	и в особенности	1	2
11	том числе и	1	2
12	и др в	1	2
13	как мы видели	2	2
14	в данном случае	3	2
15	с одной стороны	7	2
16	они не имели	1	2
17	в то время	3	2
18	о том что	4	2
19	можно сказать что	1	2
20	с другой стороны	8	2
21	для того чтобы	1	2
22	не может быть	3	2
23	том что она	1	1
24	мы видим в	1	1
25	еще далеко не	1	1
26	мы видели и	1	1
27	а также и	1	1
28	по отношению к	2	1
29	и по-видимому не	1	1
30	как один из	1	1
31	подобно тому как	1	1
32	в некоторых случаях	2	1
33	одной стороны и	1	1
34	вместе с тем	3	1
35	но и в	2	1
36	что все эти	1	1
37	но и эта	1	1
38	и то что	1	1
39	и некоторые другие	1	1
40	что между этими	1	1
41	о том как	3	1
42	не потому что	1	1
43	сих пор мы	2	1
44	в книге о	1	1
45	но мы уже	2	1
46	эта связь с	2	1
47	так и в	1	1
48	но при этом	1	1
49	обстоит дело с	1	1
50	и вместе с	1	1
51	а с другой	1	1
52	все же не	1	1
53	свои функции и	1	1
54	как бы в	1	1
55	в свое время	1	1
56	только то что	2	1
57	в частности в	1	1
58	не потому ли	1	1
59	между этими двумя	1	1
60	у него в	1	1
61	таким образом в	1	1
62	казалось бы что	1	1
63	в точности соответствует	1	1
64	он был бы	1	1
65	мы не будем	2	1
66	дитерих в своей	1	1
67	речь идет о	1	1
68	в главе о	1	1
69	не было ни	1	1
70	тесно связан с	1	1
71	как мы видим	1	1
72	после того как	2	1
73	не имели в	1	1
74	можно было бы	2	1
75	друг с другом	1	1
