N	3gram	Tiupa_Hudo_2	FransuaR
1	то же время	4	10
2	в то же	4	10
3	до сих пор	2	8
4	в том что	11	6
5	и в то	2	5
6	как и в	3	4
7	в настоящее время	1	3
8	в том числе	1	3
9	с точки зрения	2	2
10	что одна из	1	2
11	бы то ни	1	2
12	том числе и	1	2
13	в данном случае	2	2
14	с одной стороны	3	2
15	дело в том	1	2
16	в то время	1	2
17	и т.п в	1	2
18	о том что	7	2
19	не только не	2	2
20	можно сказать что	1	2
21	с другой стороны	1	2
22	для того чтобы	3	2
23	не может быть	3	2
24	том что она	2	1
25	это уже не	1	1
26	в частности и	1	1
27	зрения на мир	1	1
28	что хорошо бы	1	1
29	а также и	1	1
30	по отношению к	7	1
31	мы узнаем что	1	1
32	в самом деле	3	1
33	подобно тому как	4	1
34	и у всех	1	1
35	том что хорошо	1	1
36	а в той	1	1
37	и к миру	1	1
38	жизни и смерти	1	1
39	в этом отношении	1	1
40	можно так выразиться	2	1
41	в приложении к	1	1
42	всю ночь не	2	1
43	и то что	1	1
44	и в других	1	1
45	о том как	2	1
46	что это за	1	1
47	в самом начале	1	1
48	он вовсе не	1	1
49	сих пор мы	1	1
50	и еще раз	1	1
51	состоит в том	2	1
52	в самом центре	1	1
53	но при этом	3	1
54	и в этом	2	1
55	и при этом	1	1
56	а с другой	1	1
57	как и сама	1	1
58	ключ ко всей	1	1
59	тем что все	1	1
60	все же не	1	1
61	если можно так	2	1
62	как бы в	1	1
63	потому что это	1	1
64	о любви в	1	1
65	у него в	1	1
66	с самого начала	1	1
67	и в самом	1	1
68	заключается в том	1	1
69	не было ни	1	1
70	после того как	1	1
71	можно было бы	2	1
72	в этом контексте	1	1
73	стремились показать что	1	1
74	к тому же	2	1
75	как мы знаем	1	1
76	то же самое	2	1
77	мы стремились показать	1	1
78	той или иной	1	1
