N	2gram	Voloshinov_1	Myshleni
1	точки зрения	1	18
2	не может	4	18
3	не только	1	16
4	и в	3	16
5	и не	1	12
6	в его	1	11
7	а не	1	10
8	с точки	1	9
9	может быть	1	9
10	то же	1	8
11	если бы	1	8
12	и на	1	6
13	в школе	1	6
14	но и	1	6
15	к тому	1	6
16	тому что	1	5
17	в то	1	5
18	для него	1	5
19	речь и	1	4
20	мы видим	1	4
21	бы в	1	4
22	в системе	1	4
23	если в	2	3
24	он в	1	3
25	не менее	1	3
26	связи с	1	3
27	на примере	1	3
28	при анализе	1	2
29	в ней	1	2
30	в центре	2	2
31	во второй	1	2
32	на нее	1	2
33	и тому	1	2
34	и больше	1	1
35	событий и	1	1
36	исследования во	1	1
37	и социальной	1	1
38	в каждом	1	1
39	несмотря на	1	1
40	с теми	1	1
41	вопрос что	1	1
42	может не	1	1
43	в анализе	1	1
44	один из	2	1
45	лежащие в	1	1
46	почти с	1	1
47	поставить в	1	1
48	влияния на	1	1
49	исходя из	1	1
50	ничего кроме	1	1
51	анализа и	1	1
52	и все	1	1
53	еще большим	1	1
