N	3gram	Tiupa_Anal_1	Tvorches
1	то же время	6	7
2	в то же	8	7
3	в соответствии с	1	4
4	ю м лотман	1	4
5	по отношению к	5	3
6	до сих пор	1	3
7	не может быть	16	3
8	ю м лотмана	1	3
9	но прежде всего	1	2
10	в самом деле	2	2
11	и не может	4	2
12	в таком случае	3	2
13	в отличие от	6	2
14	по крайней мере	1	2
15	именно в этом	2	2
16	на наш взгляд	6	2
17	в том же	1	2
18	том же году	1	2
19	все же не	1	2
20	во всяком случае	1	2
21	с другой стороны	2	2
22	и т п	3	2
23	о том что	3	2
24	в том что	9	2
25	и сам автор	1	1
26	нет и не	2	1
27	автора и не	1	1
28	как уже говорилось	1	1
29	я никогда не	1	1
30	не только сцены	1	1
31	в том числе	3	1
32	о том как	1	1
33	по возвращении в	1	1
34	на точку зрения	1	1
35	сами по себе	2	1
36	лишь одна из	1	1
37	то или иное	1	1
38	в этой связи	1	1
39	но в таком	1	1
40	как будто бы	1	1
41	отвечает на вопрос	1	1
42	сознания не только	1	1
43	но в то	2	1
44	не сводится к	2	1
45	не должен быть	2	1
46	романа в целом	2	1
47	в xx веке	1	1
48	таком случае это	1	1
49	в известном смысле	1	1
50	и должно быть	1	1
51	не могут быть	2	1
52	а с другой	1	1
53	так и не	1	1
54	в свою очередь	1	1
55	той или иной	6	1
56	в связи с	1	1
57	к тому же	4	1
58	того или иного	3	1
59	а тем самым	1	1
60	но отнюдь не	1	1
61	в конечном счете	4	1
62	том числе и	1	1
63	или во всяком	1	1
64	будто бы не	1	1
65	то есть его	1	1
66	не о том	2	1
67	даже если он	1	1
68	как и в	1	1
69	в глубине души	1	1
70	не так как	1	1
