N	3gram	Bakhtin_Pr_3	FransuaR
1	то же время	5	9
2	в то же	5	9
3	прежде всего в	1	4
4	в том числе	11	4
5	в средние века	10	4
6	то есть в	2	4
7	после того как	1	4
8	в конце концов	1	4
9	как мы видим	1	3
10	с точки зрения	2	3
11	но в то	1	3
12	это одна из	1	3
13	мы уже говорили	2	3
14	все то что	2	3
15	так и в	2	3
16	в том что	3	3
17	по отношению к	1	2
18	более или менее	3	2
19	хвалы и брани	1	2
20	и в каждой	1	2
21	в этом отношении	1	2
22	в большинстве случаев	4	2
23	том числе и	10	2
24	можно было бы	1	2
25	как и в	3	2
26	таким образом и	1	2
27	здесь на земле	1	2
28	хвалу и брань	1	2
29	в загробное царство	1	2
30	верх и низ	1	2
31	в его целом	1	2
32	и все они	1	2
33	в более или	1	2
34	явления и вещи	1	1
35	по своей природе	1	1
36	о бессмертии души	1	1
37	и может быть	1	1
38	то что было	1	1
39	что иное как	1	1
40	до наших дней	3	1
41	не отвлеченная мысль	1	1
42	moccoli римского карнавала	1	1
43	но в нем	1	1
44	чтобы они не	1	1
45	в эпоху возрождения	5	1
46	с производительной силой	1	1
47	как и его	1	1
48	мир к человеку	1	1
49	на олимпийских играх	1	1
50	то же самое	1	1
51	здесь есть и	1	1
52	и в более	1	1
53	мы уже знаем	1	1
54	и т.д все	1	1
55	и в стиле	1	1
56	нужно заметить что	1	1
57	со всеми ее	1	1
58	о которой мы	1	1
59	мы находим в	1	1
60	из них в	2	1
61	в сущности все	1	1
62	уже знаем что	1	1
63	это своего рода	2	1
64	почти во всех	2	1
65	в той же	1	1
66	является одним из	1	1
67	но и в	1	1
68	у рабле для	1	1
69	на самом же	1	1
70	загробное царство и	1	1
71	рабле для этой	1	1
72	словом и тем	1	1
73	к человеку и	1	1
74	или путешествие в	1	1
75	верхом и низом	1	1
76	в известной мере	2	1
77	в сущности почти	1	1
78	и здесь как	1	1
79	не подлежит сомнению	1	1
80	носит и образ	1	1
81	за что и	1	1
82	в ряде других	1	1
83	во всех празднествах	1	1
84	путешествие в загробное	1	1
85	средние века и	2	1
86	в применении к	1	1
87	здесь как и	1	1
88	не что иное	1	1
89	как мы сказали	1	1
90	в высшие сферы	1	1
91	включают в себя	1	1
92	но именно этот	1	1
93	мы еще вернемся	3	1
94	и так называемый	1	1
95	и все его	1	1
96	к этому образу	1	1
97	рождение и смерть	1	1
98	есть в этом	1	1
99	к самому предмету	1	1
100	а также и	3	1
101	со всеми его	1	1
102	о том что	2	1
103	то есть через	1	1
104	кроме может быть	1	1
105	элементы в этой	1	1
106	в связи с	1	1
107	земли и тела	1	1
108	в связи со	1	1
109	но только в	1	1
110	одним из самых	1	1
111	и особый характер	1	1
112	дошедшие до нас	1	1
113	хотя и в	1	1
114	и до наших	2	1
115	потому что это	2	1
116	существенное влияние на	1	1
117	менипп или путешествие	1	1
118	есть не что	1	1
119	вместе с ним	1	1
120	во всяком случае	1	1
121	распространение в средние	1	1
122	были связаны с	1	1
123	как и все	1	1
124	пространство и время	1	1
125	все эти явления	1	1
126	со смертью и	1	1
127	эпохи возрождения и	1	1
128	и тем самым	1	1
129	как и во	1	1
130	с самого начала	3	1
131	как мы уже	3	1
132	нужно сказать что	2	1
133	отдельных образов и	2	1
134	особо нужно отметить	1	1
135	именно потому что	1	1
136	и прежде всего	5	1
137	самом же деле	1	1
138	и по своим	1	1
139	обычны и в	1	1
140	мировой литературе но	1	1
141	друг от друга	1	1
142	на земле в	1	1
143	в этом смысле	1	1
144	и у лукиана	2	1
145	еще вернемся в	1	1
146	мы видим что	1	1
147	в каждой детали	1	1
148	она дает им	1	1
149	в этом определении	1	1
150	карнавального типа но	1	1
151	землею то есть	1	1
152	один из самых	1	1
153	и т.п мы	1	1
154	было существенно амбивалентным	1	1
155	все эти вариации	1	1
