N	3gram	Losev_Vlad_2	Psycholo
1	в том что	9	9
2	не может быть	1	8
3	на то что	2	8
4	и т д	1	8
5	в самом деле	1	7
6	в том чтобы	2	7
7	о том что	3	7
8	во всяком случае	6	6
9	заключается в том	2	6
10	то время как	1	5
11	в то время	6	5
12	не в том	3	5
13	само по себе	2	5
14	для того чтобы	1	5
15	только тогда когда	1	4
16	что в этом	1	3
17	в какой мере	1	3
18	до сих пор	1	3
19	в отличие от	3	3
20	в собственном смысле	1	3
21	точно так же	3	3
22	сказать что в	2	3
23	в конце концов	3	3
24	хотя и не	2	2
25	то что я	1	2
26	заключается не в	1	2
27	более или менее	3	2
28	в настоящее время	2	2
29	в этом смысле	1	2
30	никак не может	1	2
31	с точки зрения	3	2
32	не было бы	1	2
33	в этом отношении	1	2
34	вместе с тем	1	2
35	в последнее время	2	2
36	та же самая	1	2
37	собственном смысле слова	1	2
38	по себе не	1	2
39	а в том	2	2
40	по этому поводу	1	2
41	тем не менее	6	2
42	он не только	1	2
43	и в конце	1	1
44	не может не	1	1
45	можно себе представить	1	1
46	тех пор пока	1	1
47	казалось бы что	1	1
48	только и может	2	1
49	в которой он	1	1
50	в те времена	3	1
51	потому что в	1	1
52	оно может быть	1	1
53	дело в том	3	1
54	но то что	1	1
55	в том как	1	1
56	в том числе	1	1
57	во многих случаях	1	1
58	том что он	2	1
59	в том же	2	1
60	он не может	1	1
61	чтобы иметь возможность	1	1
62	а также в	1	1
63	а может быть	1	1
64	то что в	1	1
65	т п с	1	1
66	но вот что	1	1
67	только при помощи	1	1
68	при этом она	1	1
69	и в области	1	1
70	не то что	2	1
71	и тем не	1	1
72	и то что	5	1
73	он никогда не	2	1
74	в это время	4	1
75	к трем основным	1	1
76	как бы его	2	1
77	мы его не	1	1
78	того что он	1	1
79	до конца и	1	1
80	не только в	2	1
81	такой степени что	1	1
82	вот что писал	1	1
83	так как это	2	1
84	все больше и	1	1
85	на этот раз	3	1
86	приходит к выводу	1	1
87	в связи с	8	1
88	то что он	3	1
89	остановиться на таком	1	1
90	не может сделать	1	1
91	то что по	1	1
92	но вместе с	1	1
93	как мы знаем	4	1
94	и во всяком	1	1
95	только то что	1	1
96	у него в	3	1
97	до тех пор	1	1
98	может быть в	1	1
99	имел в виду	1	1
100	что в этой	1	1
101	в свою очередь	2	1
102	никакой разницы между	1	1
103	мы очень часто	1	1
104	к выводу что	1	1
105	с самого начала	1	1
106	что иное как	1	1
107	несмотря на все	2	1
108	можно сказать что	1	1
109	на основании анализа	1	1
110	так же и	1	1
111	и в частности	1	1
112	больше и больше	1	1
113	не что иное	1	1
114	и в том	1	1
115	но мы его	1	1
116	есть для меня	1	1
117	к тому же	1	1
