N	2gram	Vygotskiy__1	Problema
1	то что	32	42
2	вовсе не	6	35
3	то есть	26	33
4	и в	31	32
5	и не	16	31
6	не есть	3	29
7	в этом	12	19
8	не менее	2	19
9	тем не	2	18
10	не только	13	17
11	потому что	10	16
12	в себе	4	15
13	по себе	9	15
14	а не	13	15
15	но в	3	14
16	у нас	4	14
17	указывает на	4	14
18	может быть	22	14
19	как бы	5	14
20	что мы	8	13
21	в нем	2	13
22	и тем	2	13
23	при помощи	20	13
24	как раз	2	13
25	сказать что	7	13
26	том что	16	12
27	что в	23	12
28	так и	3	12
29	и т	26	11
30	есть нечто	2	11
31	так как	18	11
32	о том	7	11
33	и даже	6	11
34	если мы	12	11
35	то же	5	10
36	отнюдь не	6	10
37	в этой	3	10
38	т д	8	10
39	об этом	1	10
40	ничего не	2	10
41	прежде всего	4	10
42	еще не	1	9
43	но не	3	9
44	того чтобы	7	9
45	же самое	2	9
46	и это	3	9
47	и что	8	9
48	но и	2	9
49	по своему	1	9
50	это есть	5	9
51	что же	2	9
52	в том	30	9
53	так же	12	9
54	в таком	3	9
55	и о	4	8
56	и ее	1	8
57	и на	1	8
58	на то	10	8
59	для того	6	8
60	было бы	6	8
61	в своей	3	8
62	когда мы	3	8
63	есть только	2	8
64	как нечто	1	8
65	не может	17	8
66	но это	3	8
67	смысле слова	3	7
68	во всех	1	7
69	ни в	9	7
70	в них	2	7
71	между собою	1	7
72	как мы	2	7
73	никогда не	8	7
74	того что	10	7
75	что он	7	7
76	только в	14	7
77	все это	8	7
78	и все	5	7
79	во всяком	8	7
80	таком случае	2	6
81	есть обязательно	1	6
82	и то	2	6
83	самом деле	9	6
84	на самом	2	6
85	и есть	5	6
86	есть не	2	6
87	но как	2	6
88	за пределы	1	6
89	и как	2	6
90	в самом	11	6
91	и если	4	6
92	при этом	19	6
93	его в	2	6
94	это не	1	6
95	что такое	2	6
96	в то	5	6
97	таким образом	20	6
98	в виду	4	6
99	и здесь	2	6
100	в его	6	6
101	этом смысле	2	6
102	так что	5	6
103	то и	2	6
104	в конце	3	6
105	о чем	2	6
106	как это	4	6
107	не существует	2	6
108	хотя и	3	6
109	совершенно не	5	6
110	ни его	1	5
111	а только	2	5
112	она есть	1	5
113	в своем	3	5
114	перед нами	1	5
115	не являются	1	5
116	то в	1	5
117	что она	6	5
118	все равно	1	5
119	далеко не	2	5
120	с тем	3	5
121	в котором	4	5
122	можно ли	2	5
123	связи с	1	5
124	в сознании	2	5
125	можно сказать	1	5
126	для нас	5	5
127	есть в	7	5
128	в других	1	5
129	еще и	1	5
130	не является	5	5
131	мы должны	1	5
132	в их	1	4
133	это совершенно	1	4
134	литературы и	1	4
135	совсем не	3	4
136	есть по	1	4
137	сама по	2	4
138	как в	9	4
139	как он	2	4
140	их в	2	4
141	он есть	1	4
142	предметы в	1	4
143	а есть	1	4
144	не в	11	4
145	тому что	4	4
146	тем самым	2	4
147	мышления и	3	4
148	казалось бы	2	4
149	а в	6	4
150	и искусства	1	4
151	точно так	3	4
152	только то	2	4
153	если бы	6	4
154	никак не	4	4
155	а также	1	4
156	и только	3	4
157	вообще и	1	4
158	в литературе	1	4
159	один из	4	4
160	д и	1	4
161	только на	3	4
162	мы можем	4	4
163	перейти к	1	4
164	именно в	1	4
165	и пр	1	4
166	не было	3	4
167	и вообще	1	4
168	и для	5	4
169	в связи	2	4
170	или в	1	4
171	составляющих его	3	4
172	конце концов	3	4
173	же в	1	4
174	по поводу	2	4
175	но она	1	3
176	того же	2	3
177	в чем	2	3
178	без которого	1	3
179	в ее	5	3
180	в буквальном	1	3
181	что они	2	3
182	с этим	3	3
183	более или	2	3
184	в действительности	1	3
185	вещи но	1	3
186	что это	6	3
187	мы получаем	2	3
188	учение о	1	3
189	как оно	1	3
190	он не	3	3
191	именно то	1	3
192	и еще	1	3
193	но все	1	3
194	что все	3	3
195	в жизни	2	3
196	как и	16	3
197	и уже	1	3
198	несмотря на	5	3
199	на этот	1	3
200	или менее	2	3
201	в этих	4	3
202	точки зрения	15	3
203	с точки	2	3
204	в которых	3	3
205	бы мы	2	3
206	дело в	1	3
207	того как	1	3
208	только не	3	3
209	закон и	1	3
210	или как	2	3
211	буквальном смысле	1	3
212	тех или	2	3
213	и его	7	3
214	как будто	5	3
215	и делает	1	3
216	в каком	2	3
217	к тому	4	3
218	что оно	3	3
219	для себя	1	3
220	определенным образом	1	3
221	ясно что	19	3
222	только и	1	3
223	о нем	1	3
224	искусства и	15	3
225	настоящее время	2	3
226	к нему	2	3
227	тем или	2	3
228	этому поводу	2	3
229	и во	2	3
230	во всей	1	3
231	мы хотим	1	3
232	и следовательно	2	3
233	вещи как	1	3
234	что здесь	2	3
235	будь то	2	3
236	мы увидим	4	3
237	очень много	1	3
238	никак нельзя	2	3
239	по этому	2	3
240	же и	1	3
241	уже не	2	3
242	уже в	3	3
243	из них	2	3
244	говорит о	2	3
245	всяком случае	6	3
246	сами по	1	3
247	случае не	2	3
248	уже и	2	3
249	до сих	3	3
250	с другой	5	3
251	здесь в	1	3
252	мы никогда	4	3
253	оно не	1	3
254	теории литературы	1	3
255	сих пор	3	3
256	но для	1	3
257	пока еще	1	3
258	своему содержанию	1	3
259	в настоящее	2	3
260	чтобы понять	4	3
261	хотя бы	1	3
262	с ним	2	3
263	или не	2	3
264	мы говорим	1	3
265	другой стороны	5	3
266	себе не	3	3
267	в искусстве	4	3
268	то на	2	2
269	как говорят	1	2
270	например в	3	2
271	для построения	1	2
272	же как	4	2
273	к нашему	1	2
274	увидим ниже	1	2
275	и потому	2	2
276	в первом	1	2
277	по преимуществу	1	2
278	едва ли	1	2
279	мы имеем	4	2
280	мы не	12	2
281	что если	1	2
282	науки и	1	2
283	мы называем	1	2
284	в сущности	10	2
285	что иное	1	2
286	большей частью	2	2
287	иное как	1	2
288	с его	1	2
289	только после	1	2
290	то он	1	2
291	не то	2	2
292	нет и	1	2
293	меньше всего	1	2
294	чем же	1	2
295	только ее	1	2
296	то или	2	2
297	виду и	1	2
298	в которой	4	2
299	из этих	6	2
300	во многих	1	2
301	на его	1	2
302	он должен	1	2
303	что ни	1	2
304	или иных	2	2
305	а это	1	2
306	с такими	1	2
307	и заключается	1	2
308	и понятие	1	2
309	как они	2	2
310	не будет	3	2
311	и может	2	2
312	конечно в	1	2
313	и с	2	2
314	и чтобы	1	2
315	разница между	3	2
316	нашего исследования	3	2
317	в общей	1	2
318	во внимание	2	2
319	должно быть	1	2
320	и того	1	2
321	понятия и	1	2
322	одного и	2	2
323	но если	1	2
324	и при	1	2
325	нас не	1	2
326	оказывается что	5	2
327	знаем что	1	2
328	у пушкина	3	2
329	образом и	1	2
330	однако в	1	2
331	что этот	1	2
332	же мы	1	2
333	и очень	2	2
334	на один	2	2
335	в таких	1	2
336	она не	5	2
337	в науке	2	2
338	мы находим	1	2
339	в нас	2	2
340	но только	3	2
341	это опять	1	2
342	это мы	2	2
343	следовательно и	1	2
344	или когда	1	2
345	не ее	1	2
346	в области	11	2
347	не потому	1	2
348	не могут	3	2
349	могут быть	11	2
350	как для	1	2
351	теории в	1	2
352	без всякого	2	2
353	подобно тому	5	2
354	нет никакой	3	2
355	нами теории	1	2
356	что может	1	2
357	особенно в	1	2
358	здесь нет	1	2
359	это только	2	2
360	смысле и	1	2
361	нас в	2	2
362	мы вовсе	1	2
363	между тем	4	2
364	нечто иное	1	2
365	стоит и	1	2
366	все время	4	2
367	о предмете	1	2
368	в него	2	2
369	сознание которое	1	2
370	том как	1	2
371	мы видим	5	2
372	исследования мы	2	2
