N	3gram	Nazirov_Tv_2	Istorich
1	и т д	11	24
2	так же как	2	12
3	мы знаем что	1	7
4	до сих пор	3	5
5	точно так же	1	5
6	же как и	1	4
7	с другой стороны	2	4
8	не может быть	3	4
9	о том что	2	2
10	же как в	1	2
11	тем что он	1	2
12	содержит в себе	1	2
13	так и в	2	2
14	в связи с	1	2
15	на этот вопрос	2	2
16	и он всегда	1	1
17	не только с	1	1
18	в нем самом	1	1
19	во время путешествия	1	1
20	в том числе	1	1
21	и не может	2	1
22	и тут же	1	1
23	он говорит что	1	1
24	мы видим в	1	1
25	этого персонажа и	1	1
26	в этой связи	1	1
27	о том как	1	1
28	после его смерти	1	1
29	не могут быть	1	1
30	это своего рода	1	1
31	у древних греков	1	1
32	только с этой	1	1
33	т д такое	1	1
34	что у него	1	1
35	как будто бы	1	1
36	но уже в	1	1
37	мы не можем	1	1
38	в то время	1	1
39	это и есть	1	1
40	ничего общего с	1	1
41	и если бы	1	1
42	в целом и	2	1
43	когда он не	1	1
44	ничего не говорит	1	1
45	друг за другом	1	1
46	о том чтобы	1	1
47	он живет в	1	1
48	как и в	1	1
49	т д в	1	1
