N	2gram	Vinokur_St_3	Psycholo
1	и в	25	38
2	то что	12	35
3	все время	2	30
4	в том	20	25
5	в самом	2	25
6	самом деле	2	21
7	что в	19	20
8	может быть	19	19
9	и что	3	18
10	на то	5	16
11	что она	1	16
12	точки зрения	7	16
13	в ней	4	15
14	то есть	2	15
15	и т	8	14
16	том что	15	14
17	если бы	4	14
18	как бы	6	14
19	потому что	5	14
20	в этом	24	13
21	в этой	14	13
22	совершенно ясно	1	13
23	не только	12	12
24	таким образом	10	12
25	было бы	7	12
26	не в	6	12
27	мы видим	4	12
28	что он	19	11
29	то же	5	10
30	в сущности	2	10
31	что это	16	10
32	и не	10	10
33	же самое	1	10
34	и все	1	10
35	о которых	3	9
36	с точки	4	9
37	того чтобы	1	9
38	в двух	1	9
39	и то	1	8
40	с этим	7	8
41	все же	4	8
42	и как	1	8
43	говорит что	5	8
44	с тем	4	8
45	как и	4	8
46	в одном	1	8
47	и это	5	8
48	так что	11	8
49	вовсе не	2	8
50	как раз	3	8
51	для того	2	8
52	для нас	1	8
53	из этого	4	8
54	показать что	1	7
55	с другой	5	7
56	заключается в	2	7
57	не может	7	7
58	все то	1	7
59	как мы	2	7
60	в ее	1	7
61	что у	2	7
62	между тем	6	7
63	может служить	1	7
64	а не	5	7
65	а в	6	7
66	и на	6	6
67	в которых	2	6
68	и если	3	6
69	он не	5	6
70	бы совершенно	3	6
71	мы видели	1	6
72	в котором	5	6
73	тому что	3	6
74	не имеет	2	6
75	самого начала	2	6
76	и его	3	6
77	к тому	2	6
78	с самого	2	6
79	ясно что	1	6
80	и здесь	3	6
81	о том	8	6
82	один из	2	6
83	с одной	2	6
84	из них	1	6
85	так как	3	6
86	до сих	2	6
87	там где	1	6
88	он говорит	4	6
89	должна быть	1	5
90	мы не	2	5
91	в своем	1	5
92	в которой	4	5
93	так сказать	2	5
94	на этом	3	5
95	в другом	3	5
96	к которым	1	5
97	несмотря на	3	5
98	в своей	4	5
99	т п	6	5
100	казалось бы	1	5
101	и когда	1	5
102	в его	12	5
103	в какой	3	5
104	но и	9	5
105	действующих лиц	4	5
106	одной стороны	3	5
107	вместе с	2	5
108	в той	1	5
109	сих пор	2	5
110	или в	2	5
111	о котором	1	5
112	другой стороны	5	5
113	что эти	4	4
114	что если	2	4
115	время как	4	4
116	во всех	2	4
117	что они	2	4
118	идет о	1	4
119	как в	6	4
120	когда он	1	4
121	в целом	4	4
122	все эти	3	4
123	раз в	1	4
124	в нем	1	4
125	т д	2	4
126	она была	1	4
127	не мог	2	4
128	не могли	1	4
129	что этот	3	4
130	что эта	2	4
131	одна из	2	4
132	никогда не	2	4
133	в самой	1	4
134	в виду	2	4
135	что и	1	4
136	только в	6	4
137	конечно не	1	4
138	не можем	1	4
139	при помощи	2	4
140	у него	9	4
141	из которых	4	4
142	в течение	4	4
143	того что	5	4
144	и для	4	4
145	речь идет	2	4
146	в свою	2	4
147	сказать что	4	4
148	ее в	2	4
149	в своих	8	4
150	должен быть	2	3
151	того же	2	3
152	смысл этого	1	3
153	и этот	1	3
154	из всех	1	3
155	на тему	3	3
156	стихах и	2	3
157	что как	1	3
158	что по	3	3
159	и к	4	3
160	но в	5	3
161	из этих	6	3
162	интересно что	6	3
163	ответом на	1	3
164	не к	1	3
165	состоит в	4	3
166	что все	3	3
167	конечно в	1	3
168	бы в	1	3
169	его в	1	3
170	и тем	4	3
171	ни в	5	3
172	в них	5	3
173	в такой	2	3
174	место в	6	3
175	бы не	1	3
176	с теми	1	3
177	в то	7	3
178	в плане	2	3
179	того как	1	3
180	смысл этой	1	3
181	на это	2	3
182	и о	1	3
183	из двух	1	3
184	и которые	2	3
185	наряду с	1	3
186	он был	3	3
187	из одного	1	3
188	эти два	1	3
189	и только	2	3
190	здесь не	1	3
191	не так	3	3
192	тем что	19	3
193	такое же	2	3
194	что не	2	3
195	то и	2	3
196	в стихах	2	3
197	в речи	4	3
198	я говорю	1	3
199	в сборнике	2	3
200	когда она	1	3
201	но это	4	3
202	все это	8	3
203	одновременно и	1	3
204	прав когда	1	3
205	к этому	3	3
206	как на	6	3
207	отношения к	1	2
208	например в	4	2
209	на самом	1	2
210	он может	2	2
211	что когда	1	2
212	по преимуществу	1	2
213	и больше	1	2
214	поэзии и	1	2
215	той же	2	2
216	нам в	1	2
217	из анализа	1	2
218	совпадает с	1	2
219	драмы и	1	2
220	между собой	1	2
221	всего этого	1	2
222	что его	2	2
223	это имеет	1	2
224	но как	2	2
225	с самой	1	2
226	в общем	4	2
227	очевидно что	1	2
228	не просто	2	2
229	и я	1	2
230	в истории	1	2
231	в одной	2	2
232	что именно	2	2
233	более и	2	2
234	рассказывается в	1	2
235	это был	2	2
236	целый ряд	1	2
237	и наконец	3	2
238	представляет собой	1	2
239	не нашли	1	2
240	лучшем случае	1	2
241	думать что	1	2
242	остановиться на	1	2
243	в прямом	2	2
244	всех этих	3	2
245	этих авторов	1	2
246	до самого	1	2
247	одной и	1	2
248	и по	2	2
249	в нее	1	2
250	и может	2	2
251	она стала	1	2
252	человек который	1	2
253	показывает что	3	2
254	такой же	2	2
255	в эту	4	2
256	места в	1	2
257	и ее	2	2
258	и той	1	2
259	но он	3	2
260	друг другу	1	2
261	но они	2	2
262	и эти	1	2
263	и более	3	2
264	в этих	11	2
265	и очень	1	2
266	нет никакого	3	2
267	все более	2	2
268	в русской	6	2
269	дело не	2	2
270	он хочет	2	2
271	вытекает из	1	2
272	нельзя не	3	2
273	и всегда	2	2
274	ничего не	4	2
275	к ней	4	2
276	на те	1	2
277	своей задачей	1	2
278	то это	1	2
279	у нас	4	2
280	очень часто	1	2
281	когда мы	1	2
282	утверждать что	2	2
283	с ее	2	2
284	свою очередь	1	2
285	то время	4	2
286	прямом смысле	1	2
287	то как	1	2
288	по аналогии	1	2
289	одного из	2	2
290	том как	1	2
291	мы в	1	2
292	для этого	2	2
293	со стороны	3	2
294	с ним	1	2
295	поэмы и	1	2
296	стихи как	2	2
297	внимание на	2	2
298	и который	1	2
299	и во	2	2
300	эта фраза	1	2
301	а у	2	2
302	у них	1	2
303	хотел бы	1	2
304	что здесь	4	2
305	дело так	1	2
306	должен был	2	2
307	в рассуждениях	1	2
308	наше время	1	2
309	по мнению	3	2
310	мы одновременно	1	2
311	это же	1	2
312	все они	3	2
313	одно что	1	2
314	со всеми	1	2
315	в качестве	4	2
316	для всех	1	2
317	есть в	2	2
318	уже не	3	2
319	своих героев	1	2
320	в виде	3	2
321	одно из	2	2
322	для него	3	2
323	всяком случае	4	2
324	могло бы	1	2
325	в конце	6	2
326	но что	1	2
327	и крылова	1	2
328	заметить что	2	2
329	представляют собой	1	2
330	русской поэзии	2	2
331	на примере	1	2
332	еще и	1	2
333	а с	2	2
334	говорит о	1	2
335	до конца	3	2
336	однако и	1	2
337	на возможность	1	2
338	на время	1	2
339	уже давно	1	2
340	эти слова	1	2
341	хотя бы	1	2
342	в данном	1	2
343	что за	1	2
344	смысле этого	1	2
345	это есть	4	2
346	что же	1	2
347	по существу	1	2
348	том смысле	2	2
349	быть не	2	2
350	этого слова	2	2
351	с этой	3	2
352	в наше	1	2
353	я говорил	3	2
354	при таком	1	2
355	поэзии в	3	2
356	только что	2	2
357	так же	1	2
358	его к	2	2
359	в лучшем	1	2
360	была бы	4	2
361	в малой	1	2
362	к этой	2	2
363	и другие	1	2
364	они не	1	2
365	можно назвать	4	2
366	во всяком	4	2
367	значения этого	1	1
368	они представляют	1	1
369	как известно	1	1
370	в обычном	1	1
371	он считает	2	1
372	его основной	1	1
373	шансов на	1	1
374	он хотел	3	1
375	и остроумно	1	1
376	в первом	1	1
377	и остальные	1	1
378	и до	1	1
379	из его	7	1
380	обратите внимание	1	1
381	не доведя	1	1
382	что мы	3	1
383	драмы в	1	1
384	привыкли к	1	1
385	рядом других	1	1
386	который создан	1	1
387	мы имеем	5	1
388	это совершенно	1	1
389	дан в	1	1
390	из своих	1	1
391	стиля в	1	1
392	не столько	2	1
393	так чтобы	2	1
394	стиха как	2	1
395	на себя	1	1
396	между этими	1	1
397	сложнее и	1	1
398	событий и	1	1
399	что можно	1	1
400	и он	1	1
401	в сцене	6	1
402	которую можно	1	1
403	еще не	2	1
404	здесь нет	2	1
405	не имел	2	1
406	в чем	4	1
407	которое он	2	1
408	это означало	1	1
409	с его	3	1
410	четыре стиха	1	1
411	то мы	1	1
412	как правильно	1	1
413	слишком много	1	1
414	которых один	1	1
415	которого состоит	1	1
416	но не	2	1
417	на основе	2	1
418	мы будем	1	1
419	именно на	1	1
420	в сторону	1	1
421	не все	1	1
422	отношение к	4	1
423	нет и	2	1
424	не буду	2	1
425	стал бы	2	1
426	относится к	4	1
427	которые не	1	1
428	что хотя	1	1
429	как говорит	1	1
430	независимо от	5	1
431	кроме того	3	1
432	и где	1	1
433	не удалась	2	1
434	здесь речь	1	1
435	себе дело	1	1
436	это засвидетельствовано	1	1
437	более или	1	1
438	мой друг	3	1
439	то в	4	1
440	поэтому он	1	1
441	для которого	1	1
442	хотя она	1	1
443	сказать по	1	1
444	находилась в	1	1
445	за это	1	1
446	то я	1	1
447	в известном	1	1
448	видите что	1	1
449	и тот	2	1
450	имеем в	2	1
451	и поэтическим	1	1
452	на его	4	1
453	смотреть как	1	1
454	и еще	1	1
455	с нашим	2	1
456	значение которого	1	1
457	вы видите	2	1
458	не как	2	1
459	том чтобы	2	1
460	своего времени	2	1
461	форму которую	1	1
462	него было	1	1
463	все с	1	1
464	но все	2	1
465	как они	1	1
466	а затем	1	1
467	как видите	1	1
468	только не	1	1
469	и с	4	1
470	поэтический язык	1	1
471	на этой	1	1
472	того или	1	1
473	есть не	1	1
474	это не	7	1
475	случаях и	2	1
476	ты мне	1	1
477	отражение в	1	1
478	этого нового	1	1
479	в жизни	4	1
480	но уже	1	1
481	чаще всего	1	1
482	нас к	2	1
483	а за	1	1
484	он и	2	1
485	о чем	1	1
486	не заметить	1	1
487	должно быть	1	1
488	мере не	1	1
489	и тогда	2	1
490	было не	1	1
491	или менее	1	1
492	этого нет	1	1
493	и при	1	1
494	сказать так	1	1
495	что такое	7	1
496	интерес и	1	1
497	нас не	2	1
498	мы встретились	1	1
499	упомянуть о	1	1
500	почти не	1	1
501	графу хвостову	1	1
