N	3gram	Medvedev_F_3	Dialekti
1	и т д	6	19
2	с точки зрения	14	12
3	ни в каком	1	8
4	сама по себе	1	8
5	в том что	3	7
6	сам по себе	1	6
7	то же время	7	4
8	можно было бы	1	4
9	с другой стороны	5	4
10	на то что	1	4
11	в то же	7	4
12	потому что он	3	3
13	ровно ничего не	2	3
14	в этом смысле	2	3
15	не нуждается в	1	3
16	только то что	2	3
17	в нем нет	1	3
18	в конце концов	2	3
19	иметь в виду	1	3
20	не может и	1	3
21	не может быть	14	3
22	можно сказать что	1	3
23	той или иной	1	3
24	никогда не может	1	2
25	на самом деле	12	2
26	т е о	1	2
27	до сих пор	1	2
28	и в то	2	2
29	потому что и	1	2
30	в этом отношении	3	2
31	и т п	5	2
32	то или иное	2	2
33	может и не	1	2
34	так как он	1	2
35	с одной стороны	1	2
36	и в нем	1	2
37	во всяком случае	6	2
38	с той или	1	2
39	о том что	1	2
40	мы можем сказать	1	2
41	точки зрения самого	2	2
42	можем сказать что	1	2
43	к тому что	2	2
44	но и все	1	1
45	а потому что	1	1
46	в чистом виде	1	1
47	хотя и не	1	1
48	в основе всех	1	1
49	другой стороны в	1	1
50	дело в том	2	1
51	они никогда не	1	1
52	и той же	1	1
53	ни в каких	2	1
54	в виду что	1	1
55	и чаще всего	1	1
56	что в данном	1	1
57	в самом деле	4	1
58	так или иначе	1	1
59	т е не	1	1
60	мы уже знаем	2	1
61	что же касается	1	1
62	что ни в	1	1
63	если же он	1	1
64	до известной степени	2	1
65	сами по себе	2	1
66	ни в коем	1	1
67	можно говорить о	1	1
68	на самом же	2	1
69	данной эпохи а	1	1
70	но для этого	1	1
71	из того что	1	1
72	так как здесь	1	1
73	не в такой	1	1
74	и даже в	1	1
75	и потому в	1	1
76	нечто совсем другое	2	1
77	по себе в	1	1
78	конечно это не	1	1
79	не вещь не	1	1
80	и тем не	1	1
81	жизни и в	1	1
82	прямого отношения к	1	1
83	в коем случае	1	1
84	я и не	1	1
85	что там где	1	1
86	так а не	1	1
87	не потому что	1	1
88	вовсе не есть	1	1
89	мы можем считать	1	1
90	вопроса о том	1	1
91	а не иначе	1	1
92	в отношении к	1	1
93	она никогда не	1	1
94	только тогда и	1	1
95	как таковой не	1	1
96	не в том	1	1
97	в связи с	4	1
98	это не значит	1	1
99	если они не	1	1
100	это значило бы	1	1
101	мы все время	1	1
102	но так как	1	1
103	самом же деле	2	1
104	самое и в	1	1
105	же самое и	1	1
106	в нем уже	1	1
107	точки зрения своей	1	1
108	и потому нет	1	1
109	а не только	1	1
110	коем случае не	1	1
111	она совершенно не	1	1
112	из этих областей	1	1
113	с самого начала	1	1
114	но никак не	1	1
115	так всегда и	1	1
116	но все же	1	1
117	что это не	1	1
118	в этих случаях	1	1
119	на сцене то	1	1
120	одной и той	1	1
121	уже знаем что	2	1
122	тех или иных	1	1
123	тем не менее	2	1
124	друг с другом	1	1
125	дело не в	2	1
126	для того чтобы	4	1
127	материала с другой	1	1
128	своего реального осуществления	1	1
129	том или ином	1	1
130	она не может	1	1
131	то же самое	3	1
