N	2gram	Bakhtin_KF_1	Narrotol
1	не только	5	26
2	а не	17	17
3	но и	9	15
4	при этом	4	14
5	в том	6	14
6	в качестве	2	14
7	и не	26	14
8	в этом	14	13
9	и в	24	13
10	том что	4	13
11	только в	16	11
12	может быть	45	10
13	в данном	2	10
14	сводится к	2	9
15	так и	2	9
16	то есть	1	9
17	к тому	1	9
18	а в	4	9
19	в себе	21	8
20	то что	7	8
21	не в	12	8
22	картина мира	1	8
23	не может	27	8
24	к себе	2	7
25	в своем	16	6
26	все же	5	6
27	и к	1	6
28	но в	5	6
29	в жизни	2	6
30	никогда не	5	6
31	ничего не	3	6
32	и т.п	1	6
33	можно сказать	1	6
34	в его	40	6
35	того что	3	6
36	со стороны	7	6
37	прежде всего	2	6
38	как бы	9	6
39	жизни в	5	6
40	я не	6	5
41	что он	2	5
42	как в	2	5
43	хотя и	1	5
44	в нем	28	5
45	тем не	2	5
46	он не	6	5
47	и тем	3	5
48	точки зрения	12	5
49	в котором	24	5
50	место в	5	5
51	тем самым	4	5
52	в то	3	5
53	о том	3	5
54	по отношению	26	5
55	себе самому	1	5
56	я в	1	5
57	отношению к	22	5
58	то же	5	4
59	и мира	1	4
60	в ее	16	4
61	в этой	2	4
62	отнюдь не	6	4
63	что это	3	4
64	уже не	7	4
65	в мире	6	4
66	об этом	1	4
67	и уже	1	4
68	в своей	10	4
69	не к	1	4
70	не менее	3	4
71	но при	1	4
72	в себя	7	4
73	времени и	4	4
74	если бы	8	4
75	и т.д	2	4
76	в другом	3	4
77	в какой	1	4
78	для него	8	4
79	как и	5	4
80	мира в	6	4
81	как это	1	4
82	в литературе	1	4
83	не является	1	4
84	и все	7	4
85	с ним	5	4
86	же в	1	4
87	жизни и	8	4
88	что в	4	4
89	все что	1	4
90	для себя	5	3
91	самом деле	3	3
92	едва ли	2	3
93	а как	2	3
94	мы имеем	5	3
95	с его	1	3
96	но не	12	3
97	как к	2	3
98	в целом	10	3
99	все эти	10	3
100	в известном	1	3
101	и его	17	3
102	не следует	1	3
103	и по	1	3
104	конечном счете	1	3
105	того или	3	3
106	соответствии с	2	3
107	характер и	1	3
108	которой он	2	3
109	и того	2	3
110	что я	5	3
111	тому что	2	3
112	одна из	1	3
113	того чтобы	2	3
114	же время	2	3
115	по своей	1	3
116	той или	3	3
117	на том	1	3
118	и когда	2	3
119	мира и	4	3
120	о нем	4	3
121	в конечном	1	3
122	это не	10	3
123	к ней	1	3
124	известном смысле	1	3
125	один из	2	3
126	с ними	3	3
127	между тем	4	3
128	как раз	1	3
129	и даже	1	3
130	или иной	2	3
131	только к	1	3
132	в соответствии	2	3
133	и для	9	3
134	а к	1	3
135	к его	1	3
136	или иного	3	3
137	он может	2	2
138	в чужой	1	2
139	должна быть	4	2
140	мы не	3	2
141	в составе	2	2
142	ему в	2	2
143	пространство и	2	2
144	в ней	3	2
145	еще не	4	2
146	столь же	1	2
147	в чем	4	2
148	на самом	3	2
149	себе и	3	2
150	ней в	1	2
151	не являются	1	2
152	раскол между	2	2
153	за границей	1	2
154	в самом	1	2
155	в нашем	1	2
156	и пространства	1	2
157	на то	1	2
158	вследствие этого	2	2
159	жизнью и	1	2
160	что она	1	2
161	к миру	1	2
162	в принципе	2	2
163	мы его	1	2
164	не будет	2	2
165	той же	1	2
166	себя не	3	2
167	было бы	8	2
168	должен был	1	2
169	же пространство	1	2
170	несмотря на	1	2
171	не зависит	1	2
172	с точки	9	2
173	от его	5	2
174	но он	1	2
175	мира не	3	2
176	не имеет	5	2
177	в процессе	2	2
178	как о	1	2
179	говорить о	2	2
180	не могло	1	2
181	только не	1	2
182	потому что	2	2
183	для нас	4	2
184	в сознании	2	2
185	в области	2	2
186	и здесь	7	2
187	имеет место	1	2
188	оно не	2	2
189	но для	2	2
190	и он	1	2
191	свою позицию	1	2
192	этой своей	1	2
193	здесь не	3	2
194	не могу	3	2
195	мысль о	1	2
196	всей своей	2	2
197	и иные	1	2
198	участия в	1	2
199	во второй	1	2
200	и вследствие	1	2
201	а во	1	2
202	что и	7	2
203	вся жизнь	1	2
204	в современной	3	2
205	дело с	2	2
206	со всеми	2	2
207	себя в	8	2
208	в виде	2	2
209	время является	1	2
210	в душе	1	2
211	у меня	1	2
212	одно из	1	2
213	а то	1	2
214	могло бы	4	2
215	вовсе не	7	2
216	может служить	1	2
217	себя но	1	2
218	только на	1	2
219	с другим	1	2
220	именно в	5	2
221	бытия в	5	2
222	а с	2	2
223	нового времени	1	2
224	только по	2	2
225	превращается в	1	2
226	зависит от	1	2
227	в бытии	26	2
228	если не	2	2
229	более чем	1	2
230	я уже	2	2
231	в него	2	2
232	две жизни	1	2
233	по своему	3	2
234	его жизни	3	2
235	в категориях	4	2
236	но это	6	2
237	моей жизни	4	2
238	в результате	1	2
239	не должен	3	2
240	истории а	1	2
241	хотя бы	4	2
242	только что	1	2
243	вступает в	3	2
244	в свою	3	2
245	в своих	3	2
246	по поводу	1	2
247	они не	1	2
248	своей значимости	3	1
249	как все	1	1
250	говоря о	1	1
251	отношения к	1	1
252	также и	1	1
253	в движение	1	1
254	все остальное	2	1
255	мир где	5	1
256	противоречие с	1	1
257	это и	2	1
258	с действительной	2	1
259	тем же	1	1
260	чего не	2	1
261	из его	3	1
262	противном случае	1	1
263	прошлое и	3	1
264	ведь и	1	1
265	видеть в	1	1
266	в зависимости	1	1
267	и должен	2	1
268	если я	2	1
269	я как	1	1
270	ни у	2	1
271	смысле можно	1	1
272	мир не	1	1
273	вопрос о	2	1
274	более не	1	1
275	и функция	1	1
276	именно к	1	1
277	не была	1	1
278	оба эти	2	1
279	а для	2	1
280	о возможности	1	1
281	вместо того	1	1
282	в некотором	3	1
283	зависимости от	1	1
284	так называемые	1	1
285	как свой	1	1
286	жизни это	1	1
287	не субъективно	1	1
288	и говорить	1	1
289	поступок а	1	1
290	быть в	4	1
291	во всех	11	1
292	в отвлечении	5	1
293	только изнутри	6	1
294	но достаточно	1	1
295	свою жизнь	2	1
296	сознания не	2	1
297	причастности этому	1	1
298	него с	1	1
299	отношение к	5	1
300	смысловое единство	1	1
301	не просто	1	1
302	человека его	1	1
303	определяется не	1	1
304	своей единственной	3	1
305	относится к	1	1
306	это мир	2	1
307	единственной жизни	6	1
308	смысловой значимости	2	1
309	субъекта и	1	1
310	в акте	3	1
311	данный момент	3	1
312	за этим	1	1
313	в противном	1	1
314	виду и	1	1
315	и как	2	1
316	современный человек	1	1
317	и наконец	1	1
318	его к	2	1
319	для которой	3	1
320	действительного мира	5	1
321	за собой	1	1
322	для которого	3	1
323	шире и	1	1
324	а есть	1	1
325	в которой	1	1
326	бы и	3	1
327	ориентирована на	1	1
328	это открытие	1	1
329	т.п но	1	1
330	бы не	3	1
331	и будущее	2	1
332	и продукт	1	1
333	есть на	2	1
334	быть только	8	1
335	ценностным центром	2	1
336	историю если	1	1
337	сомнению но	1	1
338	события в	3	1
339	себе момент	1	1
340	не растворяется	1	1
341	из него	3	1
342	постольку поскольку	1	1
343	определяется с	2	1
344	на этом	1	1
345	людей и	2	1
346	лишь с	2	1
347	с собой	1	1
348	ее жизни	3	1
349	поскольку она	2	1
350	и пространственная	1	1
351	этом последнем	1	1
352	здесь мы	4	1
353	конечно в	2	1
354	его не	1	1
355	оно становится	1	1
356	в единую	1	1
357	входит в	3	1
358	этом смысле	3	1
359	всю свою	1	1
360	практически не	1	1
361	делает его	1	1
362	здесь нет	2	1
363	в это	2	1
364	кризис в	1	1
365	смерть и	1	1
366	ни в	12	1
367	социально значимое	1	1
368	но уже	1	1
369	но мы	1	1
370	всю жизнь	1	1
371	он имеет	2	1
372	жизни но	3	1
373	и небо	1	1
374	должно быть	6	1
375	о принципе	1	1
376	эти миры	1	1
377	не мог	1	1
378	между ними	1	1
379	одного и	1	1
380	и видит	1	1
381	она сама	1	1
382	человек и	1	1
383	человека как	1	1
384	но поскольку	1	1
385	всяком случае	1	1
386	эти момента	3	1
387	пространства делает	1	1
388	она в	1	1
389	знает и	2	1
390	все и	1	1
391	от времени	1	1
392	не от	1	1
393	мысли и	1	1
394	от себя	10	1
395	направлен на	1	1
396	признать что	1	1
397	и социальные	1	1
398	мир и	1	1
399	возможных суждений	1	1
400	есть его	2	1
401	совершенно иной	1	1
402	имеет смысл	1	1
403	их в	1	1
404	значимость в	1	1
405	для нее	7	1
406	новое и	1	1
407	содержание и	2	1
408	освободиться от	1	1
409	раз и	2	1
410	что есть	2	1
411	в отношении	1	1
412	его полноте	1	1
413	можно ли	1	1
414	при всех	1	1
415	к такой	1	1
416	человека но	1	1
417	с которой	1	1
418	она не	1	1
419	и время	2	1
420	дело не	2	1
421	между жизнью	1	1
422	в основе	5	1
423	веков и	1	1
424	в единство	2	1
425	чтобы стать	1	1
426	чем не	4	1
427	вытекает из	2	1
428	пространство в	2	1
429	возможно и	1	1
430	не оставив	1	1
431	жизни не	1	1
432	до их	1	1
433	находятся в	1	1
434	в противоречие	1	1
435	но изнутри	4	1
436	более что	1	1
437	такая же	1	1
438	и передачи	1	1
439	а лишь	3	1
440	и теперь	1	1
441	от действительного	2	1
442	не по	4	1
443	для другого	2	1
444	только с	3	1
445	в каком	4	1
446	не мыслится	1	1
447	к той	1	1
448	например что	1	1
449	в живой	1	1
450	единство возможных	1	1
451	состояния тогда	1	1
452	и времени	1	1
453	на границе	1	1
454	есть только	1	1
455	во все	1	1
456	она принципиально	1	1
457	же самое	1	1
458	в событии	5	1
459	возможна только	1	1
460	где этот	2	1
461	в едином	9	1
462	и о	1	1
463	с ее	2	1
464	что все	1	1
465	в виду	3	1
466	меня в	3	1
467	возможное смысловое	1	1
468	позицию по	1	1
469	хотя его	2	1
470	не вступает	1	1
471	только со	1	1
472	и иных	1	1
473	приводит к	1	1
474	сознания в	2	1
475	его самого	1	1
476	как содержание	1	1
477	не с	1	1
478	ясно что	3	1
479	особенно в	1	1
480	нет места	1	1
481	событие как	1	1
482	психический процесс	2	1
