N	4gram	Tiupa_Anal_1	Dialekti
1	одно и то же	1	4
2	одна и та же	1	4
3	не что иное как	4	3
4	в то же время	6	3
5	только тогда когда оно	1	2
6	есть не что иное	3	2
7	не говоря уже о	1	2
8	но о том что	1	1
9	в том что он	2	1
10	необходима для понятия личности	1	1
11	совершенно необходима для понятия	1	1
12	оно дано только через	1	1
13	отождествляются в одном неделимом	1	1
14	всегда противопоставление себя всему	1	1
15	противопоставление себя всему внешнему	1	1
16	внешнему что не есть	1	1
17	себя всему внешнему что	1	1
18	на самом же деле	1	1
19	так что оно дано	1	1
20	различных плана и эти	1	1
21	видите здесь обязательно нечто	1	1
22	обязательно отождествляются в одном	1	1
23	всему внешнему что не	1	1
24	что не есть она	1	1
25	вы видите здесь обязательно	1	1
26	обязательно два различных плана	1	1
27	есть всегда противопоставление себя	1	1
28	и вместе с тем	1	1
29	дано только через внешнее	1	1
30	личности а не ее	1	1
31	и эти два плана	1	1
32	до тех пор пока	1	1
33	два различных плана и	1	1
34	ядро и переменчивые акциденции	1	1
35	плана и эти два	1	1
36	однако так что оно	1	1
37	здесь обязательно нечто внутреннее	1	1
38	плана обязательно отождествляются в	1	1
39	в одном неделимом лике	1	1
40	эти два плана обязательно	1	1
41	антитеза внутреннего и внешнего	2	1
42	два плана обязательно отождествляются	1	1
43	пребывающее ядро и переменчивые	1	1
44	ни на что не	1	1
45	не есть она сама	1	1
46	что оно дано только	1	1
47	в том что именно	1	1
48	может и должно быть	1	1
49	и как будто бы	1	1
