N	2gram	Vygotskiy__1	NovoeSre
1	а не	13	17
2	и в	31	16
3	не может	17	16
4	совсем не	3	12
5	и не	16	11
6	и есть	5	10
7	в эпоху	1	9
8	что в	23	9
9	как не	1	8
10	в том	30	8
11	жизни и	3	8
12	он не	3	8
13	в этом	12	7
14	может быть	22	7
15	не будет	3	7
16	как и	16	7
17	это есть	5	7
18	с его	1	6
19	не в	11	6
20	ни в	9	6
21	общественной жизни	1	6
22	никогда не	8	6
23	но это	3	6
24	должен быть	1	5
25	в ней	1	5
26	и к	3	5
27	не только	13	5
28	в жизни	2	5
29	все это	8	5
30	в нем	2	5
31	быть может	1	4
32	о том	7	4
33	и мы	1	4
34	в них	2	4
35	то что	32	4
36	это не	1	4
37	прежде всего	4	4
38	не было	3	4
39	должно быть	1	4
40	и потому	2	4
41	по своему	1	4
42	не менее	2	4
43	и для	5	4
44	и все	5	4
45	потому что	10	4
46	с другой	5	3
47	смысле слова	3	3
48	в ее	5	3
49	должна быть	3	3
50	вопрос о	3	3
51	человека и	2	3
52	еще не	1	3
53	во всех	1	3
54	за пределы	1	3
55	как в	9	3
56	духа и	1	3
57	конечно не	1	3
58	к ним	2	3
59	подобно тому	5	3
60	перейти к	1	3
61	в мире	1	3
62	но и	2	3
63	не есть	3	3
64	и пр	1	3
65	не означает	2	3
66	с тем	3	3
67	в своей	3	3
68	к жизни	2	3
69	тому как	7	3
70	она не	5	3
71	что такое	2	3
72	не существует	2	3
73	в основе	2	3
74	жизни в	1	3
75	в духе	1	3
76	к тому	4	3
77	сказать что	7	3
78	отдельных людей	1	3
79	и это	3	2
80	же как	4	2
81	связана с	1	2
82	века но	1	2
83	это и	3	2
84	время как	5	2
85	роль в	3	2
86	в нашу	1	2
87	ведь и	1	2
88	к созданию	1	2
89	так и	3	2
90	времени и	1	2
91	мы не	12	2
92	и с	2	2
93	еще до	1	2
94	но она	1	2
95	я не	1	2
96	вот почему	1	2
97	и что	8	2
98	и на	1	2
99	быть в	2	2
100	но не	3	2
101	которую она	1	2
102	сильнее и	1	2
103	все время	4	2
104	в центре	1	2
105	самый процесс	1	2
106	с этим	3	2
107	хотя и	3	2
108	но в	3	2
109	который в	3	2
110	в обществе	3	2
111	с одной	5	2
112	думать что	1	2
113	с их	1	2
114	есть в	7	2
115	в себе	4	2
116	уже не	2	2
117	не к	1	2
118	том чтобы	7	2
119	у него	4	2
120	что она	6	2
121	и заключается	1	2
122	в одну	1	2
123	что все	3	2
124	нет и	1	2
125	и даже	6	2
126	связаны с	1	2
127	этом смысле	2	2
128	нашу эпоху	1	2
129	к более	1	2
130	и творчества	1	2
131	зависит от	1	2
132	но я	1	2
133	том что	16	2
134	будет с	1	2
135	вместе с	8	2
136	так же	12	2
137	я уже	1	2
138	мы говорим	1	2
139	к содержанию	1	2
140	мысли и	2	2
141	одной стороны	6	2
142	центр тяжести	1	2
143	другой стороны	5	2
144	трудно будет	1	2
145	по существу	4	2
146	не могли	1	2
147	том и	2	2
148	как будто	5	2
149	как это	4	2
150	такой же	2	2
151	но для	1	2
152	в то	5	2
153	одна из	4	2
154	мысли в	3	2
155	того чтобы	7	2
156	формы и	5	2
157	и от	2	2
158	действовать и	1	2
159	в русском	2	2
160	хотя бы	1	2
161	а в	6	2
162	ли это	2	2
163	когда мы	3	2
164	могут быть	11	2
165	не хотим	1	2
166	из ее	1	2
167	применить к	2	1
168	от этой	1	1
169	оно может	1	1
170	зависимость от	2	1
171	что образ	2	1
172	для себя	1	1
173	этим будет	1	1
174	к таким	1	1
175	характер и	1	1
176	что само	2	1
177	по преимуществу	1	1
178	приводит к	2	1
179	как результат	2	1
180	и этот	1	1
181	на нее	1	1
182	от истины	1	1
183	он также	1	1
184	к тем	1	1
185	начинается в	1	1
186	на место	2	1
187	будет принадлежать	1	1
188	с ним	2	1
189	можно сказать	1	1
190	смысле и	1	1
191	оно есть	2	1
192	эпохи в	3	1
193	мы всегда	1	1
194	то это	1	1
195	в виду	4	1
196	зависимости от	6	1
197	это время	1	1
198	эпох и	1	1
199	свободно и	1	1
200	на нем	1	1
201	же мере	1	1
202	и русской	1	1
203	в чем	2	1
204	не могу	1	1
205	и во	2	1
206	все в	1	1
207	не могут	3	1
208	своего рода	1	1
209	к нему	2	1
210	создает себе	1	1
211	нем не	1	1
212	то он	1	1
213	понять что	1	1
214	значение и	1	1
215	в его	6	1
216	есть по	1	1
217	я думаю	2	1
218	отличие от	4	1
219	не хотел	1	1
220	и только	3	1
221	отдельные люди	1	1
222	не стоят	1	1
223	в значительной	1	1
224	в своем	3	1
225	как например	2	1
226	и нет	1	1
227	известном смысле	1	1
228	на человека	1	1
229	говорит что	5	1
230	человека в	1	1
231	его формальной	1	1
232	что он	7	1
233	делают совершенно	1	1
234	только в	14	1
235	во всем	3	1
236	и такое	1	1
237	в самом	11	1
238	к чему	2	1
239	путей для	1	1
240	еще то	1	1
241	а во-вторых	1	1
242	бы сказать	1	1
243	то время	5	1
244	своей основе	1	1
245	из этих	6	1
246	метода и	1	1
247	в известном	2	1
248	же и	1	1
249	для всех	4	1
250	к идее	2	1
251	и у	4	1
252	уже в	3	1
253	отнести к	1	1
254	человек не	1	1
255	все ее	1	1
256	от других	2	1
257	идей и	1	1
258	в статье	1	1
259	из них	2	1
260	все еще	1	1
261	для того	6	1
262	и их	2	1
263	всяком случае	6	1
264	и когда	3	1
265	нуждается в	3	1
266	к одному	1	1
267	слова в	3	1
268	сами по	1	1
269	в конце	3	1
270	они сами	2	1
271	осознавать себя	1	1
272	бытия и	1	1
273	которые могут	1	1
274	показал что	1	1
275	людей и	1	1
276	заключает в	1	1
277	процессы которые	1	1
278	в нее	1	1
