N	3gram	Vygotskiy__5	StatiiOP
1	в том что	11	11
2	не может быть	3	5
3	то обстоятельство что	2	5
4	как например в	1	4
5	в этом смысле	1	4
6	с точки зрения	9	4
7	в этом отношении	5	4
8	то время как	4	4
9	во всяком случае	1	4
10	с другой стороны	2	4
11	он говорил что	1	4
12	о том что	4	4
13	в то время	4	4
14	состоит в том	3	3
15	в связи с	1	3
16	в то же	1	3
17	а потому что	2	2
18	потому что он	5	2
19	тесно связана с	1	2
20	это не так	1	2
21	до сих пор	3	2
22	в том чтобы	1	2
23	в этой области	1	2
24	что он был	1	2
25	с одной стороны	3	2
26	все более и	1	2
27	что в этой	1	2
28	заключается в том	5	2
29	с самого начала	5	2
30	более и более	1	2
31	но все же	2	2
32	мы имеем в	1	2
33	к тому что	1	2
34	а с другой	2	2
35	в том смысле	1	2
36	тем не менее	1	2
37	независимо от того	1	2
38	можно сказать что	5	1
39	и может быть	1	1
40	не может не	1	1
41	на которые распадается	1	1
42	в прямом смысле	1	1
43	время как в	1	1
44	потому что в	2	1
45	и той же	1	1
46	в том виде	1	1
47	более или менее	1	1
48	там где они	1	1
49	на самом деле	1	1
50	в самом деле	2	1
51	с которым мы	1	1
52	то же самое	4	1
53	известном смысле является	1	1
54	принять во внимание	1	1
55	том что он	2	1
56	именно то что	1	1
57	сам по себе	1	1
58	вместе с тем	2	1
59	в его развитии	1	1
60	и во всяком	1	1
61	на вопрос о	3	1
62	является одним из	1	1
63	но в сущности	1	1
64	в собственном смысле	1	1
65	что мы знаем	1	1
66	такова точка зрения	1	1
67	можно было бы	3	1
68	в лучшем случае	3	1
69	с этой точки	4	1
70	к жизни и	1	1
71	характеризуется тем что	1	1
72	и в частности	2	1
73	но и это	1	1
74	в применении к	1	1
75	о том в	1	1
76	между собой как	2	1
77	вопрос об особенностях	1	1
78	того что он	1	1
79	к вопросу о	1	1
80	в том же	1	1
81	тот и другой	1	1
82	в известном смысле	7	1
83	то что он	2	1
84	в какой степени	1	1
85	ответить на вопрос	2	1
86	в такой же	3	1
87	это в другом	1	1
88	тем или иным	2	1
89	в этом и	1	1
90	ни на что	1	1
91	в свое время	2	1
92	этой точки зрения	4	1
93	таким образом в	2	1
94	это означало бы	1	1
95	что совершается в	1	1
96	от того что	2	1
97	том смысле что	1	1
98	его отношение к	2	1
99	в свою очередь	3	1
100	что в его	1	1
101	не только не	3	1
102	до того как	2	1
103	и не является	1	1
104	той или иной	1	1
105	из которых один	1	1
106	а не на	1	1
107	совершенно очевидно что	1	1
108	вопрос о том	3	1
109	в другом случае	1	1
110	этого у него	1	1
111	одной и той	1	1
112	не знает что	2	1
113	на то как	1	1
114	для того чтобы	14	1
115	благодаря тому что	1	1
116	как мы видели	2	1
117	я это делаю	2	1
118	и в другом	2	1
