N	2gram	Bakhtin_Fr_2	EvropaiC
1	таким образом	7	32
2	в том	3	31
3	и в	49	24
4	том что	4	20
5	все эти	7	19
6	не может	7	18
7	то что	6	17
8	может быть	5	15
9	народа в	1	15
10	все же	7	15
11	точки зрения	6	13
12	самом деле	1	12
13	в своем	5	12
14	до сих	4	12
15	в этом	15	12
16	сих пор	4	12
17	все это	9	11
18	во всех	6	10
19	по отношению	1	10
20	культуры и	3	10
21	так и	6	10
22	мы знаем	1	10
23	как бы	11	10
24	отношению к	1	10
25	культуры в	1	10
26	все что	2	10
27	того же	1	9
28	на то	2	9
29	при этом	5	9
30	как и	11	9
31	с другом	1	9
32	друг с	1	9
33	что в	2	9
34	а и	1	8
35	в самом	3	8
36	касается до	1	8
37	с точки	5	8
38	мы говорили	1	8
39	знаем что	1	8
40	не в	1	8
41	ясно что	1	8
42	если бы	1	8
43	у народа	1	8
44	так же	2	8
45	и все	3	8
46	на самом	2	7
47	из этих	5	7
48	в силу	1	7
49	о которых	1	7
50	не менее	1	7
51	по существу	2	7
52	того чтобы	2	7
53	к тому	1	7
54	для этого	1	7
55	о том	3	7
56	что он	3	7
57	для того	1	7
58	но и	13	7
59	и не	15	7
60	должна быть	1	6
61	начало и	1	6
62	еще не	2	6
63	и на	17	6
64	в общем	1	6
65	что касается	2	6
66	в этой	10	6
67	в мире	2	6
68	несмотря на	3	6
69	с ним	4	6
70	что и	1	6
71	того что	1	6
72	говорили выше	1	6
73	только в	13	6
74	все они	1	6
75	так что	1	6
76	так как	6	6
77	мы можем	2	6
78	с другой	4	6
79	вместе с	2	6
80	как на	4	6
81	из всех	1	5
82	как к	2	5
83	и к	4	5
84	но в	4	5
85	в которой	1	5
86	в целом	1	5
87	в себе	4	5
88	не только	17	5
89	но все	4	5
90	что все	1	5
91	и с	6	5
92	на все	3	5
93	лишь в	4	5
94	его в	1	5
95	и без	2	5
96	в то	6	5
97	по сравнению	2	5
98	в его	18	5
99	потому что	1	5
100	и их	1	5
101	у него	2	5
102	именно в	6	5
103	далеко не	3	5
104	другой стороны	3	5
105	по своему	1	5
106	сравнению с	2	5
107	и для	1	5
108	и от	1	5
109	к этому	1	5
110	одним из	2	4
111	в такой	1	4
112	и то	1	4
113	то же	7	4
114	мы уже	6	4
115	та же	2	4
116	отношение к	8	4
