N	3gram	Tiupa_Disk_2	Myslijsy
1	во всяком случае	1	7
2	в том что	6	7
3	и того же	2	6
4	одного и того	2	6
5	по крайней мере	1	5
6	тем не менее	1	5
7	не в состоянии	1	4
8	подобно тому как	2	4
9	заключает в себе	2	4
10	об одном из	1	3
11	с одной стороны	4	3
12	не могут быть	1	3
13	и может быть	2	2
14	между тем как	1	2
15	то что в	1	2
16	одно и то	2	2
17	или по крайней	1	2
18	не в том	1	2
19	может быть названо	1	2
20	с другой стороны	1	2
21	то же время	5	2
22	так и в	3	2
23	не может быть	3	2
24	с самого начала	1	2
25	в то же	4	2
26	и то же	2	2
27	прежде всего следует	1	1
28	состоит в том	2	1
29	одном и том	1	1
30	потому что в	1	1
31	прежде всего на	1	1
32	дело в том	2	1
33	и той же	1	1
34	двух или нескольких	1	1
35	к другому в	1	1
36	одной стороны и	2	1
37	что же касается	2	1
38	друг от друга	1	1
39	ни одно из	2	1
40	во втором случае	1	1
41	в отличие от	12	1
42	друг на друга	1	1
43	бы то ни	1	1
44	тому как в	1	1
45	при этом не	1	1
46	на каждом шагу	1	1
47	но это не	1	1
48	как в басне	1	1
49	в той мере	1	1
50	и не может	2	1
51	не было в	2	1
52	потому что из	1	1
53	на мой взгляд	2	1
54	как и в	5	1
55	из виду что	1	1
56	то ни было	1	1
57	той мере в	1	1
58	и том же	1	1
59	в себе как	1	1
60	в применении к	1	1
61	большую или меньшую	1	1
62	между человеком и	1	1
63	при этом и	1	1
64	мере в какой	1	1
65	которое может быть	1	1
66	в наше время	2	1
67	и как бы	2	1
68	в этом случае	2	1
69	о том что	3	1
70	в одном из	1	1
71	то есть в	1	1
72	но все эти	1	1
73	отличие от слова	1	1
74	мысль о том	1	1
75	не менее в	1	1
76	может быть продолжен	1	1
77	в большинстве случаев	1	1
78	одной и той	1	1
79	не только от	1	1
80	здесь как и	1	1
81	обратим внимание на	1	1
