N	2gram	Medvedev_U_1	Analitik
1	не только	10	22
2	и в	14	18
3	как и	3	14
4	так и	1	14
5	в этом	7	14
6	но и	4	13
7	том что	2	12
8	в качестве	1	12
9	и не	8	12
10	в частности	3	12
11	то есть	1	10
12	что в	1	9
13	может быть	6	9
14	а не	10	9
15	в том	2	9
16	с его	2	8
17	всего лишь	1	8
18	не случайно	2	8
19	и даже	1	8
20	как раз	2	7
21	в его	2	7
22	с другой	4	7
23	но не	2	7
24	в этой	4	6
25	он не	1	6
26	в их	4	6
27	не в	2	6
28	для него	3	6
29	о том	1	6
30	той же	1	5
31	мы имеем	1	5
32	как нам	1	5
33	в самом	2	5
34	что и	2	5
35	между тем	2	5
36	уже не	1	5
37	в конце	2	5
38	никогда не	1	5
39	прежде всего	8	5
40	другой стороны	3	5
41	что он	2	4
42	отнюдь не	1	4
43	в своем	1	4
44	что по	1	4
45	таким образом	2	4
46	приводит к	1	4
47	в итоге	2	4
48	по себе	2	4
49	в пределах	1	4
50	можно сказать	1	4
51	крайней мере	2	4
52	не есть	2	4
53	далеко не	1	4
54	по крайней	2	4
55	о чем	2	4
56	в данном	1	4
57	все же	3	4
58	по его	1	3
59	мы не	2	3
60	поскольку он	1	3
61	у пушкина	1	3
62	то же	5	3
63	не столько	2	3
64	все это	5	3
65	в то	3	3
66	ничего не	2	3
67	же время	3	3
68	данном случае	1	3
69	в произведении	1	3
70	было бы	3	3
71	этом отношении	2	3
72	не было	1	3
73	он и	1	3
74	его как	1	3
75	впервые в	1	3
76	к этому	1	3
77	только к	3	2
78	самом деле	2	2
79	а для	1	2
80	в ней	1	2
81	нам представляется	2	2
82	в противовес	2	2
83	конечном счете	4	2
84	очевидно что	3	2
85	более чем	2	2
86	могли бы	2	2
87	но в	3	2
88	бы и	2	2
89	в себе	2	2
90	на его	1	2
91	что она	2	2
92	в нем	1	2
93	о которой	1	2
94	не как	3	2
95	входит в	1	2
96	это не	3	2
97	с самим	1	2
98	с тем	1	2
99	иначе говоря	1	2
100	или точнее	3	2
101	доказывает что	1	2
102	сводится к	2	2
103	представляется нам	2	2
104	могут быть	2	2
105	эстетического объекта	6	2
106	ролью в	1	2
107	об этом	1	2
108	произведения как	1	2
109	и т.д	3	2
110	в значительной	1	2
111	в конечном	4	2
112	обе эти	1	2
113	только в	2	2
114	с одной	1	2
115	все они	2	2
116	для всех	2	2
117	вопроса о	2	2
118	не для	1	2
119	мы можем	1	2
120	тем что	2	2
121	одной стороны	1	2
122	и прежде	1	2
123	на эту	2	2
124	что мы	2	2
125	не может	7	2
126	и потому	1	2
127	в той	1	2
128	и для	2	2
129	и все	1	2
130	же в	1	2
131	то что	7	2
132	сказать что	1	2
133	в свое	1	2
134	в искусстве	6	2
135	а между	2	1
136	человека и	1	1
137	сам по	1	1
138	из самых	1	1
139	исторических фактов	1	1
140	бы ни	1	1
141	мы и	2	1
142	во мне	1	1
143	в таком	1	1
144	он был	1	1
145	не все	2	1
146	присущей ему	1	1
147	художественного впечатления	1	1
148	за пределы	1	1
149	вне пределов	1	1
150	которые могли	1	1
151	независимо от	1	1
152	достаточно ясно	1	1
153	и конструктивное	1	1
154	и у	2	1
155	идет не	1	1
156	так или	1	1
157	в известном	1	1
158	частности с	1	1
159	объекта в	1	1
160	искусстве от	1	1
161	на то	1	1
162	не следует	3	1
163	в отдельности	1	1
164	они в	1	1
165	к убийству	1	1
166	тем в	1	1
167	связанных с	1	1
168	был первым	1	1
169	это было	2	1
170	в художественном	5	1
171	этом смысле	2	1
172	отсюда и	1	1
173	еще одно	1	1
174	место и	1	1
175	как целого	1	1
176	должно быть	1	1
177	остается в	1	1
178	всех этих	2	1
179	в г	1	1
180	сводятся к	1	1
181	этом случае	1	1
182	в своей	3	1
183	что было	1	1
184	произведения в	1	1
185	для этого	3	1
186	это верно	1	1
187	у кого	1	1
188	к изучению	1	1
189	у него	1	1
190	само по	1	1
191	и является	2	1
192	с новой	1	1
193	не столь	1	1
194	эстетический объект	1	1
195	у нас	3	1
196	очень часто	1	1
197	не могут	2	1
198	что при	1	1
199	не поднимается	1	1
200	для себя	1	1
201	такое что	1	1
202	только при	1	1
203	формы и	2	1
204	для читателя	1	1
205	степени и	1	1
206	является в	2	1
207	строго говоря	1	1
208	жанра в	1	1
209	и всякого	1	1
210	если бы	2	1
211	искусства и	1	1
212	все его	1	1
213	сложного и	1	1
214	так возникает	1	1
215	и только	5	1
216	тем более	1	1
217	его эстетической	1	1
218	того что	1	1
219	себе еще	1	1
220	тот же	1	1
221	и так	1	1
222	т.д в	1	1
223	литературы в	1	1
224	из первых	1	1
225	или даже	1	1
226	его и	2	1
227	одно из	1	1
228	в современном	1	1
229	не о	3	1
230	в широком	2	1
231	и делает	1	1
232	бы это	1	1
233	существенным для	1	1
234	до сих	2	1
235	или иначе	1	1
236	перестают быть	1	1
237	ее в	1	1
238	было и	1	1
239	и др	1	1
240	работы по	2	1
241	превращается в	2	1
242	иначе в	1	1
243	характер к	1	1
244	и литературного	1	1
245	он становится	1	1
246	по нашему	3	1
247	к лицу	1	1
248	из которых	1	1
249	в течение	1	1
250	для первого	1	1
251	отдельности и	1	1
252	и формы	3	1
253	в эстетический	1	1
254	художественное произведение	5	1
255	сих пор	2	1
256	но это	2	1
257	это уже	2	1
258	объекта и	1	1
259	искусства как	2	1
260	как на	1	1
261	читателя который	1	1
262	бы в	1	1
263	правда не	1	1
264	стороны в	1	1
265	хотя бы	5	1
266	но если	1	1
267	тезис о	1	1
268	не обладает	1	1
269	а о	2	1
270	только как	1	1
271	нам известно	1	1
272	все что	1	1
