N	2gram	Propp_Isto_7	Analitik
1	не только	21	22
2	тогда как	3	20
3	и в	24	18
4	как и	6	14
5	так и	5	14
6	в этом	12	14
7	и его	3	13
8	но и	11	13
9	том что	10	12
10	в качестве	3	12
11	и не	4	12
12	в частности	1	12
13	при этом	4	11
14	а в	10	10
15	как бы	4	10
16	что в	13	9
17	может быть	14	9
18	со стороны	2	9
19	а не	8	9
20	в том	7	9
21	со своей	2	8
22	с его	3	8
23	своего рода	4	8
24	не случайно	3	8
25	и даже	3	8
26	по отношению	1	7
27	в русской	5	7
28	в его	1	7
29	с другой	9	7
30	во второй	1	7
31	но не	6	7
32	отношению к	1	7
33	еще не	8	6
34	в этой	1	6
35	он не	6	6
36	в их	4	6
37	не в	9	6
38	к тому	1	6
39	о том	9	6
40	в начале	1	6
41	того же	2	5
42	мы имеем	12	5
43	в самом	2	5
44	что и	8	5
45	уже не	2	5
46	в конце	3	5
47	никогда не	4	5
48	прежде всего	2	5
49	я в	1	5
50	другой стороны	8	5
51	представляет собой	4	5
52	и на	2	4
53	что он	21	4
54	в своем	1	4
55	и как	1	4
56	что по	2	4
57	и к	1	4
58	таким образом	7	4
59	состоит в	1	4
60	по себе	1	4
61	тем самым	1	4
62	имеем дело	1	4
63	не менее	5	4
64	и сам	1	4
65	можно сказать	1	4
66	далеко не	1	4
67	о чем	1	4
68	в данном	4	4
69	все же	9	4
70	перед нами	2	4
71	героя и	5	4
72	здесь и	2	3
73	по его	2	3
74	его не	2	3
75	который в	1	3
76	мы не	4	3
77	в целом	1	3
78	уже в	3	3
79	здесь не	2	3
80	о смерти	1	3
81	если в	2	3
82	ответ на	6	3
83	что они	3	3
84	как в	12	3
85	с этим	2	3
86	из этих	3	3
87	то же	8	3
88	в каждом	1	3
89	не будет	2	3
90	его в	3	3
91	точки зрения	4	3
92	и без	1	3
93	не столько	3	3
94	все это	8	3
95	в то	2	3
96	дело не	5	3
97	ничего не	5	3
98	указывает на	1	3
99	в ее	2	3
100	данном случае	3	3
101	не должно	1	3
102	так в	4	3
103	мысль о	1	3
104	восходит к	2	3
105	именно в	1	3
106	было бы	2	3
107	дело с	1	3
108	во всем	2	3
109	в особенности	2	3
110	что не	2	3
111	не всегда	4	3
112	вступает в	3	3
113	его как	1	3
114	как это	2	3
115	впервые в	1	3
116	к этому	2	3
117	во сне	2	3
118	отношения к	1	2
119	например в	3	2
120	самом деле	1	2
121	от своей	1	2
122	есть не	1	2
123	на себя	2	2
124	власть над	2	2
125	и он	3	2
126	в ней	1	2
127	не от	2	2
128	во всех	7	2
129	свою жизнь	1	2
130	очевидно что	1	2
131	сама по	1	2
132	и той	1	2
133	нам кажется	1	2
134	когда он	3	2
135	но в	5	2
136	то ли	2	2
137	все эти	2	2
138	в ответ	3	2
139	в тех	5	2
140	после чего	2	2
141	не могла	1	2
142	на его	2	2
143	что она	5	2
144	в нем	6	2
145	видеть в	3	2
146	и вот	1	2
147	и по	3	2
148	могла бы	1	2
149	входит в	1	2
150	это не	10	2
151	в жизни	1	2
152	в них	3	2
153	о которых	1	2
154	с тем	1	2
155	не мог	1	2
156	с точки	1	2
157	от его	1	2
158	тем не	4	2
159	доказывает что	5	2
160	но они	3	2
161	чистом виде	1	2
162	вплоть до	2	2
163	дело в	1	2
164	одна из	7	2
165	которого он	1	2
166	сводится к	1	2
167	его за	2	2
168	в дальнейшем	3	2
169	те же	1	2
170	не с	1	2
171	с героем	2	2
172	об этом	6	2
173	и здесь	12	2
174	в форме	2	2
175	тех пор	1	2
176	один из	7	2
177	но с	1	2
178	с появлением	1	2
179	вступить в	1	2
180	только в	6	2
181	и ее	2	2
182	с одной	5	2
183	все они	1	2
184	в большинстве	1	2
185	не для	1	2
186	мы можем	4	2
187	тем что	6	2
188	одной стороны	5	2
189	говорит о	2	2
190	чем речь	1	2
191	там где	5	2
192	что мы	3	2
193	совершенно очевидно	2	2
194	связь с	2	2
195	не может	14	2
196	о своих	1	2
197	вместе с	7	2
198	и потому	1	2
199	по своему	1	2
200	и от	2	2
201	мира и	1	2
202	хотя и	3	2
203	и все	6	2
204	же в	1	2
205	то что	7	2
206	нам не	1	2
207	сказать что	2	2
208	в иной	2	2
209	в свое	1	2
210	а также	1	2
211	как известно	1	1
212	связана с	1	1
213	утверждение что	1	1
214	ее до	1	1
215	и есть	1	1
216	из самых	2	1
217	к другому	1	1
218	из его	1	1
219	не имеют	2	1
220	кто бы	2	1
221	в зависимости	1	1
222	в доме	1	1
223	мы уже	4	1
224	элементы и	1	1
225	что если	1	1
226	вопрос о	3	1
227	начинается с	4	1
228	никак не	1	1
229	что иное	1	1
230	оно есть	1	1
231	я не	1	1
232	бы ни	1	1
233	мы и	1	1
234	зависимости от	1	1
235	пребывание в	2	1
236	в таком	1	1
237	он был	1	1
238	между собой	1	1
239	этом и	2	1
240	я на	1	1
241	жениться на	4	1
242	тем как	1	1
243	иного рода	1	1
