N	2gram	Bakhtin_Pr_3	Myshleni
1	в процессе	1	27
2	и в	34	25
3	в том	3	23
4	на основе	1	22
5	и речи	1	20
6	том что	3	20
7	внутренней речи	4	19
8	таким образом	5	17
9	так же	8	17
10	что в	7	17
11	с тем	5	16
12	в основе	1	16
13	как и	18	15
14	в его	22	15
15	то что	11	15
16	в этом	16	14
17	вместе с	4	14
18	между собой	1	13
19	может быть	19	13
20	в целом	5	13
21	так как	4	12
22	могли бы	1	11
23	по своему	3	11
24	что они	6	10
25	перед нами	1	10
26	и что	5	10
27	что и	5	10
28	было бы	2	10
29	того что	5	10
30	только в	6	10
31	как бы	27	10
32	и не	29	10
33	связи с	1	9
34	мы могли	1	9
35	этого процесса	1	9
36	ни в	4	9
37	как в	4	9
38	как мы	7	8
39	того чтобы	1	8
40	тем что	4	8
41	не является	2	8
42	столь же	2	7
43	по своей	1	7
44	все эти	4	7
45	по себе	3	7
46	уже в	3	7
47	мы можем	1	7
48	для того	1	7
49	того же	2	6
50	высшей степени	3	6
51	совпадает с	2	6
52	зависимости от	1	6
53	и на	6	6
54	но не	4	6
55	потому что	12	6
56	не только	10	6
57	в высшей	3	6
58	не может	19	6
59	мы видели	3	6
60	точки зрения	8	6
61	в отличие	2	6
62	не в	9	6
63	в отношении	9	6
64	не менее	3	6
65	самого начала	8	6
66	приходит к	1	6
67	с самого	8	6
68	можно было	1	6
69	один из	2	6
70	что он	23	6
71	отличие от	2	6
72	со всеми	2	6
73	и у	5	6
74	с другой	4	6
75	слова и	10	6
76	благодаря этому	2	6
77	в основном	1	6
78	все это	16	6
79	все же	7	6
80	мы должны	5	6
81	одним из	1	5
82	человека и	1	5
83	мы уже	6	5
84	с ее	3	5
85	и как	3	5
86	и к	12	5
87	что это	5	5
88	при этом	4	5
89	к одному	3	5
90	и по	1	5
91	тем не	2	5
92	уже говорили	3	5
93	но это	4	5
94	с другом	2	5
95	о том	2	5
96	внутренняя речь	3	5
97	так и	6	5
98	если бы	4	5
99	в этой	1	5
100	в пользу	1	5
101	входит в	2	5
102	с одной	1	5
103	для него	13	5
104	из которых	1	5
105	друг с	2	5
106	время как	1	4
107	еще не	4	4
108	отнюдь не	2	4
109	в своем	2	4
110	что слово	1	4
111	ни один	1	4
112	на то	1	4
113	он не	15	4
114	как с	1	4
115	совпадают с	1	4
116	той же	2	4
117	и того	2	4
118	не мог	5	4
119	одного и	1	4
120	мы говорили	1	4
121	не столько	1	4
122	речи в	2	4
123	что с	3	4
124	в то	12	4
125	тогда когда	1	4
