N	2gram	Voloshinov_2	Psycholo
1	в том	7	37
2	и в	19	32
3	и что	1	22
4	то есть	2	21
5	том что	10	21
6	потому что	1	21
7	таким образом	14	21
8	то что	4	21
9	что в	2	20
10	может быть	28	18
11	так же	5	18
12	точки зрения	17	17
13	что и	3	17
14	не может	18	17
15	самом деле	9	16
16	что она	1	16
17	того чтобы	6	14
18	то же	16	13
19	в этом	15	13
20	при этом	9	13
21	для того	6	13
22	что он	4	13
23	в самом	6	12
24	заключается в	1	12
25	не только	13	12
26	по себе	3	12
27	с и	1	12
28	если мы	6	12
29	так как	3	12
30	на то	4	11
31	было бы	4	11
32	с тем	1	11
33	в основе	9	11
34	когда он	1	10
35	с точки	13	10
36	но и	10	10
37	как и	9	10
38	и не	19	10
39	как в	1	9
40	никогда не	7	9
41	искусства и	1	9
42	тем что	2	9
43	что все	1	9
44	той же	3	8
45	что это	2	8
46	не в	10	8
47	не менее	1	8
48	дело с	1	8
49	того что	4	8
50	в сущности	14	7
51	что они	2	7
52	и как	6	7
53	все эти	3	7
54	ясно что	1	7
55	и его	16	7
56	к тому	6	7
57	только в	8	7
58	мы знаем	2	7
59	а не	9	7
60	сказать что	4	7
61	совершенно справедливо	2	6
62	в этой	3	6
63	в художественном	1	6
64	он не	3	6
65	если бы	11	6
66	формы и	2	6
67	о том	3	6
68	все время	2	6
69	тот же	1	6
70	и из	1	6
71	как бы	19	6
72	же самое	6	6
73	на самом	7	5
74	исходит из	3	5
75	и на	5	5
76	что его	1	5
77	только на	4	5
78	на все	2	5
79	далеко не	2	5
80	все это	1	5
81	в то	8	5
82	есть только	1	5
83	в ней	3	5
84	и даже	2	5
85	до сих	3	5
86	отнюдь не	8	5
87	он говорит	1	5
88	сих пор	3	5
89	как раз	4	5
90	этом отношении	1	5
91	как на	2	5
92	сам по	1	4
93	столь же	3	4
94	с этим	3	4
95	все же	5	4
96	в действительности	1	4
97	с той	1	4
98	в целом	1	4
99	в нем	11	4
100	к одному	1	4
101	и с	2	4
102	и тем	4	4
103	в жизни	2	4
104	несмотря на	1	4
105	в данном	5	4
106	и более	7	4
107	тому что	4	4
108	не имеет	3	4
109	но только	1	4
110	ничего не	4	4
111	и до	3	4
112	и для	7	4
113	могут быть	3	4
114	тем не	1	4
115	если же	2	4
116	и это	3	4
117	и когда	1	4
118	и сам	1	4
119	и поэтому	1	4
120	между тем	6	4
121	которые мы	1	4
122	в языке	7	4
123	мы видим	1	4
124	из них	1	4
125	от того	1	4
126	а на	1	4
127	как это	1	4
128	и все	6	4
129	а в	3	4
130	совершенно не	5	4
131	из этого	1	4
132	жизни и	2	4
133	например в	1	3
134	отношении к	5	3
135	и то	3	3
136	на тех	1	3
137	мы не	2	3
138	или же	2	3
139	то это	1	3
140	имеет дело	2	3
141	и он	2	3
142	смысл слова	1	3
143	которое он	1	3
144	во всех	6	3
145	формы она	1	3
146	но как	2	3
147	а только	1	3
148	если оно	1	3
149	относится к	3	3
150	что именно	1	3
151	но в	7	3
152	формы в	1	3
153	главным образом	1	3
154	не к	3	3
155	не как	3	3
156	и вот	1	3
157	это было	2	3
158	к области	1	3
159	к которым	3	3
160	в своей	3	3
161	в их	5	3
162	но он	1	3
163	не могли	1	3
164	в отношении	4	3
165	что с	1	3
166	тогда когда	1	3
167	мы можем	6	3
168	в каком	3	3
169	не могут	1	3
170	и другой	1	3
171	так и	10	3
172	мы в	1	3
173	образом в	1	3
174	с другой	3	3
175	в конечном	1	3
176	мы должны	1	3
177	и так	1	3
178	и ее	4	3
179	так что	1	3
180	в нашей	1	3
181	что не	2	3
182	конечном счете	1	3
183	и других	1	3
184	и их	4	3
185	сами по	1	3
186	были бы	1	3
187	которых мы	1	3
188	до конца	2	3
189	ни на	1	3
190	того или	2	3
191	что же	1	3
192	в смысле	6	3
193	должны быть	2	3
194	само по	1	3
195	еще более	2	3
196	хотя бы	6	3
197	в свою	6	3
198	же мы	1	3
199	также и	1	2
200	того же	5	2
201	не имеют	3	2
202	все те	4	2
203	еще не	3	2
204	входящих в	1	2
205	это совершенно	1	2
206	сами же	1	2
207	как во	1	2
208	из того	1	2
209	бы с	1	2
210	которых может	1	2
211	бы то	4	2
212	с его	8	2
213	в ее	3	2
214	но не	2	2
215	точка зрения	1	2
216	к которой	1	2
217	значение и	2	2
218	если в	1	2
219	ответ на	2	2
220	отличие от	3	2
221	и процессы	1	2
222	однако не	1	2
223	могли бы	1	2
224	показали что	1	2
225	увидим что	1	2
226	в которой	1	2
227	бы не	2	2
228	формы не	1	2
229	в себе	4	2
230	как он	1	2
231	они в	1	2
232	или иному	1	2
233	в узком	2	2
234	в каждом	1	2
235	подход к	2	2
236	здесь мы	3	2
237	то ни	5	2
238	значение в	4	2
239	с другими	3	2
240	это не	4	2
241	форму и	3	2
242	в них	1	2
243	одного и	4	2
244	не значит	1	2
245	не так	2	2
246	всяком случае	2	2
247	место в	2	2
248	не понимает	1	2
249	в этих	3	2
250	для нее	1	2
251	все более	2	2
252	в процессе	18	2
253	и всегда	1	2
254	в самой	1	2
255	что называют	1	2
256	же время	8	2
257	в русском	4	2
258	ли это	2	2
259	ни в	6	2
260	когда мы	1	2
261	что оно	3	2
262	его с	1	2
263	оно не	1	2
264	свою очередь	5	2
265	сводится к	2	2
266	то или	1	2
267	в особенности	2	2
268	так в	1	2
269	роль в	1	2
270	на том	1	2
271	по сравнению	1	2
272	понятно что	1	2
273	и вообще	1	2
274	в таком	7	2
275	и здесь	5	2
276	во всяком	3	2
277	этих двух	1	2
278	сознания к	1	2
279	которой мы	2	2
280	что самое	1	2
281	в его	5	2
282	и только	1	2
283	и следовательно	6	2
284	в него	1	2
285	к нему	5	2
286	предметное содержание	1	2
287	два основных	1	2
288	в какой	3	2
289	может оказаться	1	2
290	именно на	1	2
291	и у	2	2
292	мы получим	1	2
293	на самую	2	2
294	говорит о	1	2
295	могло бы	1	2
296	слова в	8	2
297	в одном	1	2
298	вовсе не	11	2
299	в состоянии	1	2
300	к ним	1	2
301	но что	2	2
302	в других	1	2
303	имеет значение	1	2
304	этом как	2	2
305	к которому	1	2
306	а с	2	2
307	не было	3	2
308	она является	3	2
309	на которых	1	2
310	не на	2	2
311	там где	2	2
312	во внимание	1	2
313	душевной жизни	1	2
314	на который	1	2
315	вместе с	2	2
316	противоречие с	1	2
317	сравнению с	1	2
318	его жизни	1	2
319	действие и	1	2
320	более и	2	2
321	но это	1	2
322	самое что	1	2
323	независимое от	1	2
324	тому или	1	2
325	форм и	1	2
326	и часто	1	2
327	не существует	3	2
328	у них	1	2
329	интерес к	1	2
330	тем более	5	2
331	другой стороны	1	2
332	другой в	1	2
333	же самой	1	2
334	но когда	1	2
335	или иного	2	2
336	и от	3	2
337	читателя и	1	2
338	этом совершенно	1	1
339	смысле слова	5	1
340	как известно	1	1
341	ясно и	1	1
342	речь идет	1	1
343	одним из	2	1
344	для построения	1	1
345	предполагает что	1	1
346	таком случае	3	1
347	человека и	1	1
348	социальных функций	1	1
349	словами и	1	1
