N	3gram	Propp_Isto_5	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	мы уже говорили	1	7
4	в том что	2	6
5	до сих пор	2	4
6	в отличие от	1	4
7	это уже не	2	3
8	с точки зрения	1	3
9	на самом деле	1	2
10	друг в друга	1	2
11	и в других	1	2
12	но и в	2	2
13	в это время	2	2
14	в книге о	1	2
15	с одной стороны	7	2
16	во всех этих	1	2
17	но все же	4	2
18	можно сказать что	1	1
19	потому что он	2	1
20	и др все	1	1
21	по отношению к	2	1
22	в риме при	1	1
23	в самом деле	1	1
24	и в более	1	1
25	может быть отнесена	1	1
26	и не только	1	1
27	но для нас	1	1
28	он понимает что	1	1
29	никогда не были	1	1
30	переходят друг в	1	1
31	неоднократно говорит о	1	1
32	и здесь мы	1	1
33	он связан с	1	1
34	главным образом в	1	1
35	в особенности в	2	1
36	ни времени ни	1	1
37	и многие другие	1	1
38	такие выражения как	2	1
39	вместе со своим	1	1
40	но в ней	1	1
41	в связи с	4	1
42	она и в	1	1
43	во всяком случае	1	1
44	с другой стороны	8	1
45	все эти формы	1	1
46	не может быть	3	1
47	в других местах	1	1
48	то же время	1	1
49	это тем что	1	1
50	на этом мы	1	1
51	этот мотив очень	1	1
52	для того чтобы	3	1
53	в частности с	1	1
54	в то же	1	1
55	мы видим что	4	1
56	но это не	2	1
57	два основных момента	1	1
58	одно из древнейших	1	1
59	друг с другом	2	1
60	не только в	2	1
61	во многих отношениях	1	1
62	на этой стадии	3	1
63	всегда выступает как	1	1
64	и если на	1	1
65	вне связи с	1	1
