N	2gram	Bakhtin_fo_1	Problemy
1	и не	14	31
2	и в	50	29
3	в его	13	24
4	может быть	11	24
5	в этом	25	22
6	а не	3	22
7	в нем	24	19
8	точки зрения	5	19
9	как бы	2	19
10	для него	2	18
11	не только	9	15
12	то что	6	15
13	то же	11	14
14	не как	2	14
15	и его	16	14
16	рядом с	2	14
17	но и	8	14
18	в пределах	5	13
19	с точки	2	13
20	уже не	2	13
21	точка зрения	1	12
22	таким образом	11	12
23	как и	8	12
24	не может	6	12
25	в самом	8	10
26	в то	9	10
27	только в	4	10
28	в одном	3	10
29	там где	2	10
30	видения и	2	10
31	героя и	7	10
32	все эти	9	9
33	с его	9	9
34	все же	6	9
35	это не	6	9
36	если бы	5	9
37	же время	9	9
38	но не	5	9
39	в романе	32	9
40	по отношению	3	8
41	самого героя	1	8
42	что в	5	8
43	по себе	2	8
44	в каждом	1	8
45	в том	9	8
46	что он	1	8
47	потому что	4	8
48	до конца	4	8
49	в своем	4	8
50	в своей	2	8
51	отношению к	5	8
52	и изображения	2	7
53	а как	3	7
54	и на	8	7
55	и как	10	7
56	но в	10	7
57	в себе	3	7
58	зрения на	1	7
59	входит в	3	7
60	с другими	3	7
61	том что	4	7
62	не в	5	7
63	вовсе не	13	7
64	она не	1	7
65	так и	12	7
66	лишь как	2	7
67	в форме	3	7
68	прежде всего	15	7
69	в романах	2	7
70	а в	3	7
71	одним из	1	6
72	самом деле	1	6
73	так же	6	6
74	менее всего	1	6
75	как в	6	6
76	сливается с	1	6
77	в целом	2	6
78	выражение в	2	6
79	в мире	1	6
80	его в	3	6
81	точку зрения	2	6
82	его целом	2	6
83	в самой	2	6
84	могут быть	5	6
85	на мир	1	6
86	этого мира	4	6
87	был бы	3	6
88	в конце	9	6
89	так как	6	6
90	как раз	13	6
91	и потому	3	6
92	не могут	3	6
93	все это	4	6
94	в зависимости	1	5
95	той же	2	5
96	же что	2	5
97	зависимости от	1	5
98	у него	6	5
99	с их	2	5
100	перед нами	1	5
101	он не	5	5
102	в плане	1	5
103	но все	5	5
104	было бы	2	5
105	автора и	2	5
106	не становится	1	5
107	мир и	2	5
108	в сущности	3	5
109	или как	4	5
110	и это	4	5
111	сочетается с	2	5
112	еще не	5	5
113	с ним	2	5
114	ничего не	9	5
115	именно в	3	5
116	и др	9	5
117	более того	3	5
118	мира в	3	5
119	во всяком	3	5
120	и т	8	4
121	идет о	1	4
122	поэтому и	3	4
123	романа не	2	4
124	и наконец	1	4
125	бы и	1	4
126	в этой	1	4
127	так сказать	7	4
128	человека в	17	4
129	должно быть	1	4
130	с идеей	1	4
131	но эта	3	4
132	что было	3	4
133	их в	3	4
134	раз и	2	4
135	как мы	14	4
136	в процессе	4	4
137	в основе	5	4
138	все то	2	4
139	и с	4	4
140	в построении	1	4
141	и следовательно	4	4
142	в литературе	16	4
143	тем что	2	4
144	были бы	1	4
145	что и	3	4
146	не было	7	4
147	не на	1	4
148	эта особенность	1	4
149	и для	4	4
150	в результате	6	4
151	героя в	1	4
152	они не	3	4
153	отношения к	3	3
154	он может	1	3
155	и самое	1	3
156	например в	6	3
157	на материале	2	3
158	я не	1	3
159	ни один	1	3
160	он сам	1	3
161	не входит	2	3
162	себе и	3	3
163	кроме того	4	3
164	уже в	2	3
165	и до	5	3
166	на почве	2	3
167	лишь на	1	3
168	далеко не	2	3
169	в их	6	3
170	они уже	1	3
171	одна из	2	3
172	героев и	3	3
173	никогда не	2	3
174	этом отношении	3	3
175	отличается от	1	3
176	для его	1	3
177	оно не	2	3
178	и этим	1	3
179	в себя	1	3
180	приводит к	1	3
181	и здесь	1	3
182	все его	3	3
183	с другой	2	3
184	все в	1	3
185	в них	4	3
186	романа как	3	3
187	романа в	5	3
188	мы должны	2	3
189	образ героя	1	3
190	романа и	3	3
191	особенности его	1	3
192	но как	1	3
193	во времени	3	3
194	и у	5	3
195	его самосознание	1	3
196	мир в	2	3
197	всяком случае	1	3
198	ни в	8	3
199	как их	1	3
200	сами по	1	3
201	т п	8	3
202	друг друга	3	3
203	изображения в	1	3
204	сочетаются в	1	3
205	по существу	12	3
206	в пространстве	5	3
207	бы в	1	3
208	не знает	3	3
209	сказать что	3	3
210	и внутренне	1	3
211	была бы	2	3
212	себе самому	4	3
213	время не	2	3
214	таким же	1	3
215	в своих	1	3
216	все остальное	1	2
217	лишь там	1	2
218	и есть	1	2
219	другими чертами	1	2
220	к другому	2	2
221	по преимуществу	3	2
222	п все	1	2
223	мы уже	11	2
224	для своего	1	2
225	в которой	2	2
226	вопрос о	2	2
227	эта форма	2	2
228	на себя	2	2
229	конечно и	4	2
230	и со	1	2
