N	2gram	Bakhtin_sl_2	Russkaja
1	не может	20	22
2	и не	22	19
3	в том	5	17
4	в этом	16	17
5	и в	39	14
6	то что	2	13
7	то же	4	11
8	точки зрения	8	11
9	таким образом	8	11
10	в то	4	10
11	же время	4	10
12	но и	21	10
13	в себе	2	9
14	не только	24	9
15	том что	5	9
16	с точки	3	9
17	может быть	37	9
18	во всяком	3	9
19	того чтобы	2	8
20	прежде всего	8	8
21	отнюдь не	1	7
22	и с	9	7
23	в данном	2	7
24	о том	2	7
25	ни к	2	7
26	к которой	1	6
27	в своем	6	6
28	и к	6	6
29	в своих	1	6
30	и при	2	6
31	все это	16	6
32	и для	5	6
33	для того	2	6
34	что он	2	6
35	всяком случае	2	6
36	для всех	4	6
37	для него	7	6
38	и на	4	5
39	между собой	1	5
40	во всех	12	5
41	на то	1	5
42	в нем	19	5
43	при этом	7	5
44	он не	2	5
45	в своей	1	5
46	никогда не	7	5
47	лишь при	2	5
48	между тем	3	5
49	и только	1	5
50	только в	5	5
51	хотя бы	3	5
52	конечно не	5	5
53	или иной	5	5
54	до сих	2	5
55	себя и	4	5
56	национальная культура	1	5
57	сих пор	2	5
58	а в	4	5
59	жизни в	2	5
60	но не	6	4
61	себя в	8	4
62	все же	6	4
63	более или	2	4
64	не в	9	4
65	в этой	1	4
66	в корне	1	4
67	его в	4	4
68	как и	6	4
69	или менее	2	4
70	в их	2	4
71	точку зрения	3	4
72	тогда когда	2	4
73	во всем	4	4
74	а лишь	2	4
75	не могут	5	4
76	приводит к	1	4
77	в мире	1	4
78	в его	7	4
79	так как	4	4
80	лишь к	1	4
81	вместе с	2	4
82	как бы	7	4
83	возможно лишь	1	4
84	жизни и	6	4
85	что в	3	4
86	все что	2	4
87	и т	35	3
88	и этот	1	3
89	говорить о	3	3
90	и ни	2	3
91	еще не	7	3
92	он сам	1	3
93	самих себя	1	3
94	в самом	1	3
95	на том	1	3
96	и по	1	3
97	в другом	2	3
98	лишь в	3	3
99	о которых	1	3
100	несмотря на	1	3
101	должно быть	1	3
102	всех этих	4	3
103	мы говорили	1	3
104	одна из	4	3
105	связи с	3	3
106	в сознании	1	3
107	что оно	4	3
108	той или	5	3
109	для этого	4	3
110	может не	2	3
111	но мы	2	3
112	в значительной	6	3
113	что и	3	3
114	а следовательно	1	3
115	в лучшем	1	3
116	того что	1	3
117	одной из	1	3
118	в качестве	1	3
119	с нею	1	3
120	в большинстве	6	3
121	в виде	2	3
122	условии если	1	3
123	в конце	1	3
124	друг друга	1	3
125	тем что	1	3
126	именно в	2	3
127	не было	2	3
128	и потому	7	3
129	да и	1	3
130	этом случае	6	3
131	при условии	1	3
132	лучшем случае	1	3
133	она может	2	3
134	или в	2	3
135	всяком другом	1	3
136	и как	3	3
137	все они	2	3
138	себя как	1	2
139	от этой	1	2
140	речь идет	1	2
141	и есть	1	2
142	должна быть	3	2
143	этом направлении	1	2
144	но она	2	2
145	полное и	1	2
146	в ней	3	2
147	в таком	4	2
148	именно на	2	2
149	по отношению	4	2
150	не просто	1	2
151	сама по	3	2
152	с этим	2	2
153	целый ряд	1	2
154	и наконец	5	2
155	но в	6	2
