N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	56
2	то есть	24	24
3	в его	14	18
4	таким образом	11	17
5	все эти	5	15
6	в этом	16	14
7	в том	18	13
8	так и	6	13
9	он был	2	12
10	в то	7	12
11	и его	10	12
12	то же	4	11
13	в них	1	11
14	в этих	2	11
15	до конца	4	11
16	как бы	3	11
17	мы уже	5	10
18	еще не	4	10
19	же время	2	10
20	в самом	4	9
21	и не	25	9
22	только в	13	9
23	но и	18	9
24	в сущности	2	8
25	во всех	1	8
26	не только	25	8
27	в нем	3	8
28	и с	9	8
29	и их	1	8
30	и даже	6	8
31	до сих	1	8
32	и др	1	8
33	по своему	1	8
34	сих пор	1	8
35	все это	1	8
36	том что	18	8
37	и на	6	7
38	были еще	2	7
39	как мы	8	7
40	у него	24	7
41	в частности	1	7
42	в ее	1	6
43	в этой	8	6
44	но в	4	6
45	точки зрения	13	6
46	вовсе не	13	6
47	мы видим	1	6
48	связи с	2	6
49	прежде всего	10	6
50	все они	2	6
51	и все	4	6
52	потому что	11	6
53	с ее	1	5
54	с его	2	5
55	но не	4	5
56	он не	8	5
57	так сказать	1	5
58	роль в	2	5
59	мы видели	3	5
60	такой же	4	5
61	во время	1	5
62	в отношении	5	5
63	в процессе	1	5
64	никогда не	11	5
65	один из	1	5
66	ни с	3	5
67	не было	5	5
68	как и	7	5
69	в творчестве	1	5
70	в результате	4	5
71	что в	17	5
72	есть и	4	5
73	и другие	1	5
74	они не	1	5
75	например в	1	4
76	и потому	10	4
77	они были	1	4
78	в ней	5	4
79	не был	8	4
80	за пределы	3	4
81	и к	2	4
82	в которой	2	4
83	что это	9	4
84	в себе	9	4
85	при этом	3	4
86	их в	1	4
87	что все	7	4
88	и более	2	4
89	даже в	4	4
90	одна из	1	4
91	того чтобы	3	4
92	по своей	2	4
93	во всем	6	4
94	в духе	3	4
95	того времени	1	4
96	вещи и	1	4
97	и которые	1	4
98	и других	1	4
99	о том	11	4
100	с одной	3	4
101	в качестве	3	4
102	конечно не	1	4
103	так как	7	4
104	в третьей	1	4
105	в изображении	2	4
106	в основе	1	4
107	в свете	1	4
108	в своих	7	4
109	в году	10	3
110	в их	2	3
111	конечно и	1	3
112	внимательный анализ	1	3
113	не просто	10	3
114	в своем	8	3
115	перед нами	3	3
116	кроме того	6	3
117	и наконец	2	3
118	в свет	1	3
119	слова и	1	3
120	с начала	1	3
121	ведь в	1	3
122	здесь нет	2	3
123	не мог	6	3
124	не в	3	3
125	но он	1	3
126	настоящего времени	1	3
127	рядом с	1	3
128	и был	3	3
129	и о	4	3
130	в другом	2	3
131	и здесь	6	3
132	настоящее время	3	3
133	а также	8	3
134	в литературе	1	3
135	как например	2	3
136	одной из	2	3
137	здесь с	1	3
138	так что	14	3
139	уже не	9	3
140	был бы	3	3
141	мы находим	2	3
142	что и	7	3
143	может быть	8	3
