N	3gram	Trubetskoy_1	Literetu
1	в том что	3	11
2	так или иначе	3	8
3	состоит в том	1	5
4	в отличие от	1	5
5	то же время	2	5
6	в то же	2	5
7	в данном случае	1	4
8	в связи с	3	4
9	с этой точки	2	3
10	этой точки зрения	2	3
11	по отношению к	1	2
12	с точки зрения	6	2
13	в этом отношении	2	2
14	с одной стороны	7	2
15	но при этом	1	2
16	чуть ли не	1	2
17	во всяком случае	6	2
18	о том что	4	2
19	тем не менее	3	2
20	иметь в виду	1	1
21	в этом последнем	1	1
22	на то что	2	1
23	в соответствии с	1	1
24	мысль о полном	1	1
25	бы то ни	2	1
26	том или ином	1	1
27	по крайней мере	5	1
28	которые могли бы	1	1
29	в общем контексте	1	1
30	но в то	1	1
31	в самом деле	1	1
32	на задний план	1	1
33	и в этом	2	1
34	по тому же	1	1
35	а с другой	5	1
36	тому же пути	1	1
37	а не как	1	1
38	все более и	1	1
39	только в силу	1	1
40	в одну из	1	1
41	с другой стороны	1	1
42	тем что в	1	1
43	не может быть	1	1
44	только то что	1	1
45	ничего общего с	2	1
46	всего со всем	1	1
47	всяком случае в	1	1
48	нет ничего кроме	1	1
49	в свою очередь	1	1
50	и того же	1	1
51	в качестве таких	1	1
52	до сих пор	5	1
53	в своем уединении	1	1
54	с самого начала	2	1
55	более и более	1	1
56	при этом не	1	1
57	в рамках определенной	1	1
58	но и от	1	1
59	но все же	4	1
60	то ни было	2	1
61	одного и того	1	1
62	может и не	1	1
63	со всем и	1	1
64	друг друга а	1	1
65	в том числе	5	1
66	не только от	1	1
67	к тому же	4	1
