N	3gram	Tiupa_Vved_1	Psycholo
1	на то что	1	16
2	в том что	3	14
3	с одной стороны	5	12
4	в сущности говоря	1	8
5	в зависимости от	1	6
6	о том что	4	6
7	с другой стороны	1	5
8	и если мы	1	4
9	именно то что	1	4
10	заключает в себе	1	4
11	а с другой	2	4
12	то же самое	1	3
13	из того что	1	3
14	то что он	1	3
15	можно было бы	2	3
16	в этом отношении	4	3
17	и того же	1	2
18	что иное как	1	2
19	состоит в том	2	2
20	одного и того	1	2
21	в этом случае	1	2
22	в отличие от	2	2
23	в данном случае	6	2
24	сами по себе	1	2
25	в том чтобы	2	2
26	если бы мы	1	2
27	не только в	2	2
28	все то что	1	2
29	и для нас	1	2
30	то что мы	1	2
31	само по себе	1	2
32	не может быть	3	2
33	и в самом	1	2
34	не что иное	1	2
35	той или иной	2	2
36	можно сказать что	1	2
37	друг от друга	1	2
38	как бы в	1	2
39	на самом деле	3	2
40	в нашем сознании	1	1
41	на целый ряд	1	1
42	прежде всего на	1	1
43	мы при этом	1	1
44	же не может	1	1
45	по отношению к	7	1
46	более или менее	2	1
47	в этом смысле	1	1
48	а в том	1	1
49	одной стороны и	1	1
50	и в этом	1	1
51	никак не можем	1	1
52	потому что на	1	1
53	до известной степени	1	1
54	того что есть	1	1
55	в первой главе	1	1
56	к тому чтобы	1	1
57	том или ином	1	1
58	в основе своей	1	1
59	по крайней мере	1	1
60	как если бы	1	1
61	семейной жизни и	1	1
62	не могло быть	1	1
63	а стало быть	1	1
64	мы не можем	1	1
65	в том или	1	1
66	каждый из этих	1	1
67	и тот же	1	1
68	жизни но и	1	1
69	в каждой из	1	1
70	потому что она	1	1
71	таким образом для	1	1
72	как будто бы	3	1
73	за пределами этой	1	1
74	благодаря тому что	1	1
75	имеем дело с	2	1
76	едва ли не	2	1
77	все же не	1	1
78	а не как	1	1
79	иначе говоря всякое	1	1
80	один и тот	1	1
81	мы убедимся что	1	1
82	рассуждение о том	1	1
83	в частности в	2	1
84	в свою очередь	4	1
85	в конечном счете	1	1
86	при этом есть	1	1
87	ни одна из	1	1
88	во времени и	1	1
89	речь идет о	1	1
90	в евгении онегине	1	1
91	отдельного слова в	1	1
92	что это не	1	1
93	и т.п и	1	1
94	в ответ на	1	1
95	мы имеем дело	3	1
96	вместо того чтобы	1	1
97	и все же	4	1
98	в полной мере	1	1
99	обратим внимание на	1	1
